dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,12.028787,10.459407,4.556631,1.678209,8.930896,3.314075,1.162167,0.147905,1.042720,1.051221,7.176889
cuda,BartForCausalLM,4,16.637864,13.536736,7.057817,2.021473,10.157210,3.648604,1.558501,0.282283,1.376334,1.498363,6.602529
cuda,BartForConditionalGeneration,2,42.142961,34.352455,17.449883,6.090863,22.104716,9.533383,3.924023,1.062801,0.882954,1.227562,11.901940
cuda,BertForMaskedLM,16,17.062094,13.772624,6.670621,2.298990,9.469562,3.840048,1.638216,0.290597,1.899407,2.043565,7.108067
cuda,BertForQuestionAnswering,16,16.829387,13.632491,6.601855,2.259669,9.278894,3.768466,1.611502,0.286061,1.539188,1.653473,6.586765
cuda,BlenderbotSmallForCausalLM,64,10.827886,8.853066,4.347777,1.475135,6.441530,2.234645,1.076493,0.172917,2.379638,6.020147,2.062671
cuda,BlenderbotSmallForConditionalGeneration,64,27.340924,22.213620,10.864574,3.316386,14.753259,6.698697,2.633965,0.582890,2.107697,1.847674,9.495459
cuda,CamemBert,16,16.614458,13.430890,6.496300,2.272130,9.147060,3.806848,1.613050,0.287004,0.828658,0.958861,5.862983
cuda,DebertaForMaskedLM,4,29.646781,23.058233,14.328353,2.709705,17.967600,4.756011,2.283020,0.365950,15.142320,2.381103,21.753134
cuda,DebertaForQuestionAnswering,8,29.875028,23.273630,14.506135,2.661335,18.363607,4.715661,2.257741,0.361935,17.028545,2.836362,23.806201
cuda,DebertaV2ForMaskedLM,1,43.079570,31.172890,17.052292,3.893845,19.797563,5.444757,2.872818,0.623977,32.998567,1.731679,40.064908
cuda,DistilBertForMaskedLM,128,10.334106,8.884536,5.116160,1.090607,7.007736,2.084279,0.874601,0.132017,1.494247,3.744912,4.535727
