dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.498657,12.536761,4.654960,1.944667,9.492138,3.632818,1.318515,0.160522,1.475204,6.871884
cuda,AlbertForQuestionAnswering,4,14.385498,12.454425,4.633750,1.924484,9.407431,3.592357,1.309461,0.155183,1.083354,6.787288
cuda,BartForCausalLM,4,19.131045,15.617925,7.217680,2.152690,10.475240,3.952744,2.073842,0.349849,2.273148,5.715636
cuda,BartForConditionalGeneration,2,48.745951,40.013126,17.891350,6.467826,24.061567,11.749928,4.747245,1.386099,1.277962,12.927292
cuda,BertForMaskedLM,16,19.637662,16.071139,6.932739,2.619046,9.784975,4.493445,1.940516,0.351389,2.225662,5.587027
cuda,BertForQuestionAnswering,16,19.718133,16.132720,6.984085,2.252928,10.140778,4.799759,1.920551,0.361603,1.732636,5.526160
cuda,BlenderbotForCausalLM,4,35.113806,27.603638,10.754819,4.641003,17.301045,8.888243,3.776160,1.031234,11.751786,3.709842
cuda,BlenderbotSmallForCausalLM,64,12.405185,9.931441,3.989554,1.637416,6.366597,2.557580,1.290223,0.204159,4.090343,2.518289
cuda,BlenderbotSmallForConditionalGeneration,64,32.571611,26.270718,11.320340,3.945310,15.559387,7.326968,3.242177,0.739695,1.905279,8.379490
cuda,CamemBert,16,19.655295,16.062586,6.931492,2.268350,10.066420,4.818197,1.923913,0.353548,1.042856,5.520322
cuda,DebertaForMaskedLM,4,29.847422,22.984347,12.424674,3.218295,16.620177,6.451829,2.881291,0.399093,2.603908,7.653043
cuda,DebertaForQuestionAnswering,8,30.085479,23.195929,12.529079,3.433506,16.282470,6.429987,2.667939,0.400103,3.016495,7.426194
cuda,DebertaV2ForMaskedLM,1,47.718381,33.851655,15.444896,4.576890,19.524594,8.013209,3.955612,0.705519,1.889513,9.063198
cuda,DebertaV2ForQuestionAnswering,2,48.100261,34.281807,15.830075,4.792792,20.814901,9.905649,4.328961,0.730216,0.572157,10.407889
cuda,DistilBertForMaskedLM,128,11.356612,9.734900,4.892077,1.185850,7.111856,2.592576,1.048922,0.149754,3.980449,3.473381
cuda,DistilBertForQuestionAnswering,256,11.214928,9.621746,4.870735,1.164816,7.214777,2.591341,1.049851,0.141273,3.011482,3.569973
cuda,DistillGPT2,16,9.801807,8.290596,4.113979,1.241035,6.247480,2.259273,0.969786,0.133428,1.896605,3.429028
cuda,ElectraForCausalLM,32,21.563026,17.946634,8.826822,2.626970,14.572164,4.660077,1.981276,0.353646,4.104712,8.496227
cuda,ElectraForQuestionAnswering,64,20.068815,16.449163,6.802524,2.287523,12.084347,4.530920,1.928587,0.356413,2.457477,7.687057
cuda,GPT2ForSequenceClassification,4,16.964986,13.824925,6.005538,2.875169,8.889176,3.678744,1.755592,0.303904,1.134775,5.864461
cuda,LayoutLMForMaskedLM,16,22.258207,17.778607,7.903949,2.606116,10.872194,4.320253,1.968207,0.364049,2.600826,5.694933
cuda,LayoutLMForSequenceClassification,16,21.687568,17.436181,8.115119,2.378870,13.013039,5.374198,2.248499,0.353028,6.997448,7.395106
cuda,M2M100ForConditionalGeneration,16,47.054224,37.797417,16.290480,6.120430,24.575112,10.838976,4.833765,1.020493,11.485271,14.688597
cuda,MBartForCausalLM,4,20.470514,16.736930,7.971455,2.362611,11.771433,4.826951,2.011065,0.379657,2.252862,6.278097
cuda,MBartForConditionalGeneration,2,48.974592,40.137915,17.385430,6.989111,23.722608,11.843897,4.970167,1.572282,0.608063,14.462926
cuda,MT5ForConditionalGeneration,16,31.261958,26.126947,11.533870,3.992889,17.092888,8.315171,2.812643,0.573905,22.258264,10.108754
cuda,MegatronBertForCausalLM,4,38.512675,31.266801,13.063575,5.624839,19.140455,10.049585,3.929349,1.075201,2.018150,11.940133
cuda,MegatronBertForQuestionAnswering,8,38.245501,31.015903,12.852884,5.285922,19.410160,9.669246,3.896573,1.062775,1.733777,12.082739
cuda,MobileBertForMaskedLM,64,51.527981,42.659064,12.029641,6.534215,29.867100,15.974519,6.507818,4.254865,4.293411,25.306810
cuda,MobileBertForQuestionAnswering,128,51.658168,42.765740,11.989910,5.790917,30.236630,16.297858,6.528413,4.156216,2.828794,24.964556
cuda,OPTForCausalLM,2,19.333535,15.971005,7.342312,2.223354,10.565714,4.678916,2.022367,0.328878,2.967231,5.763577
cuda,PLBartForCausalLM,8,11.261225,9.542391,4.897461,1.150853,7.422662,2.416748,0.997688,0.144382,1.550008,3.734943
cuda,PLBartForConditionalGeneration,4,25.504902,21.189429,9.508415,3.228663,13.221173,5.661793,2.531747,0.509542,2.699575,7.487497
cuda,PegasusForCausalLM,32,19.095391,15.710558,6.992294,2.198203,11.050262,4.146950,2.319807,0.373451,2.652345,6.372543
cuda,PegasusForConditionalGeneration,32,37.155745,32.522124,12.098290,4.985073,20.939207,9.301174,4.280768,1.003834,0.645106,14.273517
cuda,RobertaForCausalLM,16,20.038336,16.412330,7.195050,2.674330,9.835484,4.595329,1.976665,0.354233,1.438455,5.434950
cuda,RobertaForQuestionAnswering,16,19.704731,16.140912,7.015063,2.607221,9.469952,4.461347,1.914737,0.345498,0.710178,5.181704
cuda,Speech2Text2ForCausalLM,256,11.214763,9.098356,4.665474,1.007932,7.242670,1.988323,0.984696,0.148944,1.335806,3.643613
cuda,T5ForConditionalGeneration,4,22.414583,18.781991,8.877457,2.913515,12.661555,5.359406,2.070253,0.359348,7.203186,6.839737
cuda,T5Small,4,22.714296,19.059385,9.033578,2.979726,12.776280,5.401274,2.073100,0.367336,7.078962,6.866760
cuda,TrOCRForCausalLM,32,19.137596,15.651811,7.288659,2.111305,10.593115,3.975942,2.098116,0.345781,1.339214,5.723893
cuda,XGLMForCausalLM,8,38.708063,32.096209,13.867876,5.033675,22.007552,10.512338,4.027667,1.078120,31.931288,13.428858
cuda,XLNetLMHeadModel,8,52.183853,43.768534,19.274350,7.350407,25.157917,14.589425,4.315383,1.071366,10.516945,14.022312
