dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,11.261568,9.704117,3.905917,1.709401,8.094504,3.348332,1.214876,0.150773,1.491978,5.978260
cuda,AlbertForQuestionAnswering,4,11.446950,9.867421,3.963974,1.701886,8.215257,3.334693,1.214128,0.147734,1.134648,6.033078
cuda,BartForCausalLM,4,16.232302,13.087141,6.311104,2.035380,9.420695,3.699088,1.605951,0.274091,1.461309,5.247001
cuda,BartForConditionalGeneration,2,41.389314,33.690279,16.697403,6.659266,21.216306,9.776689,4.015685,1.046871,1.250454,11.434750
cuda,BertForMaskedLM,16,16.044508,12.853642,5.845468,2.507963,8.310017,3.657952,1.666648,0.289768,2.343040,5.081710
cuda,BertForQuestionAnswering,16,16.295988,12.846643,5.901474,2.477698,8.432557,3.632929,1.661621,0.285102,1.664913,5.119542
cuda,BlenderbotForCausalLM,4,31.770066,25.068165,12.210096,4.442230,16.645371,7.558149,3.187670,0.681458,4.183222,9.078997
cuda,BlenderbotSmallForCausalLM,64,10.186211,8.209638,3.687203,1.517187,5.978561,2.550965,1.120463,0.175085,3.876338,2.001658
cuda,BlenderbotSmallForConditionalGeneration,64,26.591394,21.506007,10.091079,3.625857,14.098031,6.793846,2.707839,0.579463,1.877944,7.807489
cuda,CamemBert,16,16.377454,12.921466,5.943016,2.531959,8.323462,3.648215,1.672446,0.288832,1.002302,5.020182
cuda,DebertaForMaskedLM,4,26.092241,19.665315,10.305385,2.580215,13.747310,5.149886,2.263438,0.365177,2.303204,6.248300
cuda,DebertaForQuestionAnswering,8,26.022121,19.636854,10.933218,2.535358,14.407353,5.050273,2.865938,0.358493,2.730166,6.229788
cuda,DebertaV2ForMaskedLM,1,39.760809,26.952236,12.717595,3.574662,15.078848,5.384653,3.144413,0.631307,1.688308,6.302257
cuda,DebertaV2ForQuestionAnswering,2,39.992956,27.979671,13.292028,4.006193,16.415462,7.006519,3.696249,0.643986,0.503823,7.715088
cuda,DistilBertForMaskedLM,128,9.547229,8.152532,4.434541,1.287679,6.232913,2.125883,0.895175,0.131558,3.753407,3.142424
cuda,DistilBertForQuestionAnswering,256,9.708032,8.316955,4.342637,1.080533,6.317481,2.118144,0.899888,0.126392,2.928037,3.110476
cuda,DistillGPT2,16,10.076716,8.703904,5.269547,1.272068,7.152272,1.977023,0.882550,0.114250,2.164424,3.203398
cuda,ElectraForCausalLM,32,17.625484,14.394692,7.330406,2.289778,12.876160,3.791232,1.716840,0.299077,4.080781,8.164012
cuda,ElectraForQuestionAnswering,64,16.370009,13.119793,6.003900,2.527354,10.707613,3.714395,1.690792,0.292919,2.571491,7.338723
cuda,GPT2ForSequenceClassification,4,17.243536,14.336486,7.869066,2.165884,10.299561,4.437201,1.618754,0.251804,1.402003,4.696979
cuda,GoogleFnet,16,10.508228,8.816876,5.284788,1.213507,8.298754,2.080670,1.063490,0.129588,1.774425,4.299844
cuda,LayoutLMForMaskedLM,16,17.926363,14.427749,7.090517,2.178658,10.239813,4.018508,1.725801,0.293590,2.547129,5.436076
cuda,LayoutLMForSequenceClassification,16,18.191485,14.724052,7.452702,2.217145,12.043556,4.823063,1.990957,0.289721,6.907879,7.099157
cuda,M2M100ForConditionalGeneration,16,40.422520,32.054222,15.081544,5.099586,21.851711,10.153454,4.139130,0.787545,8.532902,12.135638
cuda,MBartForCausalLM,4,17.773538,14.623729,7.791763,2.088124,10.853848,3.762909,1.669209,0.279229,1.348440,5.252777
cuda,MBartForConditionalGeneration,2,41.105115,33.299060,16.017015,6.773972,20.523954,9.864215,4.144993,1.062014,0.550878,11.543628
cuda,MT5ForConditionalGeneration,16,27.960733,22.645338,10.144043,3.776088,14.141954,6.263497,2.411685,0.542135,20.532295,8.227057
cuda,MegatronBertForCausalLM,4,32.091864,25.621808,11.623909,4.771791,16.045227,8.542854,3.325002,0.726328,1.678764,9.668305
cuda,MegatronBertForQuestionAnswering,8,32.057520,25.527291,11.619329,4.717083,16.228232,8.487865,3.281230,0.736041,1.600133,9.804051
cuda,MobileBertForMaskedLM,64,35.537182,28.491671,7.506761,5.613030,20.151582,10.160577,4.744064,2.485806,3.736099,18.571696
cuda,MobileBertForQuestionAnswering,128,36.274238,29.049428,7.654624,5.669156,20.485317,10.179086,4.827312,2.558121,2.328517,18.816515
cuda,OPTForCausalLM,2,16.275259,13.520056,6.960375,2.042183,9.962045,4.515617,1.741076,0.277557,1.733111,5.140944
cuda,PLBartForCausalLM,8,9.762802,8.227238,4.547076,1.279224,6.650250,2.083835,0.891830,0.128020,1.212122,3.439278
cuda,PLBartForConditionalGeneration,4,21.026712,17.108968,7.980197,3.005035,12.061526,5.015032,2.207574,0.421220,1.725717,7.222100
cuda,PegasusForCausalLM,32,15.907158,12.907123,6.262384,2.245314,9.349618,3.646426,1.616727,0.273646,1.586937,5.434531
cuda,PegasusForConditionalGeneration,32,29.263931,25.774111,10.360184,3.904148,17.127649,8.449152,3.442597,0.708036,0.674660,10.885280
cuda,RobertaForCausalLM,16,16.841772,13.189375,6.093141,2.623440,8.333650,3.818749,1.731969,0.294911,1.380542,4.980093
cuda,RobertaForQuestionAnswering,16,16.545806,12.999480,5.929553,2.501377,8.137655,3.630513,1.667578,0.288033,0.644178,4.817624
cuda,Speech2Text2ForCausalLM,256,8.933208,7.243987,4.036224,0.927824,6.487827,1.864766,0.844329,0.126831,1.102867,3.431284
