dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,11.450024,9.883631,3.997683,1.670348,8.135940,3.289007,1.184824,0.144934,1.113661,1.091882,7.004017
cuda,BartForCausalLM,4,15.959183,12.816028,6.314626,2.047012,9.639215,3.907000,1.630055,0.280442,1.441242,1.498266,6.921525
cuda,BartForConditionalGeneration,2,41.487125,33.696270,16.646646,6.152344,21.199143,9.673941,4.017512,1.028809,0.826609,1.243207,11.803876
cuda,BertForMaskedLM,16,16.702181,13.386660,5.945409,2.300440,8.650333,3.879519,1.669362,0.286525,1.916507,2.076513,7.036665
cuda,BertForQuestionAnswering,16,16.145393,12.907067,5.911910,2.289121,8.570827,3.827016,1.654171,0.283047,1.512338,1.612577,6.571569
cuda,BlenderbotSmallForCausalLM,64,10.278508,8.293053,3.737169,1.498707,5.912086,2.257397,1.108005,0.172455,2.383782,6.129559,2.041086
cuda,BlenderbotSmallForConditionalGeneration,64,27.017139,21.843130,10.282125,3.331826,14.144807,6.725092,2.734254,0.574078,1.992277,1.839439,9.371404
cuda,CamemBert,16,16.082653,12.878763,5.902049,2.302233,8.557693,3.905659,1.670751,0.290486,0.804594,0.962381,5.874951
cuda,DebertaForMaskedLM,4,25.740840,19.121011,10.433934,2.634663,13.518405,4.661619,2.273155,0.366969,15.036828,2.362081,21.015256
cuda,DebertaForQuestionAnswering,8,25.964827,19.327307,10.625868,2.615052,13.648410,4.684743,2.272043,0.361542,17.013921,2.729277,22.913498
cuda,DebertaV2ForMaskedLM,1,39.102988,27.311413,13.365488,3.881966,15.236447,5.397923,2.871842,0.636557,33.798798,1.814730,39.980074
cuda,DistilBertForMaskedLM,128,9.301317,7.897856,4.108529,1.091228,5.906015,1.913984,0.896257,0.131237,1.519981,3.732234,4.466651
cuda,DistilBertForQuestionAnswering,256,9.554085,8.155644,4.345651,1.072073,6.298733,2.093091,0.889073,0.124665,0.907553,2.922314,3.988904
cuda,DistillGPT2,16,10.121460,8.727593,5.229898,1.090595,7.099338,1.954253,0.872337,0.112527,0.881876,2.177606,3.892841
cuda,ElectraForCausalLM,32,17.785735,14.545679,7.495991,2.286623,13.208991,4.039947,1.724349,0.290945,3.611026,3.832083,11.726639
cuda,ElectraForQuestionAnswering,64,16.301113,13.064697,6.014747,2.316611,10.954239,3.917484,1.681437,0.291947,2.356272,2.332909,9.725182
cuda,GPT2ForSequenceClassification,4,16.591358,13.761408,7.419187,2.170698,9.663515,3.672278,1.832419,0.251759,0.279715,1.426888,4.792004
cuda,GoogleFnet,16,10.221258,8.522702,5.002042,1.192474,7.832666,1.913419,0.856938,0.127023,3.808936,1.786423,7.911322
cuda,LayoutLMForMaskedLM,16,17.786599,14.313442,7.035700,2.183480,10.052448,3.974188,1.703080,0.294502,1.999766,2.540727,7.315110
cuda,LayoutLMForSequenceClassification,16,18.121194,14.621554,7.445963,2.195104,11.906936,4.796004,1.980122,0.291017,6.732200,7.289968,13.688425
cuda,M2M100ForConditionalGeneration,16,39.203197,31.377289,14.641895,5.123588,20.631341,8.943260,4.089903,0.788641,3.639990,8.544037,15.282748
cuda,MBartForCausalLM,4,17.483470,14.335408,7.720513,2.056655,10.764789,3.763547,1.664376,0.281994,1.368747,1.347434,6.576969
cuda,MBartForConditionalGeneration,2,40.909986,33.125873,15.868482,6.176855,20.556243,9.781856,4.112550,1.054379,0.834884,0.559507,11.976811
cuda,MT5ForConditionalGeneration,16,27.709018,22.760269,10.217356,3.419414,14.519346,6.574805,2.420135,0.526858,3.480424,21.001579,11.655033
cuda,MegatronBertForCausalLM,4,31.770047,25.267023,11.423008,4.428912,15.773520,8.366581,3.313286,0.732072,1.100677,1.650784,10.365750
cuda,MegatronBertForQuestionAnswering,8,31.754761,25.313254,11.498090,4.439181,16.003236,8.299282,3.295150,0.751662,1.579414,1.547070,11.010719
cuda,MobileBertForMaskedLM,64,35.362005,28.367669,7.546868,5.556935,20.317994,10.177691,4.774544,2.532593,2.959404,3.687912,21.616294
cuda,MobileBertForQuestionAnswering,128,35.856398,28.735100,7.611101,5.611741,20.450888,10.199033,4.801269,2.518742,2.668099,2.465728,21.451557
cuda,OPTForCausalLM,2,15.870301,13.119341,6.567629,2.017521,9.636887,4.247933,1.741363,0.277265,1.492055,1.906461,6.681738
cuda,PLBartForCausalLM,8,9.518843,7.979970,4.324665,1.083813,6.412552,1.858999,0.893804,0.128198,1.075166,1.254876,4.303297
cuda,PLBartForConditionalGeneration,4,21.037218,17.203294,8.041095,2.776465,12.040797,5.279226,2.226661,0.419593,1.646595,1.805938,8.567198
cuda,PegasusForCausalLM,32,15.800805,12.789577,6.165120,1.992343,9.531847,3.733013,1.649013,0.280512,1.662905,1.587525,7.129708
cuda,PegasusForConditionalGeneration,32,29.364631,25.836584,10.348306,3.972072,16.703900,8.105321,3.484764,0.722814,1.969453,0.673441,12.524503
cuda,RobertaForCausalLM,16,16.319985,13.104181,6.054772,2.316512,8.531701,3.968593,1.714808,0.293091,0.858735,1.335347,5.765128
cuda,RobertaForQuestionAnswering,16,16.230248,13.013546,5.935863,2.291270,8.336833,3.883732,1.669411,0.285220,0.541831,0.616725,5.348288
cuda,Speech2Text2ForCausalLM,256,9.144881,7.404740,4.108659,0.946352,6.409415,1.696483,0.843562,0.126121,1.285942,1.102321,4.588200
cuda,T5ForConditionalGeneration,4,19.776007,16.345196,7.693972,2.284289,10.871174,4.687854,1.760696,0.333821,2.048937,6.793166,7.640453
cuda,T5Small,4,19.654515,16.227013,7.655560,2.253135,10.817809,4.653030,1.741685,0.334143,2.091834,6.812138,7.635444
cuda,XGLMForCausalLM,8,33.402973,27.557848,13.479272,4.707061,19.090081,9.106789,3.434699,0.800268,3.975141,21.928813,14.523470
cuda,XLNetLMHeadModel,8,46.379955,39.327163,18.501218,7.339779,23.749503,14.013523,3.842605,0.923541,10.444273,12.902328
cuda,YituTechConvBert,16,24.086179,19.476963,8.969331,3.883466,14.115846,6.134409,2.468294,0.491716,5.887528,8.875335,15.087719
