dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.213943,3.742021,2.420434,8.472766,3.161481,1.130856,0.162386,2.115361,9.557922,1.468245
cuda,AlbertForQuestionAnswering,4,2.241233,3.548830,2.375437,8.400946,3.161726,1.118603,0.157811,1.726206,9.044541,1.060762
cuda,BartForCausalLM,4,2.316344,6.221412,2.887240,9.533802,3.793954,1.375767,0.279726,1.314073,1.375664,7.619248
cuda,BartForConditionalGeneration,2,6.227362,15.103050,8.833819,21.641945,10.464630,3.568402,1.134787,3.515546,2.798424,19.168089
cuda,BertForMaskedLM,64,2.874353,5.384787,3.340335,8.231258,3.703644,1.489636,0.316272,2.728777,9.029333,2.271232
cuda,BertForQuestionAnswering,128,2.842930,5.390987,3.244887,8.214261,3.622107,1.474484,0.312668,1.783686,7.962788,1.320163
cuda,BlenderbotSmallForCausalLM,64,1.519655,3.800787,1.840579,6.350884,2.416294,0.982089,0.171278,2.630832,7.091668,2.256631
cuda,BlenderbotSmallForConditionalGeneration,64,4.211892,9.291341,5.348322,14.361260,6.777509,2.516620,0.624501,3.376199,3.029717,13.977174
cuda,CamemBert,1,2.813555,4.974194,2.980569,7.497679,3.347174,1.302128,0.291402,1.089940,6.703264,0.635421
cuda,DebertaForMaskedLM,4,6.715695,15.340055,3.686230,19.159966,4.591394,2.174541,0.340498,21.009227,0.923790,28.773120
cuda,DebertaForQuestionAnswering,8,6.943187,15.376400,3.675822,19.172817,4.585701,2.175796,0.337638,22.931264,1.763670,30.668623
cuda,DistilBertForMaskedLM,64,1.184791,3.107754,1.523472,5.130489,1.740872,0.777663,0.132034,2.573187,6.177314,2.273327
cuda,DistilBertForQuestionAnswering,64,1.219274,3.122009,1.460091,5.099741,1.732427,0.781060,0.126166,2.236247,5.731986,1.896413
cuda,DistillGPT2,1,1.241194,3.015930,1.031109,4.817327,1.326823,0.668696,0.111244,3.841526,6.722788,3.577015
cuda,ElectraForCausalLM,32,2.986860,7.068918,3.332669,10.876322,3.468874,1.986467,0.315548,4.545496,3.754672,11.801876
cuda,ElectraForQuestionAnswering,64,2.949417,5.389885,3.280647,8.273664,3.710900,1.488329,0.315040,2.514448,8.790969,2.035729
cuda,GPT2ForSequenceClassification,4,2.528135,4.960893,2.429054,7.406680,3.034921,1.331298,0.250334,1.690635,6.661124,1.386977
cuda,LayoutLMForMaskedLM,16,3.246202,5.456349,3.130770,8.665892,3.744671,1.816372,0.316266,2.640053,9.097662,2.162477
cuda,LayoutLMForSequenceClassification,16,3.203097,7.531927,3.041568,12.608278,4.399634,2.037569,0.308219,7.264364,15.731666,6.710050
cuda,M2M100ForConditionalGeneration,8,6.471408,19.239664,6.369994,30.150544,9.536151,3.632465,0.905780,7.780968,18.806212,25.325205
cuda,MBartForCausalLM,32,2.270984,6.770819,3.079780,10.480247,4.027193,1.486429,0.308966,1.298294,1.287848,8.193314
