dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.598179,3.342019,2.107277,7.633506,3.121236,1.000114,0.144801,6.476069,1.479594
cuda,AlbertForQuestionAnswering,4,1.630659,3.371044,2.032227,7.814008,3.070099,0.994609,0.143183,6.550628,1.063258
cuda,BartForCausalLM,4,1.684483,6.390857,2.416694,9.188543,3.170847,1.508123,0.227880,1.173128,5.299481
cuda,BartForConditionalGeneration,2,4.581280,15.862522,8.111828,20.601357,9.503118,2.974299,0.874270,2.425655,13.097206
cuda,BertForMaskedLM,64,2.310298,6.742359,2.524290,9.650593,3.618751,1.247055,0.253262,5.524303,2.112328
cuda,BertForQuestionAnswering,128,2.236789,6.544039,2.436207,9.838625,3.431976,1.222281,0.248683,5.819025,1.290415
cuda,BigBird,1,9.831528,9.361385,1.270152,12.943716,2.533298,0.946687,0.195242,4.951137,0.395334
cuda,BlenderbotSmallForCausalLM,64,1.134851,3.371715,1.771795,5.818998,2.014977,0.847847,0.149514,4.278831,2.072825
cuda,BlenderbotSmallForConditionalGeneration,64,3.081670,9.252726,4.600616,13.342188,5.700716,2.105454,0.511781,2.781012,8.836310
cuda,CamemBert,1,2.220101,6.212086,2.211581,8.452428,3.229185,1.062394,0.240176,4.545215,0.569092
cuda,DebertaForMaskedLM,4,6.859087,16.295213,2.844584,19.547765,4.470533,1.965900,0.309240,0.831670,6.301600
cuda,DebertaForQuestionAnswering,8,6.915803,16.347532,2.827905,20.046760,4.433423,1.807892,0.309832,1.789736,6.728226
cuda,DistilBertForMaskedLM,64,0.880511,3.465249,1.263148,5.780608,1.772004,0.656672,0.112592,3.624483,2.106570
cuda,DistilBertForQuestionAnswering,64,0.865744,3.359260,1.191427,5.473941,1.720292,0.645846,0.116482,3.352550,1.738752
cuda,DistillGPT2,1,1.049962,2.866565,0.846801,4.691153,1.195349,0.785238,0.098231,2.712430,3.478280
cuda,ElectraForCausalLM,32,2.352006,8.988982,2.510717,13.003566,3.645615,1.308599,0.258265,3.504493,6.619750
cuda,ElectraForQuestionAnswering,64,2.334426,6.595026,2.454091,9.546619,3.466863,1.241560,0.256013,5.496256,1.945579
cuda,GPT2ForSequenceClassification,4,2.050575,4.462399,2.513264,6.502399,2.447374,1.148286,0.213556,4.634975,1.031416
cuda,GoogleFnet,1,1.224473,7.014404,1.219298,9.755451,1.862371,0.725772,0.116425,4.022264,0.626365
cuda,LayoutLMForMaskedLM,16,2.621559,6.778325,2.522559,9.487946,3.631901,1.259582,0.255544,5.323012,2.077820
cuda,LayoutLMForSequenceClassification,16,2.870255,6.787626,2.536531,10.831462,4.379760,1.514166,0.260064,6.671001,6.831196
cuda,M2M100ForConditionalGeneration,8,4.784796,12.903770,7.116284,20.192937,7.354090,3.043915,0.746148,16.003557,14.625936
cuda,MBartForCausalLM,32,1.705525,7.867918,2.503280,10.993224,3.670792,1.255437,0.246465,1.048046,5.713910
cuda,MBartForConditionalGeneration,16,4.746513,14.946594,7.924356,20.998587,9.997696,3.280322,0.996159,1.720117,14.878101
cuda,MT5ForConditionalGeneration,8,4.741451,7.228680,5.101926,11.515131,4.927839,1.807604,0.477100,9.550984,6.045529
cuda,MegatronBertForCausalLM,16,4.543639,10.474532,6.432738,13.793788,6.824544,3.071276,0.665729,9.935810,2.554400
cuda,MegatronBertForQuestionAnswering,16,4.414973,9.892893,6.164059,13.169248,6.487024,2.380158,0.640900,9.628983,2.332492
cuda,MobileBertForMaskedLM,32,10.822716,7.585210,9.794444,17.921954,9.278528,3.733000,1.882156,20.520212,5.125382
cuda,MobileBertForQuestionAnswering,64,10.711526,7.553823,9.552982,17.532218,9.108592,3.678835,1.816994,19.871135,3.494770
cuda,OPTForCausalLM,32,1.768678,5.864740,2.670047,8.728870,3.169150,1.302977,0.237869,1.313111,5.616155
cuda,PLBartForCausalLM,32,0.931985,4.649191,1.278464,6.920104,1.898544,0.690828,0.110920,1.275309,3.595191
cuda,PLBartForConditionalGeneration,16,2.434712,8.117842,3.427634,12.158699,5.105185,1.765344,0.371237,3.474928,7.820761
cuda,PegasusForCausalLM,32,1.984328,7.184005,2.426008,10.724376,3.577786,1.253655,0.244721,1.336736,6.053348
cuda,PegasusForConditionalGeneration,16,4.818588,12.978197,5.970167,18.953660,7.720236,3.702493,0.708664,2.265604,12.163961
cuda,RobertaForCausalLM,64,2.380032,6.988328,2.564221,9.645465,3.739166,1.279527,0.261200,1.373756,5.312476
cuda,RobertaForQuestionAnswering,128,2.313015,6.706733,2.490411,9.325260,3.512962,1.245583,0.254140,5.200871,0.483334
cuda,Speech2Text2ForCausalLM,128,1.147311,4.817345,1.147640,7.841797,1.440263,0.654071,0.108165,1.300355,4.216462
cuda,T5ForConditionalGeneration,4,3.198457,6.827997,2.713278,12.584071,3.730437,1.784404,0.298213,6.367612,9.174762
cuda,T5Small,1,3.263205,6.250984,2.605769,8.836252,2.753341,1.086873,0.270953,7.717504,5.526551
cuda,TrOCRForCausalLM,32,1.694279,6.304991,2.478033,9.452958,3.582369,1.226442,0.240589,1.188246,5.712153
cuda,XGLMForCausalLM,8,3.816430,17.019672,6.661153,22.005869,8.802105,2.523860,0.663596,25.617886,11.860383
cuda,YituTechConvBert,1,3.292151,8.842903,4.071317,13.926222,4.255917,1.638598,0.432759,10.042001,9.290520
