dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,21.610374,18.748047,15.459340,8.537834,2.543534,13.709598,2.988783,1.585140,0.153275,6.640786,10.424562
cuda,AlbertForQuestionAnswering,4,21.335414,18.777540,15.430133,8.538653,2.506166,13.617807,2.983809,1.571917,0.147241,3.267365,10.278851
cuda,BartForCausalLM,4,27.187034,21.399560,17.629439,10.271515,2.023815,14.878495,3.861606,2.009307,0.303617,2.530987,9.596343
cuda,BartForConditionalGeneration,2,57.815066,45.207782,41.380905,22.133891,5.185517,25.432216,10.166531,5.032256,1.293808,0.431120,16.682071
cuda,BertForMaskedLM,16,27.255225,21.705253,18.500922,10.916254,2.403119,14.368035,3.874199,2.080995,0.320941,2.960208,8.974212
cuda,BertForQuestionAnswering,16,28.467327,22.944997,18.704479,11.063384,2.089415,15.058213,4.118418,2.029618,0.305273,2.633610,9.210151
cuda,BlenderbotForCausalLM,4,43.393193,31.956002,28.824820,14.227815,4.455405,20.298236,7.954497,4.156674,0.931634,8.178564,16.488089
cuda,BlenderbotSmallForCausalLM,64,19.231695,15.288546,11.212680,6.251443,1.366650,9.957970,2.281124,1.364707,0.172619,3.368245,7.367549
cuda,BlenderbotSmallForConditionalGeneration,64,40.329553,32.068974,27.848624,15.245513,3.547635,18.849416,6.638377,3.381966,0.677244,2.267105,12.234095
cuda,CamemBert,16,26.898310,21.349492,18.084219,10.438997,2.416615,13.420398,3.866344,2.053149,0.306747,1.673092,8.545966
cuda,DebertaForMaskedLM,4,37.982395,30.806580,26.726556,19.270882,2.232597,28.629504,4.788833,2.360456,0.290988,3.288583,15.146305
cuda,DebertaForQuestionAnswering,8,35.476621,28.186894,24.955897,17.559775,2.234561,26.812436,4.513196,2.589556,0.289310,4.201216,14.826148
cuda,DebertaV2ForMaskedLM,1,52.567685,36.831283,33.535588,19.112921,3.565206,26.570159,5.632774,3.619003,0.555183,1.438753,17.653625
