dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.643352,3.137175,1.879292,6.751807,2.398318,0.965992,0.136219,5.796587,1.071638
cuda,AlbertForQuestionAnswering,4,1.638094,2.936258,1.831456,7.016728,2.346969,0.947713,0.131412,5.993550,0.554446
cuda,BartForCausalLM,4,1.651296,6.062736,1.784478,8.324430,2.785548,1.065364,0.200624,2.271319,4.127674
cuda,BartForConditionalGeneration,2,4.617012,13.872421,4.586029,18.440419,7.387253,3.266438,0.766956,1.860750,9.372103
cuda,BertForMaskedLM,64,2.236338,6.329801,1.867498,8.541742,3.291568,1.176341,0.234022,4.166935,2.585840
cuda,BertForQuestionAnswering,128,2.292363,6.268039,1.829202,8.622694,3.257222,1.176148,0.230316,4.272873,1.378536
cuda,BigBird,1,9.822967,5.408228,1.507929,9.158105,1.939507,0.916736,0.183513,5.356256,0.542716
cuda,BlenderbotSmallForCausalLM,64,1.179715,4.652251,1.268976,6.847698,2.057912,0.797159,0.134854,3.523473,4.326850
cuda,BlenderbotSmallForConditionalGeneration,64,3.132455,7.879429,2.755279,11.858896,5.325305,1.960096,0.453593,3.629478,6.882864
cuda,CamemBert,1,2.220082,6.055377,1.605310,8.165024,3.067430,1.071530,0.226958,3.804852,0.987508
cuda,DebertaForMaskedLM,4,6.056467,12.938434,2.770089,16.588905,4.907935,1.803692,0.306907,1.248587,6.620726
cuda,DebertaForQuestionAnswering,8,6.053326,12.924523,2.667456,16.895203,4.882824,1.785025,0.298883,3.289731,6.838205
cuda,DistilBertForMaskedLM,64,0.880250,3.256613,1.241441,4.645035,1.669556,0.627990,0.106102,2.677425,2.554107
cuda,DistilBertForQuestionAnswering,64,0.893970,3.287905,1.223267,4.723171,1.633074,0.641407,0.103514,2.712060,2.044180
cuda,DistillGPT2,1,1.035315,2.741044,0.768019,4.483366,1.369941,0.562203,0.093544,2.551086,7.569873
cuda,ElectraForCausalLM,32,2.264903,8.405877,2.196169,11.556339,2.754932,1.207718,0.233320,4.450176,5.441086
cuda,ElectraForQuestionAnswering,64,2.247029,6.186395,1.819175,8.415694,3.211697,1.163369,0.235443,4.135487,2.556338
cuda,GPT2ForSequenceClassification,4,2.155638,4.360398,1.659634,6.713366,2.392524,1.393652,0.201116,4.091644,1.859824
cuda,GoogleFnet,1,1.344724,4.922901,0.934654,8.100294,1.594034,0.688669,0.112494,4.168645,1.055407
cuda,LayoutLMForMaskedLM,16,2.625624,6.291130,2.482882,7.948668,2.728977,1.192544,0.238568,4.233496,2.464210
cuda,LayoutLMForSequenceClassification,16,2.596686,6.237358,2.116644,9.722410,3.645226,1.384760,0.233524,5.691868,13.315748
cuda,M2M100ForConditionalGeneration,8,4.126409,10.852048,3.653122,16.303718,5.672654,2.514886,0.501895,21.722747,9.296164
cuda,MBartForCausalLM,32,1.710760,7.475925,1.849853,10.338324,2.926173,1.492531,0.219941,2.038120,4.794386
cuda,MBartForConditionalGeneration,16,4.678357,13.918976,4.688276,19.080523,8.175400,2.955078,0.861134,0.560865,10.070085
cuda,MT5ForConditionalGeneration,8,4.652958,6.464803,2.841286,9.846659,3.812675,2.139379,0.433880,6.384697,8.402673
cuda,MegatronBertForCausalLM,16,4.496701,8.672781,3.942891,11.867028,6.296456,2.313759,0.605201,7.314076,2.321641
cuda,MegatronBertForQuestionAnswering,16,4.525081,8.481521,3.470763,11.648109,6.183102,2.279438,0.600091,7.185694,1.734055
cuda,MobileBertForMaskedLM,32,10.743438,6.406199,3.858968,15.922889,7.875322,3.536973,1.761532,13.677671,4.151497
cuda,MobileBertForQuestionAnswering,64,10.665499,6.334432,3.783296,15.780481,7.867143,3.542570,1.708026,13.533252,2.593573
cuda,OPTForCausalLM,32,1.788513,4.772799,1.581657,7.650813,3.141966,1.235182,0.220469,4.538605,1.859523
cuda,PLBartForCausalLM,32,0.888060,4.649287,1.069448,6.673905,1.728822,0.641638,0.101870,2.574614,3.308579
cuda,PLBartForConditionalGeneration,16,2.500584,7.590517,2.361096,11.580837,4.458987,1.610765,0.333551,4.572135,6.467638
cuda,PegasusForCausalLM,32,1.975769,6.674458,1.810711,9.562108,2.840820,1.165944,0.220940,2.689724,4.783407
cuda,PegasusForConditionalGeneration,16,4.582908,12.042301,4.117929,17.290399,7.731870,2.944740,0.633908,2.001505,9.582197
cuda,RobertaForCausalLM,64,2.324138,6.481364,1.905103,8.546224,3.356449,1.209914,0.233354,0.790129,4.058698
cuda,RobertaForQuestionAnswering,128,2.250572,6.256114,1.817737,8.390218,3.198144,1.159218,0.233846,4.038332
cuda,Speech2Text2ForCausalLM,128,1.141849,4.982328,0.794991,7.768417,1.407734,0.603688,0.094843,2.643093,3.624019
cuda,T5ForConditionalGeneration,4,3.155012,6.573904,1.900717,9.702328,3.419377,1.246139,0.276416,7.226662,5.140318
cuda,T5Small,1,3.249839,6.277094,1.573321,9.300295,3.189591,1.127597,0.274300,13.451516,4.707752
cuda,TrOCRForCausalLM,32,1.695767,6.066004,1.819316,8.903657,2.906157,1.481460,0.216056,2.187456,4.742999
cuda,XGLMForCausalLM,8,3.723257,16.096213,3.729209,20.955760,7.823482,2.303758,0.579357,48.930602,9.214817
cuda,YituTechConvBert,1,3.340961,8.789289,3.087478,12.988496,3.576105,2.025951,0.385406,22.304066,7.422677
