dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.247683,3.818207,2.366831,8.225002,2.764243,1.148296,0.147404,6.863455,0.817868
cuda,AlbertForQuestionAnswering,4,2.382935,3.786596,2.165651,8.226372,2.755257,1.133955,0.140534,6.887508,0.434848
cuda,BartForCausalLM,4,2.333123,6.449841,2.419848,9.599375,3.600348,1.408160,0.264497,2.310563,5.669639
cuda,BartForConditionalGeneration,2,6.423765,13.791496,6.204498,20.413333,9.304858,3.494980,1.031592,1.108642,13.085054
cuda,BertForMaskedLM,16,2.878571,5.347611,2.965968,7.717989,3.323141,1.547717,0.299527,5.447834,1.419622
cuda,BertForQuestionAnswering,16,2.898980,5.302366,2.899642,7.509157,3.255247,1.524153,0.288233,5.216039,0.994916
cuda,BlenderbotForCausalLM,4,4.767812,9.064778,5.872363,15.446263,7.670805,3.014503,0.823588,12.459387,3.734253
cuda,BlenderbotSmallForCausalLM,64,1.543797,3.850039,1.610892,6.526418,2.672124,1.036432,0.170951,4.355736,2.485522
cuda,BlenderbotSmallForConditionalGeneration,64,4.272021,8.748791,4.167093,13.070040,5.790066,2.516389,0.590122,1.818135,8.662205
cuda,CamemBert,16,2.910833,5.412498,2.692394,7.699846,3.314613,1.539199,0.291967,5.386371,0.335555
cuda,DebertaForMaskedLM,4,6.996377,15.609861,3.571504,19.941304,5.951284,2.377253,0.336217,0.940668,8.131753
cuda,DebertaForQuestionAnswering,8,6.687278,15.317039,3.280857,19.856864,5.951538,2.358158,0.333125,1.807759,8.046872
cuda,DebertaV2ForMaskedLM,1,12.506553,18.166309,4.505574,24.501773,7.311952,3.167762,0.601913,1.497139,11.209817
cuda,DebertaV2ForQuestionAnswering,2,11.722737,18.212294,5.344573,24.492324,7.939935,4.176284,0.591748,0.545630,11.999900
cuda,DistilBertForMaskedLM,128,1.203818,3.266919,1.515816,5.119080,1.807226,0.845050,0.123179,3.425119,1.143115
cuda,DistilBertForQuestionAnswering,256,1.213628,3.233931,1.458978,5.230534,1.805340,0.852257,0.119891,3.512321,0.551132
cuda,DistillGPT2,16,1.268371,4.082996,1.072193,6.390226,1.915787,1.034304,0.112071,2.356511,3.425261
cuda,ElectraForCausalLM,32,2.964190,7.226233,2.658882,11.077459,4.064925,1.608729,0.290076,2.547003,6.619802
cuda,ElectraForQuestionAnswering,64,2.922183,5.358894,2.591573,7.625330,3.267277,1.516649,0.290779,5.271184,1.308652
cuda,GPT2ForSequenceClassification,4,2.502568,4.955873,2.084934,7.911992,3.465111,1.411775,0.251385,5.131578,1.238729
cuda,LayoutLMForMaskedLM,16,3.278394,5.476863,2.462044,8.442516,3.992595,1.557040,0.297268,5.537102,1.423482
cuda,LayoutLMForSequenceClassification,16,3.223043,5.535501,2.387904,9.513461,4.579826,1.765744,0.289403,6.696269,5.879056
cuda,M2M100ForConditionalGeneration,16,6.584114,13.183488,4.696295,23.132790,9.542991,4.117183,0.871975,12.136401,14.895038
cuda,MBartForCausalLM,4,2.343290,6.844605,2.523265,10.222073,3.733553,1.461956,0.280823,2.134956,6.005464
cuda,MBartForConditionalGeneration,2,6.802056,12.639582,6.389520,20.054753,9.652057,3.644413,1.127529,0.557483,14.076462
cuda,MT5ForConditionalGeneration,16,5.201799,9.829769,3.697101,16.413341,6.802062,2.225767,0.506663,19.631163,10.463142
cuda,MegatronBertForCausalLM,4,5.728937,9.731014,5.578698,15.198882,7.919720,3.058589,0.872063,11.266927,0.412947
cuda,MegatronBertForQuestionAnswering,8,5.777051,9.521137,4.969113,14.870719,7.313346,2.971912,0.843459,11.019237,0.496688
cuda,MobileBertForMaskedLM,64,14.558146,11.000489,6.413190,25.804342,13.010163,6.929811,2.872708,21.579717,1.693206
cuda,MobileBertForQuestionAnswering,128,13.771941,10.301313,6.974158,26.250866,13.429773,6.705795,3.183259,24.031153,1.009361
cuda,OPTForCausalLM,2,2.379739,5.876127,1.971446,9.437799,3.864959,1.574039,0.272022,2.315478,5.622621
cuda,PLBartForCausalLM,8,1.207661,4.677387,1.459652,6.789221,1.721160,0.795598,0.116011,1.464449,3.793795
cuda,PLBartForConditionalGeneration,4,3.639502,7.768524,3.492897,12.224328,4.279608,2.007172,0.404012,2.629298,8.082970
cuda,PegasusForCausalLM,32,2.568914,6.785258,2.534868,10.756012,3.787086,1.540303,0.299221,2.374145,6.609458
cuda,PegasusForConditionalGeneration,32,6.288761,12.548347,7.391459,19.655480,8.129784,3.793897,0.844875,0.649340,14.763426
cuda,Reformer,16,2.279376,8.610081,0.935851,9.253154,1.222971,0.762919,0.053833,1.609658,1.622739
cuda,RobertaForCausalLM,16,2.905461,6.099389,3.000098,8.207962,3.389471,1.569965,0.299684,0.701694,5.219246
cuda,RobertaForQuestionAnswering,16,2.929468,5.392192,2.936177,7.272625,3.268402,1.531748,0.288273,4.924362
cuda,Speech2Text2ForCausalLM,256,1.450264,5.371376,0.873977,7.994744,1.713239,0.750423,0.114138,1.323504,3.545823
cuda,T5ForConditionalGeneration,4,3.828549,7.529062,2.293164,11.779001,4.749667,1.634813,0.310017,6.282128,6.670456
cuda,T5Small,4,3.539001,7.515760,2.253080,11.723382,4.676894,1.612196,0.310318,6.329788,6.582510
cuda,TrOCRForCausalLM,32,2.284584,6.391475,2.452669,10.262297,3.988403,1.560869,0.287015,1.299011,6.429880
cuda,XGLMForCausalLM,8,5.131398,12.219031,5.836946,18.689953,8.072116,3.080683,0.807739,31.777480,13.084595
cuda,XLNetLMHeadModel,8,6.707890,93.557084,5.764169,100.223732,10.694625,83.601500,0.897596,8.056929,13.138421
