dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,28.554299,26.175025,23.616404,16.127480,7.900182,25.334547,3.396337,1.623123,0.163976,3.132118,7.070606,20.405221
cuda,AlbertForQuestionAnswering,4,27.015145,24.635527,21.997212,14.490221,7.695371,22.373737,3.353039,1.584070,0.166174,1.112181,3.604442,16.859093
cuda,BartForCausalLM,4,31.675683,27.117097,24.439680,15.877740,7.706819,21.077024,4.177062,2.476521,0.247582,4.525773,2.829276,17.682006
cuda,BartForConditionalGeneration,2,66.014401,53.842277,51.085186,27.930005,21.246197,29.815428,11.757435,5.915395,1.450891,0.970620,0.445006,24.705956
cuda,BertForMaskedLM,16,33.602208,28.305222,25.427019,16.123434,7.890039,22.676053,5.221309,2.402663,0.344565,0.580720,6.730886,15.261297
cuda,BertForQuestionAnswering,16,33.311595,27.943423,25.014634,15.583316,7.819616,20.165606,5.238607,2.368181,0.341727,0.233670,6.396612,12.874538
cuda,BlenderbotSmallForCausalLM,64,24.922324,21.745712,18.591371,12.720736,5.374317,19.462646,2.784349,1.694694,0.166777,4.124497,2.959112,16.410656
cuda,BlenderbotSmallForConditionalGeneration,64,45.817513,38.214496,35.504764,19.558170,13.574219,22.462541,8.025351,3.956029,0.766014,1.715642,2.296422,18.590334
cuda,CamemBert,16,33.741476,28.366083,25.414506,15.915822,7.942780,20.214707,5.250949,2.399066,0.347723,0.595726,5.470435,13.078827
cuda,DebertaForMaskedLM,4,36.958378,30.408582,27.722350,19.695037,6.897633,26.701379,4.664646,2.544605,0.321475,16.351538,2.806565,30.585774
cuda,DebertaForQuestionAnswering,8,37.305683,30.808668,27.971490,19.968964,6.753587,27.948767,4.589114,2.493491,0.313833,18.036609,3.805841,33.098822
cuda,DebertaV2ForMaskedLM,1,61.111372,46.539305,43.621984,27.478964,14.529161,31.765895,6.574203,4.172687,0.632154,38.320656,1.386022,57.802555
cuda,DebertaV2ForQuestionAnswering,2,56.234664,41.670241,38.803054,22.539578,14.830770,26.855017,7.635886,4.729965,0.645602,39.317289,59.141440
cuda,DistilBertForMaskedLM,128,20.254495,18.089581,15.321856,10.368764,4.628742,13.565643,2.277354,1.273108,0.147053,3.659242,9.071120,11.607891
cuda,DistilBertForQuestionAnswering,256,20.203615,18.055588,15.296133,10.329697,4.423827,14.194034,2.528788,1.274487,0.141214,3.843352,10.660585,12.253930
cuda,DistillGPT2,16,18.055960,16.005991,13.280877,9.110643,4.144604,12.621351,2.149095,1.155369,0.132141,1.011963,2.351994,8.776318
cuda,ElectraForCausalLM,32,39.141830,33.626816,30.932817,21.411865,8.230432,33.373199,5.376652,2.446583,0.345312,2.475106,14.495246,22.909416
cuda,ElectraForQuestionAnswering,64,33.614867,28.288807,25.584452,16.113154,8.054771,24.351799,5.274979,2.404001,0.350962,0.223804,6.936235,16.754891
cuda,GPT2ForSequenceClassification,4,27.775385,23.705665,21.032145,12.814646,7.037399,15.372955,4.268982,2.122328,0.309687,0.469249,2.297607,10.273386
cuda,LayoutLMForMaskedLM,16,35.886591,30.550112,27.790302,18.231175,8.074022,24.131409,4.911040,2.758158,0.349371,3.083308,6.751096,17.510717
cuda,LayoutLMForSequenceClassification,16,35.274264,30.040101,27.290756,18.043993,8.013000,24.876963,4.791196,2.723546,0.347412,5.776394,9.208573,21.067329
