dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,AlbertForMaskedLM,4,1.1685,1.1942,0.0
cuda,AlbertForQuestionAnswering,4,1.1691,1.1988,0.0
cuda,AllenaiLongformerBase,1,1.1697,1.047,0.0
cuda,BartForCausalLM,8,1.0044,1.0018,0.0
cuda,BartForConditionalGeneration,2,0.998,1.0006,0.0
cuda,BertForMaskedLM,64,1.053,0.9668,0.9443
cuda,BertForQuestionAnswering,64,1.0715,1.0108,1.0051
cuda,BigBird,1,0.9827,0.8596,0.0
cuda,BlenderbotSmallForCausalLM,64,1.016,0.9261,0.0
cuda,BlenderbotSmallForConditionalGeneration,64,1.0201,0.9439,0.0
cuda,CamemBert,1,1.0804,1.4039,2.5091
cuda,DebertaForMaskedLM,16,0.0,1.0929,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.2024,0.0
cuda,DebertaV2ForMaskedLM,0,0.0,0.0,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9977,0.9854,0.0
cuda,DistilBertForMaskedLM,32,1.0065,0.9646,0.0
cuda,DistilBertForQuestionAnswering,32,1.0074,1.0307,0.0
cuda,DistillGPT2,1,1.2614,1.5512,0.0
cuda,ElectraForCausalLM,32,1.1431,1.0059,0.0
cuda,ElectraForQuestionAnswering,64,1.271,1.2008,1.1609
cuda,GPT2ForSequenceClassification,4,1.6077,1.307,0.0
cuda,GPTNeoForCausalLM,0,0.0,0.0,0.0
cuda,GPTNeoForSequenceClassification,0,0.0,0.0,0.0
cuda,GoogleFnet,1,1.124,1.1901,0.0
cuda,LayoutLMForMaskedLM,16,1.1449,1.0589,1.0652
cuda,LayoutLMForSequenceClassification,16,1.1863,1.1259,1.1519
cuda,M2M100ForConditionalGeneration,4,1.0042,0.9574,0.0
cuda,MBartForCausalLM,16,1.0098,0.9673,0.0
cuda,MBartForConditionalGeneration,8,1.0096,0.9997,0.0
cuda,MT5ForConditionalGeneration,4,1.0227,1.3527,0.0
cuda,MegatronBertForCausalLM,8,1.1357,1.0665,0.0
cuda,MegatronBertForQuestionAnswering,8,1.1495,1.093,1.0779
cuda,MobileBertForMaskedLM,16,1.1767,1.1409,0.0
cuda,MobileBertForQuestionAnswering,32,1.236,1.1749,0.0
cuda,OPTForCausalLM,16,1.0879,1.0044,0.0
cuda,PLBartForCausalLM,16,1.0092,0.9724,0.0
cuda,PLBartForConditionalGeneration,8,1.0102,1.0024,0.0
cuda,PegasusForCausalLM,16,1.0089,0.9562,0.0
cuda,PegasusForConditionalGeneration,8,1.0075,0.9712,0.0
cuda,RobertaForCausalLM,64,1.0507,0.9701,0.0
cuda,RobertaForQuestionAnswering,64,1.0733,1.0125,1.0108
cuda,Speech2Text2ForCausalLM,64,1.0289,1.1639,1.1826
cuda,T5ForConditionalGeneration,4,0.0,0.9747,0.0
cuda,T5Small,1,0.0,1.4846,0.0
cuda,TrOCRForCausalLM,16,1.0044,0.9801,0.0
cuda,XGLMForCausalLM,4,1.0037,0.0,0.0
cuda,XLNetLMHeadModel,8,1.1133,1.0886,0.0
cuda,YituTechConvBert,1,1.0824,1.3808,0.0
