dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,4,1.1685
cuda,AlbertForQuestionAnswering,4,1.1691
cuda,AllenaiLongformerBase,1,1.1697
cuda,BartForCausalLM,8,1.0044
cuda,BartForConditionalGeneration,2,0.9980
cuda,BertForMaskedLM,64,1.0530
cuda,BertForQuestionAnswering,64,1.0715
cuda,BigBird,1,0.9827
cuda,BlenderbotSmallForCausalLM,64,1.0160
cuda,BlenderbotSmallForConditionalGeneration,64,1.0201
cuda,CamemBert,1,1.0804
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,4,0.9977
cuda,DistilBertForMaskedLM,32,1.0065
cuda,DistilBertForQuestionAnswering,32,1.0074
cuda,DistillGPT2,1,1.2614
cuda,ElectraForCausalLM,32,1.1431
cuda,ElectraForQuestionAnswering,64,1.2710
cuda,GPT2ForSequenceClassification,4,1.6077
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,1.1240
cuda,LayoutLMForMaskedLM,16,1.1449
cuda,LayoutLMForSequenceClassification,16,1.1863
cuda,M2M100ForConditionalGeneration,4,1.0042
cuda,MBartForCausalLM,16,1.0098
cuda,MBartForConditionalGeneration,8,1.0096
cuda,MT5ForConditionalGeneration,4,1.0227
cuda,MegatronBertForCausalLM,8,1.1357
cuda,MegatronBertForQuestionAnswering,8,1.1495
cuda,MobileBertForMaskedLM,16,1.1767
cuda,MobileBertForQuestionAnswering,32,1.2360
cuda,OPTForCausalLM,16,1.0879
cuda,PLBartForCausalLM,16,1.0092
cuda,PLBartForConditionalGeneration,8,1.0102
cuda,PegasusForCausalLM,16,1.0089
cuda,PegasusForConditionalGeneration,8,1.0075
cuda,RobertaForCausalLM,64,1.0507
cuda,RobertaForQuestionAnswering,64,1.0733
cuda,Speech2Text2ForCausalLM,64,1.0289
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,16,1.0044
cuda,XGLMForCausalLM,4,1.0037
cuda,XLNetLMHeadModel,8,1.1133
cuda,YituTechConvBert,1,1.0824
