dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2559,306.5402,39.8059,1.2096
cuda,AlbertForQuestionAnswering,4,1.2589,304.5203,33.7140,1.2434
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,1.1643,105.8154,32.5331,0.9141
cuda,BartForConditionalGeneration,2,1.1107,133.6745,53.6159,0.9794
cuda,BertForMaskedLM,16,1.1848,113.6457,38.1270,0.9848
cuda,BertForQuestionAnswering,16,1.2539,88.7484,37.3708,1.0462
cuda,BlenderbotForCausalLM,4,1.0558,93.3326,52.3562,0.9928
cuda,BlenderbotSmallForCausalLM,64,1.0495,61.4998,30.4163,0.8426
cuda,BlenderbotSmallForConditionalGeneration,64,1.0898,109.6870,40.8523,0.9055
cuda,CamemBert,16,1.1856,114.6343,35.3768,0.9820
cuda,DebertaForMaskedLM,4,0.9097,65.8084,39.9269,1.0107
cuda,DebertaForQuestionAnswering,8,1.0652,77.3762,40.5848,1.1413
cuda,DebertaV2ForMaskedLM,1,0.6925,128.4092,48.3804,0.9879
cuda,DebertaV2ForQuestionAnswering,2,0.7907,133.7614,45.7219,0.9759
cuda,DistilBertForMaskedLM,128,1.0561,115.8831,28.0181,0.8955
cuda,DistilBertForQuestionAnswering,256,1.1392,127.0010,30.0954,1.0349
cuda,DistillGPT2,16,1.4198,84.7177,20.7179,0.9667
cuda,ElectraForCausalLM,32,1.4264,74.2490,54.7587,0.9090
cuda,ElectraForQuestionAnswering,64,1.4103,88.5977,43.2458,1.0554
cuda,GPT2ForSequenceClassification,4,1.6567,62.2117,28.3697,1.1472
cuda,GoogleFnet,16,1.5525,65.5150,29.6521,1.1410
cuda,LayoutLMForMaskedLM,16,1.2005,114.0868,42.3598,0.9833
cuda,LayoutLMForSequenceClassification,16,1.2782,88.8871,44.8949,1.0464
cuda,M2M100ForConditionalGeneration,16,1.1173,103.7192,85.0380,0.8903
cuda,MBartForCausalLM,4,1.1638,105.8889,33.7576,0.9142
cuda,MBartForConditionalGeneration,2,1.1095,134.2794,54.6970,0.9794
cuda,MT5ForConditionalGeneration,16,1.4174,61.7131,129.4089,0.9117
cuda,MegatronBertForCausalLM,4,1.1517,88.2411,62.4198,1.0257
cuda,MegatronBertForQuestionAnswering,8,1.1993,143.7081,60.6377,1.0459
cuda,MobileBertForMaskedLM,64,1.2522,111.7149,122.1695,0.8782
cuda,MobileBertForQuestionAnswering,128,1.3113,118.8936,117.8167,0.5584
cuda,OPTForCausalLM,2,1.7250,98.5895,30.3921,1.0940
cuda,PLBartForCausalLM,8,1.2742,93.3632,26.2971,0.9244
cuda,PLBartForConditionalGeneration,4,1.2480,97.4152,43.4482,0.9919
cuda,PegasusForCausalLM,32,1.0424,82.4027,31.4239,0.8902
cuda,PegasusForConditionalGeneration,32,1.0454,164.7284,54.3287,0.9645
cuda,RobertaForCausalLM,16,1.2579,113.3346,37.1260,0.9847
cuda,RobertaForQuestionAnswering,16,1.2576,88.4673,33.9658,1.0462
cuda,Speech2Text2ForCausalLM,256,1.1669,54.8302,25.8562,0.8187
cuda,T5ForConditionalGeneration,4,1.2438,84.0037,50.4070,1.0871
cuda,T5Small,4,1.2448,84.0196,50.0779,1.0871
cuda,TrOCRForCausalLM,32,1.0660,157.0810,33.4359,0.8833
cuda,XGLMForCausalLM,8,1.0749,79.7280,53.6070,0.9132
cuda,XLNetLMHeadModel,8,1.5477,243.6611,71.8567,1.0732
cuda,YituTechConvBert,16,1.2093,128.1999,63.4216,0.9434
