dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.642545,3.276374,1.607886,7.415961,2.914906,0.968109,0.137937,1.406425,7.231808,0.875084
cuda,AlbertForQuestionAnswering,4,1.665459,3.233178,1.583569,7.425105,2.602637,0.961658,0.132374,1.067757,6.921482,0.524593
cuda,BartForCausalLM,4,1.686287,6.055425,1.798314,8.346038,2.764656,1.075524,0.203693,1.357507,1.391597,5.537695
cuda,BartForConditionalGeneration,2,4.597746,13.190329,4.460911,17.834908,7.242282,2.699045,0.765630,0.962708,1.176368,10.291194
cuda,BertForMaskedLM,64,2.266333,6.374373,1.854665,8.300407,2.925659,1.185407,0.236410,2.015184,5.888134,1.475913
cuda,BertForQuestionAnswering,128,2.323414,6.168101,1.855859,8.293930,2.898939,1.194098,0.236025,1.411412,5.487987,0.786983
cuda,BigBird,1,9.775151,5.480695,1.243199,9.178489,1.973115,0.933413,0.186354,7.841043,12.891356,0.394237
cuda,BlenderbotSmallForCausalLM,64,1.211403,3.422644,1.330834,5.679871,1.828896,0.804184,0.139398,2.797935,6.452280,2.285943
cuda,BlenderbotSmallForConditionalGeneration,64,3.105645,7.983222,3.052175,11.546733,4.883884,1.950831,0.458220,2.036937,1.924038,8.804923
cuda,CamemBert,1,2.271305,6.123994,1.596613,7.926230,2.635700,1.073746,0.226317,0.940958,4.429820,0.581646
cuda,DebertaForMaskedLM,4,6.470072,13.333648,2.872071,16.545869,3.898963,1.849752,0.309051,19.790153,0.832421,26.107263
cuda,DebertaForQuestionAnswering,8,6.489391,12.865115,2.806181,16.509092,3.854946,1.837203,0.308753,19.721594,1.776083,26.402284
cuda,DistilBertForMaskedLM,64,0.864967,3.367273,1.067828,4.761767,1.631855,0.620949,0.105333,1.819438,4.329777,1.486896
cuda,DistilBertForQuestionAnswering,64,0.897021,3.319717,1.014921,4.746418,1.595646,0.617953,0.103977,1.393522,3.881863,1.056801
cuda,DistillGPT2,1,1.029704,2.791490,0.737199,4.646785,1.403924,0.578055,0.099198,3.897432,6.535648,3.625578
cuda,ElectraForCausalLM,32,2.262729,8.483940,1.859159,11.710122,2.949252,1.221856,0.234666,3.384212,2.605979,8.565023
cuda,ElectraForQuestionAnswering,64,2.254806,6.187586,1.837485,8.110841,2.852468,1.179291,0.235785,1.874874,5.728987,1.314593
cuda,GPT2ForSequenceClassification,4,2.047519,4.290722,1.870707,6.475170,2.376092,1.132358,0.205269,1.355612,5.493356,0.988199
cuda,GoogleFnet,1,1.213543,4.876337,0.966339,8.194186,1.432178,0.701349,0.115147,5.200077,9.549901,0.629947
cuda,LayoutLMForMaskedLM,16,2.660325,6.420849,1.919719,8.417470,3.021032,1.215921,0.238851,2.047138,6.059234,1.408432
cuda,LayoutLMForSequenceClassification,16,2.649956,6.276219,1.839087,9.783481,3.597515,1.402420,0.234307,7.344757,12.784024,6.881604
cuda,M2M100ForConditionalGeneration,8,4.645518,11.927076,3.416634,18.497468,6.614034,2.654647,0.622814,4.357663,14.641923,14.554286
cuda,MBartForCausalLM,32,1.683404,7.573761,1.846438,10.161056,2.899613,1.178997,0.215939,1.373001,1.281503,5.894667
cuda,MBartForConditionalGeneration,16,4.581440,12.347963,4.218037,17.737080,7.892724,2.944266,0.854738,0.938917,0.482280,10.772805
cuda,MT5ForConditionalGeneration,8,4.664032,6.415131,2.905599,11.042933,5.032284,1.671646,0.432666,4.311594,12.011015,3.875050
cuda,MegatronBertForCausalLM,16,4.434204,8.563113,3.883046,11.748897,5.756832,2.333796,0.606236,2.067872,9.314770,1.330678
cuda,MegatronBertForQuestionAnswering,16,4.446070,8.417146,3.820325,11.493231,5.635730,2.641325,0.606807,1.667967,8.744944,0.917450
cuda,MobileBertForMaskedLM,32,10.520722,5.999815,4.273108,14.910634,6.988494,3.527659,1.697685,3.357662,16.854589,2.281918
cuda,MobileBertForQuestionAnswering,64,10.565746,6.010768,4.185257,14.834643,6.960197,3.528662,1.685327,2.608029,15.931306,1.331080
cuda,OPTForCausalLM,32,1.742472,4.668223,1.756344,7.321763,2.845980,1.233780,0.219166,1.454881,5.945656,1.030858
cuda,PLBartForCausalLM,32,0.897631,4.609664,1.091072,6.662953,1.710888,0.650799,0.100873,1.263646,1.587322,4.456235
cuda,PLBartForConditionalGeneration,16,2.289556,7.400197,2.356676,11.073077,4.360620,1.607294,0.340899,2.334113,2.629922,8.709417
