dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2297,113.4743,0.7324
cuda,AlbertForQuestionAnswering,4,1.2305,109.4800,0.7394
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,4,0.9957,101.8442,0.9998
cuda,BartForConditionalGeneration,2,0.4513,329.3429,0.9759
cuda,BertForMaskedLM,64,0.9654,108.1399,0.9904
cuda,BertForQuestionAnswering,128,1.0253,103.8848,1.2359
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9074,62.3930,0.9020
cuda,BlenderbotSmallForConditionalGeneration,64,0.9446,200.3353,1.0067
cuda,CamemBert,1,0.7390,101.9501,0.8613
cuda,DebertaForMaskedLM,4,0.6426,80.4053,0.9719
cuda,DebertaForQuestionAnswering,8,0.8056,79.0327,1.1591
cuda,DistilBertForMaskedLM,64,0.6327,48.8701,0.8880
cuda,DistilBertForQuestionAnswering,64,0.5195,45.1509,1.1317
cuda,DistillGPT2,0,0.0000
cuda,ElectraForCausalLM,32,1.0350,102.5381,0.8440
cuda,ElectraForQuestionAnswering,64,1.2366,102.1465,1.1607
cuda,GPT2ForSequenceClassification,4,0.7099,84.5624,1.1727
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,1.0816,106.3746,0.9929
cuda,LayoutLMForSequenceClassification,16,1.1456,101.1574,1.1087
cuda,M2M100ForConditionalGeneration,8,0.7983,317.6287,1.0078
cuda,MBartForCausalLM,0,0.0000
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,8,0.9986,140.9568,0.9335
cuda,MegatronBertForCausalLM,16,0.8059,250.4064,0.9984
cuda,MegatronBertForQuestionAnswering,16,0.7641,249.5424,0.9908
cuda,MobileBertForMaskedLM,0,0.0000
cuda,MobileBertForQuestionAnswering,0,0.0000
cuda,OPTForCausalLM,32,0.4562,93.3834,0.9159
cuda,PLBartForCausalLM,32,0.9104,49.1263,0.9443
cuda,PLBartForConditionalGeneration,16,0.8246,140.0065,1.0146
cuda,PegasusForCausalLM,32,0.9455,103.9942,0.9963
cuda,PegasusForConditionalGeneration,16,0.8939,355.5235,1.0877
cuda,RobertaForCausalLM,64,0.9740,106.5220,0.9890
cuda,RobertaForQuestionAnswering,128,1.0271,101.7783,1.2359
cuda,Speech2Text2ForCausalLM,128,0.9237,44.0811,0.9080
cuda,T5ForConditionalGeneration,4,1.1521,90.2675,0.9720
cuda,T5Small,1,0.9759,90.8521,0.9118
cuda,TrOCRForCausalLM,32,0.9471,97.1349,0.9997
cuda,XGLMForCausalLM,8,0.3184,245.2264,0.9742
cuda,YituTechConvBert,1,0.7564,137.8478,0.8984
