dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,10.823989,8.595207,3.430636,1.760176,7.697596,2.986116,1.024948,0.134624,1.119697,7.226262,0.513217
cuda,BartForCausalLM,4,13.113890,10.551460,5.480689,1.895481,8.505889,2.533071,1.158758,0.222299,1.358397,1.488717,6.363435
cuda,BartForConditionalGeneration,2,33.815336,27.210612,13.513130,4.628501,18.875825,7.878398,2.868799,0.815069,0.967177,1.136779,11.180128
cuda,BertForMaskedLM,16,14.169271,11.148342,5.623789,1.783062,8.309294,2.897450,1.258814,0.244191,1.986543,6.545986,1.435145
cuda,BertForQuestionAnswering,16,14.570203,11.477801,5.743984,1.801678,8.475936,2.963196,1.272882,0.245340,1.462384,6.087441,0.994924
cuda,BlenderbotSmallForCausalLM,64,8.787535,7.117770,3.342394,1.369250,5.513747,1.848383,0.856223,0.147491,2.440044,6.041970,2.029736
cuda,BlenderbotSmallForConditionalGeneration,64,21.687837,17.145315,7.877421,2.921458,12.194986,5.351978,2.097067,0.495484,2.052317,1.857573,9.438473
cuda,CamemBert,16,14.811885,11.740481,6.023345,1.849339,8.681313,2.957643,1.534346,0.249680,0.898459,5.498558,0.337898
cuda,DistilBertForMaskedLM,128,7.153165,5.909172,2.906410,0.975680,4.945902,1.470294,0.682784,0.110731,1.672551,4.738014,1.190551
cuda,DistilBertForQuestionAnswering,256,7.258324,6.001037,3.049309,0.936869,4.987073,1.625685,0.661055,0.104843,0.927895,3.848616,0.577663
cuda,DistillGPT2,16,8.855444,7.407210,4.592674,1.019233,6.404084,1.637188,0.666725,0.096196,2.065243,2.676907,4.939240
cuda,ElectraForCausalLM,32,17.049183,13.905255,8.196064,1.843373,11.792465,2.880944,1.627081,0.250322,3.168053,2.584452,8.888587
cuda,ElectraForQuestionAnswering,64,14.610154,11.485728,5.710097,1.798768,8.445195,3.001440,1.259107,0.250503,1.901615,6.535963,1.219254
cuda,GPT2ForSequenceClassification,4,13.404429,10.161493,4.726349,2.192923,7.007371,2.571852,1.486162,0.220256,1.302561,5.861034,1.028008
cuda,GoogleFnet,16,14.432156,12.597170,9.825928,1.119772,12.978294,1.585811,0.662058,0.107338,4.126226,1.753479,8.475884
cuda,LayoutLMForMaskedLM,16,14.916116,11.604189,5.914552,1.840228,8.651278,3.232668,1.274093,0.250581,1.989870,6.660026,1.438758
cuda,LayoutLMForSequenceClassification,16,15.560076,12.068713,6.163221,1.883377,10.570856,4.007544,1.506703,0.252055,6.362898,12.746818,5.814453
cuda,M2M100ForConditionalGeneration,16,33.293305,26.562482,13.046221,4.387072,20.090785,7.562853,3.203074,0.693604,4.368471,8.694324,16.020207
cuda,MBartForCausalLM,4,14.863305,12.247553,7.024555,1.943328,9.912122,2.549961,1.154702,0.217197,1.326555,1.316857,6.242950
cuda,MBartForConditionalGeneration,2,33.213176,26.612733,12.603404,4.615628,17.866404,7.916256,2.912346,0.824951,0.978543,0.481200,11.082801
cuda,MT5ForConditionalGeneration,16,26.041377,19.650502,8.836992,3.330720,14.191126,6.009137,1.952377,0.464780,4.163810,20.563509,13.031354
cuda,MegatronBertForCausalLM,4,24.667452,18.814902,7.825461,3.740803,11.763803,5.666371,2.434228,0.635468,1.144295,9.000987,0.381406
cuda,MegatronBertForQuestionAnswering,8,24.616447,18.688681,7.726915,3.688519,11.562302,5.890398,2.376300,0.649866,1.421711,9.125281,0.564394
cuda,MobileBertForMaskedLM,64,39.099491,25.613866,7.196883,5.166800,17.536201,8.945256,3.733174,1.965191,2.997535,18.819727,1.742882
cuda,MobileBertForQuestionAnswering,128,39.610072,26.030460,7.361318,5.736125,19.079327,9.410538,4.337294,2.384657,2.709899,20.495085,1.003144
cuda,OPTForCausalLM,2,14.244715,11.551628,6.184295,2.052353,9.100035,3.134156,1.359178,0.239700,1.500527,1.736930,6.553688
