dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.700802,8.531832,3.429500,1.815439,7.484584,3.076058,1.046117,0.141901,5.947305,0.919631
cuda,AlbertForQuestionAnswering,4,10.651629,8.495481,3.400322,1.749607,7.761853,2.981529,1.030109,0.132988,6.188985,0.541441
cuda,AllenaiLongformerBase,4,103.451123,92.887278,77.068430,7.597972,82.676731,61.019930,4.616938,0.408492,0.671343,13.516237
cuda,BartForCausalLM,4,13.382080,10.727278,5.494381,2.141700,8.121044,2.526344,1.143982,0.221521,1.418406,4.851451
cuda,BartForConditionalGeneration,2,34.516124,27.816106,13.738981,4.655863,19.146689,7.980038,2.896278,0.825393,1.102856,10.780257
cuda,BertForMaskedLM,16,14.159054,11.159374,5.564915,1.810127,7.973645,2.636028,1.249239,0.242250,4.577163,1.747661
cuda,BertForQuestionAnswering,16,14.222217,11.194627,5.615470,1.781281,8.260222,2.655211,1.249005,0.242634,4.784440,1.025589
cuda,BlenderbotForCausalLM,4,24.905442,19.904458,9.481727,3.917497,14.164429,5.612175,2.395458,0.588885,4.182982,8.759233
cuda,BlenderbotSmallForCausalLM,64,8.546289,6.885601,3.266287,1.331194,5.685453,2.058830,0.847850,0.142621,3.807031,2.063997
cuda,BlenderbotSmallForConditionalGeneration,64,21.404822,17.008069,7.913319,3.253343,12.258290,5.352905,2.133402,0.505861,1.859717,7.743103
cuda,CamemBert,16,14.629517,11.572940,5.914041,1.798259,8.597722,2.645465,1.799816,0.243980,4.569903,0.378411
cuda,DebertaForMaskedLM,4,31.873916,23.755022,16.455692,2.536007,20.223432,4.744693,1.910337,0.325724,0.832066,6.509313
cuda,DebertaForQuestionAnswering,8,32.113158,24.040664,15.981550,2.537532,19.703332,4.238870,1.925196,0.314948,1.790040,6.473244
cuda,DebertaV2ForMaskedLM,1,43.109801,30.632051,18.705464,2.875052,22.601657,4.605609,2.594463,0.535467,1.516282,7.090548
cuda,DebertaV2ForQuestionAnswering,2,42.429785,30.274220,18.211142,3.365613,22.679239,5.463601,2.971437,0.538613,0.507106,8.400706
cuda,DistilBertForMaskedLM,128,7.143981,5.898374,2.924812,0.949957,4.692383,1.423751,0.658823,0.107460,2.976346,1.193127
cuda,DistilBertForQuestionAnswering,256,7.410292,6.143236,3.147036,0.941996,5.038227,1.638188,0.663551,0.104886,2.877244,0.594548
cuda,DistillGPT2,16,9.034278,7.557672,4.672521,1.047267,6.504066,1.660265,0.689002,0.097262,2.678242,2.923527
cuda,ElectraForCausalLM,32,16.686271,13.595972,8.083786,1.770723,12.095879,3.263719,1.275666,0.241524,2.608392,6.050300
cuda,ElectraForQuestionAnswering,64,14.437177,11.409670,5.731575,2.166703,8.258604,2.736056,1.280395,0.250048,4.785157,1.330724
cuda,GPT2ForSequenceClassification,4,12.718868,9.668797,4.605495,2.127378,6.537591,2.486171,1.176731,0.214848,4.401699,1.014121
cuda,GoogleFnet,16,15.003955,13.148405,10.136568,1.108733,13.587073,1.874017,0.660215,0.109192,1.758645,4.621497
cuda,LayoutLMForMaskedLM,16,15.310506,11.907259,6.077859,1.862612,8.880637,3.321033,1.306621,0.251408,4.757379,1.422428
cuda,LayoutLMForSequenceClassification,16,14.992390,11.616261,5.970515,1.794210,10.318301,3.918016,1.474746,0.242840,6.231609,6.344042
cuda,M2M100ForConditionalGeneration,16,33.879262,26.839049,13.159408,4.227343,21.024281,8.564622,3.327535,0.728044,9.293597,12.310312
cuda,MBartForCausalLM,4,14.767993,12.164925,6.973530,2.153361,9.584023,2.561944,1.158790,0.216231,1.317396,4.845997
cuda,MBartForConditionalGeneration,2,32.663821,26.089412,12.339659,4.565857,17.595448,7.835258,2.897959,0.836037,0.473161,10.470817
cuda,MT5ForConditionalGeneration,16,24.605984,18.548626,8.504116,3.544042,13.819779,5.848743,1.916654,0.463508,20.525996,9.029268
cuda,MegatronBertForCausalLM,4,25.362863,19.265353,7.916702,4.222555,12.366678,6.177597,2.505812,0.645960,8.848026,0.415153
cuda,MegatronBertForQuestionAnswering,8,25.085678,19.040015,7.844359,4.127195,11.772759,5.982368,2.411549,0.651313,8.226915,0.618999
cuda,MobileBertForMaskedLM,64,39.374452,25.738227,7.259958,5.273598,17.560920,8.926705,3.750992,1.950463,15.892275,1.747720
cuda,MobileBertForQuestionAnswering,128,39.896734,26.189056,7.386369,5.768333,18.698955,9.250352,4.212168,2.300056,17.387071,1.028406
cuda,OPTForCausalLM,2,13.484271,10.795711,5.792324,2.215485,8.409425,3.041448,1.314353,0.234557,1.666934,4.912261
cuda,PLBartForCausalLM,8,8.407780,7.077625,4.092544,0.962517,6.399568,1.526174,0.688017,0.107388,1.185942,3.526508
cuda,PLBartForConditionalGeneration,4,17.859678,14.292951,7.076567,3.018631,10.826536,3.963956,1.734517,0.356093,1.665053,6.884807
cuda,PegasusForCausalLM,32,14.113009,11.428590,6.254803,2.352490,9.561427,2.694866,1.277003,0.240676,1.584982,5.748770
cuda,PegasusForConditionalGeneration,32,31.175160,24.839329,11.112384,4.163407,16.657813,6.869384,3.048569,0.653177,1.056784,9.921583
cuda,RobertaForCausalLM,16,14.632366,11.616983,6.130555,2.310867,8.363246,2.827150,1.317463,0.260455,0.762548,4.633767
cuda,RobertaForQuestionAnswering,16,14.640683,11.547425,5.807222,1.827016,8.481552,2.736423,1.568818,0.246290,4.869250
cuda,Speech2Text2ForCausalLM,256,9.200902,7.630800,4.965987,0.804410,7.922565,1.468979,0.607364,0.098181,1.101712,3.805953
cuda,T5ForConditionalGeneration,4,18.276326,14.133228,6.969556,2.401204,12.957798,3.881123,1.841646,0.288007,5.823766,8.976849
cuda,T5Small,4,18.596935,14.447242,7.181341,2.505512,12.933244,3.928533,1.803670,0.287201,5.688077,8.731801
cuda,TrOCRForCausalLM,32,13.556072,10.933664,5.700238,2.248935,8.726819,2.708544,1.279021,0.251055,1.044643,5.361970
cuda,XGLMForCausalLM,8,28.729242,23.513059,12.178319,4.037139,17.858638,7.396077,2.502472,0.652717,21.963418,10.305804
cuda,XLNetLMHeadModel,8,127.953388,120.437189,102.568362,7.515942,106.448783,90.417789,2.878342,0.778251,7.958919,11.704006
cuda,YituTechConvBert,16,21.472550,17.050083,8.593285,3.359464,13.624975,4.469726,1.850983,0.417714,8.894159,8.530804
