dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,AlbertForMaskedLM,4,1.1661,1.2144,0.0
cuda,AlbertForQuestionAnswering,4,1.1691,1.2201,0.0
cuda,AllenaiLongformerBase,1,1.1685,1.0451,0.0
cuda,BartForCausalLM,8,1.0038,1.0022,0.0
cuda,BartForConditionalGeneration,2,0.9975,1.0003,1.116
cuda,BertForMaskedLM,64,1.0548,0.9744,1.037
cuda,BertForQuestionAnswering,64,1.0716,1.0166,1.1135
cuda,BigBird,1,0.9824,0.8712,0.0
cuda,BlenderbotSmallForCausalLM,64,1.0154,0.9281,0.9721
cuda,BlenderbotSmallForConditionalGeneration,64,1.0189,0.9472,1.0021
cuda,CamemBert,1,1.0941,1.4308,2.2823
cuda,DebertaForMaskedLM,16,0.0,1.0932,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.2019,0.0
cuda,DebertaV2ForMaskedLM,0,0.0,0.0,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9979,0.9853,0.0
cuda,DistilBertForMaskedLM,32,1.0062,1.0509,1.1357
cuda,DistilBertForQuestionAnswering,32,1.0077,1.1833,1.2873
cuda,DistillGPT2,1,1.2593,1.4746,0.0
cuda,ElectraForCausalLM,32,1.1424,1.0054,0.0
cuda,ElectraForQuestionAnswering,64,1.2704,1.2046,1.288
cuda,GPT2ForSequenceClassification,4,1.5595,1.5792,0.0
cuda,GPTNeoForCausalLM,0,0.0,0.0,0.0
cuda,GPTNeoForSequenceClassification,0,0.0,0.0,0.0
cuda,GoogleFnet,1,1.1415,1.1768,0.0
cuda,LayoutLMForMaskedLM,16,1.1443,1.064,1.1667
cuda,LayoutLMForSequenceClassification,16,1.1855,1.1308,1.2687
cuda,M2M100ForConditionalGeneration,4,1.0116,0.955,0.0
cuda,MBartForCausalLM,16,1.0096,0.9703,0.0
cuda,MBartForConditionalGeneration,8,1.0099,1.0002,0.0
cuda,MT5ForConditionalGeneration,4,1.0254,1.3707,0.0
cuda,MegatronBertForCausalLM,8,1.1354,1.0698,0.0
cuda,MegatronBertForQuestionAnswering,8,1.1489,1.097,1.1456
cuda,MobileBertForMaskedLM,16,1.1786,1.1337,1.0308
cuda,MobileBertForQuestionAnswering,32,1.2358,1.169,0.8815
cuda,OPTForCausalLM,16,1.0885,1.0061,0.0
cuda,PLBartForCausalLM,16,1.0087,0.9723,1.096
cuda,PLBartForConditionalGeneration,8,1.0093,1.0005,1.0815
cuda,PegasusForCausalLM,16,1.0083,0.9566,0.0
cuda,PegasusForConditionalGeneration,8,1.0084,0.9709,0.0
cuda,RobertaForCausalLM,64,1.0504,0.9701,0.0
cuda,RobertaForQuestionAnswering,64,1.072,1.012,1.1217
cuda,Speech2Text2ForCausalLM,64,1.029,1.1658,1.3103
cuda,T5ForConditionalGeneration,4,0.0,0.9796,0.0
cuda,T5Small,1,0.0,1.4765,0.0
cuda,TrOCRForCausalLM,16,1.005,0.9822,0.9976
cuda,XGLMForCausalLM,4,1.0009,0.0,0.0
cuda,XLNetLMHeadModel,8,1.1146,1.0909,0.0
cuda,YituTechConvBert,1,1.0959,1.3797,3.3347
