dev,name,batch_size,speedup
cuda,BERT_pytorch,16,1.7853
cuda,Background_Matting,4,1.1655
cuda,LearningToPaint,96,1.2683
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.0662
cuda,attention_is_all_you_need_pytorch,0,0.0000
cuda,dcgan,32,1.7467
cuda,demucs,0,0.0000
cuda,densenet121,4,4.3943
cuda,detectron2_maskrcnn,0,0.0000
cuda,dlrm,0,0.0000
cuda,drq,1,2.4841
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,1.5594
cuda,hf_Bart,4,1.0679
cuda,hf_Bert,4,1.1678
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,1.1042
cuda,hf_GPT2,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,0,0.0000
cuda,maml,0,0.0000
cuda,maml_omniglot,1,2.7582
cuda,mnasnet1_0,0,0.0000
cuda,mobilenet_v2,96,1.3720
cuda,mobilenet_v2_quantized_qat,0,0.0000
cuda,mobilenet_v3_large,0,0.0000
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.7438
cuda,opacus_cifar10,0,0.0000
cuda,pyhpc_equation_of_state,0,0.0000
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,0,0.0000
cuda,pytorch_CycleGAN_and_pix2pix,1,1.9106
cuda,pytorch_stargan,16,1.2402
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,1.3526
cuda,resnet18,16,1.9333
cuda,resnet50,32,1.2860
cuda,resnet50_quantized_qat,0,0.0000
cuda,resnext50_32x4d,8,2.0144
cuda,shufflenet_v2_x1_0,128,1.6061
cuda,soft_actor_critic,256,1.4008
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,1.6809
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,0,0.0000
cuda,timm_nfnet,0,0.0000
cuda,timm_regnet,32,1.6507
cuda,timm_resnest,32,1.5608
cuda,timm_vision_transformer,8,2.4487
cuda,timm_vovnet,32,1.0113
cuda,tts_angular,0,0.0000
cuda,vgg16,64,1.1292
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,0,0.0000
