dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,0.9978,5.4353,5.3755
cuda,AlbertForQuestionAnswering,2,0.9996,5.3950,5.1793
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9727,4.8539,4.0283
cuda,BartForConditionalGeneration,1,0.8530,14.2358,4.5903
cuda,BertForMaskedLM,64,0.9556,5.3302,6.3720
cuda,BertForQuestionAnswering,64,0.9765,5.3168,4.2065
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9249,3.4085,5.9348
cuda,BlenderbotSmallForConditionalGeneration,32,0.8911,9.2708,4.1973
cuda,CamemBert,1,0.9031,5.5456,1.2669
cuda,DebertaForMaskedLM,4,0.7377,10.7128,3.2931
cuda,DebertaForQuestionAnswering,4,0.7370,10.6428,2.3081
cuda,DistilBertForMaskedLM,16,0.8925,2.8024,1.3454
cuda,DistilBertForQuestionAnswering,32,0.8939,2.8175,1.3554
cuda,DistillGPT2,1,0.9054,2.6218,1.0821
cuda,ElectraForCausalLM,1,0.9196,5.1773,0.3374
cuda,ElectraForQuestionAnswering,64,0.9852,5.5012,8.0128
cuda,GPT2ForSequenceClassification,4,0.9723,5.3216,6.8930
cuda,LayoutLMForMaskedLM,16,0.9650,6.0022,8.6504
cuda,LayoutLMForSequenceClassification,16,0.9810,5.9009,6.6426
cuda,M2M100ForConditionalGeneration,2,0.8730,13.1755,3.9421
cuda,MBartForCausalLM,16,0.9681,5.1872,3.3278
cuda,MBartForConditionalGeneration,8,0.8404,14.3860,3.5375
cuda,MT5ForConditionalGeneration,2,0.7873,14.3818,2.5518
cuda,MegatronBertForCausalLM,2,0.9108,10.7546,2.6929
cuda,MegatronBertForQuestionAnswering,8,0.9091,11.3145,3.1190
cuda,MobileBertForMaskedLM,16,0.8764,26.5314,1.4688
cuda,MobileBertForQuestionAnswering,32,0.8806,26.4979,1.4701
cuda,OPTForCausalLM,4,0.8586,5.5442,1.3238
cuda,PLBartForCausalLM,16,0.9625,2.6688,1.9036
cuda,PLBartForConditionalGeneration,8,0.8337,7.7021,1.6452
cuda,PegasusForCausalLM,8,0.8432,5.1537,2.1051
cuda,PegasusForConditionalGeneration,4,0.8279,13.5281,3.3082
cuda,RobertaForCausalLM,4,0.9051,5.3235,1.1029
cuda,RobertaForQuestionAnswering,64,0.9782,5.7159,4.2066
cuda,Speech2Text2ForCausalLM,64,0.8465,2.6756,1.4127
cuda,T5ForConditionalGeneration,4,0.9283,10.5486,7.7142
cuda,T5Small,1,0.7931,10.9241,2.0416
cuda,TrOCRForCausalLM,8,0.8943,4.8434,2.4299
cuda,XGLMForCausalLM,1,0.8398,10.1797,4.6106
cuda,XLNetLMHeadModel,4,0.9674,19.8497,7.2231
cuda,YituTechConvBert,1,0.9065,8.8276,1.1620
