dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,1.2919,25.7399,0.9567
cuda,AlbertForQuestionAnswering,2,1.2950,15.2434,0.9674
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.1080,26.6824,0.9329
cuda,BartForConditionalGeneration,1,1.1087,46.0636,0.9819
cuda,BertForMaskedLM,64,1.0410,30.7106,0.9220
cuda,BertForQuestionAnswering,64,1.0714,16.3605,1.0032
cuda,BigBird,1,0.9716,23.9995,1.0115
cuda,BlenderbotSmallForCausalLM,64,1.0391,21.2607,0.8452
cuda,BlenderbotSmallForConditionalGeneration,32,1.0999,46.6959,0.9130
cuda,CamemBert,1,1.3157,20.0012,0.8656
cuda,DebertaForMaskedLM,4,1.0529,54.5502,1.0346
cuda,DebertaForQuestionAnswering,4,1.0466,26.7377,1.1300
cuda,DistilBertForMaskedLM,16,1.0853,19.3193,0.9137
cuda,DistilBertForQuestionAnswering,32,1.1077,28.5283,0.9481
cuda,DistillGPT2,1,1.4396,32.4988,0.9300
cuda,ElectraForCausalLM,1,1.2880,20.3670,0.7024
cuda,ElectraForQuestionAnswering,64,1.3409,30.3021,1.0025
cuda,GPT2ForSequenceClassification,4,1.6428,29.4466,1.0911
cuda,GoogleFnet,1,0.9328,13.2948,0.9366
cuda,LayoutLMForMaskedLM,16,1.1736,29.6613,0.9409
cuda,LayoutLMForSequenceClassification,16,1.2360,45.1752,0.9827
cuda,M2M100ForConditionalGeneration,2,1.3445,78.3477,1.0050
cuda,MBartForCausalLM,16,1.0141,36.0993,0.9194
cuda,MBartForConditionalGeneration,8,1.1866,62.8985,0.9416
cuda,MT5ForConditionalGeneration,2,1.7847,104.1550,0.5416
cuda,MegatronBertForCausalLM,2,1.2953,62.8671,0.7066
cuda,MegatronBertForQuestionAnswering,8,1.2086,54.1915,0.9230
cuda,MobileBertForMaskedLM,16,1.2572,92.6544,0.8035
cuda,MobileBertForQuestionAnswering,32,1.2589,78.1561,0.6097
cuda,OPTForCausalLM,4,1.3587,32.2822,0.8980
cuda,PLBartForCausalLM,16,1.0841,22.3645,0.9030
cuda,PLBartForConditionalGeneration,8,1.2468,66.5782,0.9331
cuda,PegasusForCausalLM,8,1.1282,37.3648,0.9625
cuda,PegasusForConditionalGeneration,4,1.2286,67.8360,0.9769
cuda,RobertaForCausalLM,4,1.2846,53.6744,0.8927
cuda,RobertaForQuestionAnswering,64,1.0745,16.5112,1.0032
cuda,Speech2Text2ForCausalLM,64,1.1447,21.9017,0.8890
cuda,T5ForConditionalGeneration,4,1.4351,56.6793,1.1049
cuda,T5Small,1,1.0504,52.4961,1.0758
cuda,TrOCRForCausalLM,8,1.1511,30.9952,0.9625
cuda,XGLMForCausalLM,1,1.2433,55.1411,0.9999
cuda,XLNetLMHeadModel,4,1.4402,291.7770,0.9717
cuda,YituTechConvBert,1,1.2885,117.2838,0.9068
