dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,1.6336,45.6727,0.9060
cuda,AlbertForQuestionAnswering,2,1.6454,19.0323,0.9213
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,1.4289,49.8048,0.8595
cuda,BartForConditionalGeneration,1,1.7185,98.9805,0.8072
cuda,BertForMaskedLM,64,1.3018,56.3766,1.0134
cuda,BertForQuestionAnswering,64,1.4104,19.9032,0.9008
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.2677,40.5222,0.9261
cuda,BlenderbotSmallForConditionalGeneration,32,1.7622,76.7923,0.9812
cuda,CamemBert,1,3.0845,47.4270,0.6275
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,0,0.0000
cuda,DistilBertForQuestionAnswering,0,0.0000
cuda,DistillGPT2,1,1.3176,26.7513,0.8455
cuda,ElectraForCausalLM,1,4.6629,48.3178,0.7034
cuda,ElectraForQuestionAnswering,64,1.9063,60.8865,1.1413
cuda,GPT2ForSequenceClassification,4,2.0824,47.6493,1.3645
cuda,LayoutLMForMaskedLM,16,1.5303,47.8048,1.1506
cuda,LayoutLMForSequenceClassification,16,1.6495,31.8035,1.1180
cuda,M2M100ForConditionalGeneration,2,3.2492,142.9582,0.6499
cuda,MBartForCausalLM,16,1.3379,43.6291,0.7294
cuda,MBartForConditionalGeneration,8,2.2075,98.1120,0.6235
cuda,MT5ForConditionalGeneration,2,5.7620,110.6768,0.7220
cuda,MegatronBertForCausalLM,2,3.6112,90.1538,0.6962
cuda,MegatronBertForQuestionAnswering,8,2.4743,83.8595,0.6280
cuda,MobileBertForMaskedLM,16,5.0873,124.4252,0.7211
cuda,MobileBertForQuestionAnswering,32,3.9660,100.4728,0.6314
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.4892,35.2822,0.8785
cuda,PLBartForConditionalGeneration,8,2.3148,78.8736,0.7058
cuda,PegasusForCausalLM,8,1.9219,33.8725,0.6434
cuda,PegasusForConditionalGeneration,4,2.8237,97.3490,0.6422
cuda,RobertaForCausalLM,4,3.4238,51.5473,0.6548
cuda,RobertaForQuestionAnswering,64,1.4227,18.8972,0.9008
cuda,Speech2Text2ForCausalLM,64,1.9466,40.2539,0.8684
cuda,T5ForConditionalGeneration,4,1.5971,84.8182,1.1696
cuda,T5Small,1,1.5883,74.3514,1.0482
cuda,TrOCRForCausalLM,8,1.8011,19.1337,0.6662
cuda,XGLMForCausalLM,1,3.3269,189.0089,0.6590
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,4.0705,78.5943,0.6336
