dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.6326,163.8630,23.2420,1.1036
cuda,AlbertForQuestionAnswering,4,1.6473,161.1167,22.6765,1.1372
cuda,AllenaiLongformerBase,4,1.4681,134.8847,112.6089,0.4256
cuda,BartForCausalLM,4,1.4553,76.5184,28.3035,0.9731
cuda,BartForConditionalGeneration,2,1.4455,95.8114,64.2713,0.8941
cuda,BertForMaskedLM,16,1.5809,69.9525,28.2242,1.0075
cuda,BertForQuestionAnswering,16,1.7780,53.8832,27.6119,1.0080
cuda,BlenderbotForCausalLM,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.2218,49.5154,20.2356,0.8421
cuda,BlenderbotSmallForConditionalGeneration,64,1.3992,81.2439,44.0758,0.9578
cuda,CamemBert,16,1.5186,78.3736,26.7266,1.0035
cuda,DebertaForMaskedLM,4,1.1808,54.4432,93.5607,0.3563
cuda,DebertaForQuestionAnswering,8,1.1540,68.2831,95.0729,0.2765
cuda,DebertaV2ForMaskedLM,1,1.1596,96.8623,151.2778,0.4420
cuda,DebertaV2ForQuestionAnswering,2,1.0687,105.8738,149.8689,0.3784
cuda,DistilBertForMaskedLM,128,1.1970,70.5853,19.1921,0.8849
cuda,DistilBertForQuestionAnswering,256,1.4422,71.6487,18.3713,1.0464
cuda,DistillGPT2,16,1.6321,64.8955,16.6460,1.0068
cuda,ElectraForCausalLM,32,1.8373,48.4610,36.3859,0.8890
cuda,ElectraForQuestionAnswering,64,2.1177,54.8327,30.1474,1.1335
cuda,GPT2ForSequenceClassification,4,2.1019,43.3623,26.1919,1.0990
cuda,LayoutLMForMaskedLM,16,1.6040,70.4974,30.1569,1.0078
cuda,LayoutLMForSequenceClassification,16,1.8088,54.5333,36.4289,1.0041
cuda,M2M100ForConditionalGeneration,16,1.7906,74.3219,75.7849,0.6711
cuda,MBartForCausalLM,4,1.4803,76.4695,29.1943,0.9894
cuda,MBartForConditionalGeneration,2,1.4533,95.4124,64.8832,0.9183
cuda,MT5ForConditionalGeneration,16,2.6433,42.7536,65.8727,0.9158
cuda,MegatronBertForCausalLM,4,1.5360,57.9408,52.6733,0.7511
cuda,MegatronBertForQuestionAnswering,8,1.6312,87.3769,52.1440,0.8705
cuda,MobileBertForMaskedLM,64,2.7588,66.5664,80.2719,0.7040
cuda,MobileBertForQuestionAnswering,128,2.2408,81.9563,80.4820,0.6049
cuda,OPTForCausalLM,2,2.3779,70.1694,28.2260,1.3011
cuda,PLBartForCausalLM,8,1.5846,72.1031,17.4994,0.9138
cuda,PLBartForConditionalGeneration,4,1.6362,71.6796,36.4138,0.9635
cuda,PegasusForCausalLM,32,1.1708,60.2823,29.8397,0.8198
cuda,PegasusForConditionalGeneration,32,1.2830,109.6769,55.6444,0.9375
cuda,RobertaForCausalLM,16,1.6763,68.9787,27.2990,1.0077
cuda,RobertaForQuestionAnswering,16,1.8036,53.3644,26.2729,1.0076
cuda,Speech2Text2ForCausalLM,256,1.4993,36.4681,18.2408,0.8654
cuda,T5ForConditionalGeneration,4,1.6485,62.6444,38.7767,0.9514
cuda,T5Small,4,1.6241,63.1149,37.9390,0.9514
cuda,TrOCRForCausalLM,32,1.2345,112.1743,27.7022,0.9305
cuda,XGLMForCausalLM,8,1.9159,55.8703,86.8302,0.6146
cuda,XLNetLMHeadModel,8,1.8589,149.1323,75.9267,1.0487
cuda,YituTechConvBert,16,1.4200,94.8867,50.9151,0.9871
