dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.270834,3.560857,2.086103,8.062552,2.849831,1.059901,0.144611,1.471477,8.149166,0.996804
cuda,AlbertForQuestionAnswering,4,2.164232,3.597296,2.034830,8.045408,2.842129,1.060072,0.141068,0.909602,7.483932,0.437634
cuda,BartForCausalLM,4,2.250267,5.874881,2.224357,8.888416,3.420340,1.300287,0.256160,2.568934,3.142551,7.913455
cuda,BartForConditionalGeneration,2,6.116726,12.874830,5.098600,19.174542,8.690826,3.329624,1.026043,0.953433,1.927757,12.625004
cuda,BertForMaskedLM,64,2.776228,5.027227,2.576661,7.533530,3.408659,1.411718,0.290644,2.872931,8.067941,2.581220
cuda,BertForQuestionAnswering,128,2.825266,5.047626,2.548816,7.569301,3.024135,1.760695,0.283679,1.671397,6.853027,1.355532
cuda,BigBird,1,10.916743,6.814257,1.561332,9.917264,2.541701,1.259458,0.218729,8.943649,13.733311,0.661861
cuda,BlenderbotSmallForCausalLM,64,1.518208,3.786768,1.566302,6.249602,2.285825,0.961945,0.161659,5.250238,9.353544,4.945711
cuda,BlenderbotSmallForConditionalGeneration,64,4.092636,8.158171,3.522106,12.826199,5.915507,2.403777,0.586319,3.220927,3.600589,11.595472
cuda,CamemBert,1,2.873563,4.827730,2.281565,7.147867,2.819690,1.639570,0.279441,1.408695,6.122004,1.112726
cuda,DebertaForMaskedLM,4,6.945414,14.004943,3.637631,17.249746,4.588091,2.172639,0.341218,20.539724,1.474112,27.677231
cuda,DebertaForQuestionAnswering,8,6.984094,14.200886,3.535487,17.391399,4.526165,2.160163,0.334122,22.786144,3.400583,29.765877
cuda,DistilBertForMaskedLM,64,1.140103,3.034126,1.314307,4.697599,1.627882,0.752032,0.121000,2.788138,5.824893,2.544544
cuda,DistilBertForQuestionAnswering,64,1.168869,3.266806,1.446559,4.652650,1.614283,0.756805,0.117835,2.291453,5.181995,2.030738
cuda,DistillGPT2,1,1.224296,2.933847,0.889978,4.837913,1.496046,0.661951,0.109359,7.816662,10.659596,7.589014
cuda,ElectraForCausalLM,32,2.865941,6.701289,2.631642,9.594402,3.168679,1.468695,0.286569,5.399960,4.746959,11.043732
cuda,ElectraForQuestionAnswering,64,2.898439,5.094633,2.567278,7.584662,3.410271,1.429205,0.281519,2.903579,8.072943,2.588125
cuda,GPT2ForSequenceClassification,4,2.440538,4.675027,2.029799,7.311415,2.989309,1.315849,0.241082,2.701358,7.463856,2.340770
cuda,LayoutLMForMaskedLM,16,3.227504,5.093104,2.400586,7.903464,3.782040,1.444078,0.297953,2.728498,8.053729,2.426573
cuda,LayoutLMForSequenceClassification,16,3.085593,5.271157,2.311168,9.050720,4.055102,1.672737,0.285806,12.004631,18.432677,11.588752
cuda,M2M100ForConditionalGeneration,8,5.345601,11.414881,3.879744,18.858892,7.338871,3.002675,0.700628,7.276367,30.403873,18.829902
cuda,MBartForCausalLM,32,2.224866,6.416921,2.390388,9.954482,3.653994,1.424417,0.281015,2.289258,2.588199,8.323837
cuda,MBartForConditionalGeneration,16,6.117265,11.863916,5.491695,19.627421,9.463175,3.649989,1.180046,0.997378,0.963312,14.531759
cuda,MT5ForConditionalGeneration,8,5.155569,7.580122,3.851351,13.303164,6.012305,2.011781,0.456747,8.610126,18.370264,7.963179
cuda,MegatronBertForCausalLM,16,5.592500,8.940038,4.682854,14.313142,6.998688,2.874521,0.830975,2.826176,13.109045,2.094480
cuda,MegatronBertForQuestionAnswering,16,5.598460,8.762518,4.931974,13.815347,6.955650,2.837606,0.820647,2.184296,12.398590,1.450022
cuda,MobileBertForMaskedLM,32,13.319833,9.962046,5.760511,21.750703,10.905301,5.423630,2.597642,5.654142,23.585546,4.347057
cuda,MobileBertForQuestionAnswering,64,13.303578,9.369704,5.719630,21.193727,10.888691,4.856036,2.605064,3.967400,21.895773,2.554639
cuda,OPTForCausalLM,32,2.301995,5.546974,1.807060,8.969773,3.708906,1.465780,0.258797,2.944121,4.053279,8.268501
cuda,PLBartForCausalLM,32,1.179333,4.396011,1.276464,6.347058,1.620512,0.743321,0.113174,2.590873,3.402741,6.063297
cuda,PLBartForConditionalGeneration,16,3.247497,7.292164,2.858585,11.600404,4.371915,1.860578,0.383658,4.079746,4.812184,11.387397
cuda,PegasusForCausalLM,32,2.262100,6.584268,2.307559,10.500925,3.561952,1.428153,0.281080,3.049828,3.329726,9.383471
cuda,PegasusForConditionalGeneration,16,5.775338,12.056300,5.333727,19.937861,8.735054,3.663608,0.828627,2.617219,1.956132,16.106441
cuda,RobertaForCausalLM,64,2.755802,5.769316,2.617625,8.024732,3.454711,1.438033,0.289291,0.699486,0.769979,5.686215
cuda,RobertaForQuestionAnswering,128,2.763694,5.012326,2.520378,7.153851,3.013942,1.749127,0.281108,0.345563,5.117483
cuda,Speech2Text2ForCausalLM,128,1.260387,5.198331,0.924878,7.709226,1.636664,0.744751,0.114743,2.954125,3.196979,6.439546
cuda,T5ForConditionalGeneration,4,3.468775,6.951299,2.375043,10.758839,3.889395,1.839262,0.291018,3.903600,8.052163,10.214986
cuda,T5Small,1,3.421149,6.658555,1.909924,10.133552,3.358155,1.341142,0.284929,7.168658,13.974374,12.681277
cuda,TrOCRForCausalLM,32,2.193267,6.038300,2.239704,9.397363,3.526358,1.373027,0.265836,2.401045,2.939255,8.105626
cuda,XGLMForCausalLM,8,4.687164,10.859746,4.827325,17.509333,7.484624,2.789170,0.766769,6.612001,60.036432,18.319977
cuda,YituTechConvBert,1,4.057748,8.384307,3.805493,12.922955,5.076205,1.918521,0.448428,9.891929,21.443632,18.402719
