dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,16.929476,15.015156,12.065429,6.845984,1.664571,12.641137,3.177256,1.429926,0.149141,6.993240,7.599507
cuda,AlbertForQuestionAnswering,4,16.684704,14.806279,11.886608,6.721281,1.627241,12.795720,3.125477,1.413003,0.145317,3.396381,7.841186
cuda,AllenaiLongformerBase,4,75.860666,67.170559,63.923466,43.103592,8.150231,59.228296,22.344717,7.756260,0.439408,4.085670,24.967218
cuda,BartForCausalLM,4,23.432848,20.070652,16.917397,11.120404,1.651034,17.840629,2.620471,1.963932,0.197225,1.812525,8.540142
cuda,BartForConditionalGeneration,2,39.781280,32.112009,28.885334,14.460932,4.296653,21.845796,7.734746,3.846435,1.023159,0.409652,12.078677
cuda,BertForMaskedLM,16,20.041977,16.695783,13.903412,7.996364,1.761692,13.643900,3.367338,1.598805,0.267957,2.625955,7.571128
cuda,BertForQuestionAnswering,16,19.811180,16.341366,13.481099,7.453870,1.757995,12.921830,3.374372,1.602558,0.263562,2.316131,7.391825
cuda,BlenderbotForCausalLM,4,30.373441,24.022415,21.178618,10.313142,3.241795,19.110167,5.756582,3.419818,0.387154,9.314796,12.368705
cuda,BlenderbotSmallForCausalLM,64,17.149496,14.723742,11.637943,7.683121,1.133405,15.576787,2.091609,1.179714,0.136361,2.417896,9.144138
cuda,BlenderbotSmallForConditionalGeneration,64,27.985949,23.223026,19.588621,10.044415,2.934474,16.510471,4.804665,2.596245,0.552883,2.681196,9.667970
cuda,CamemBert,16,19.503942,16.168734,13.367272,7.418945,1.767413,12.178995,3.402726,1.586418,0.272174,1.266623,6.692445
cuda,DebertaForMaskedLM,4,30.095067,24.508045,21.017329,15.106498,1.660047,24.896480,3.475232,1.794228,0.266127,3.355211,11.700521
cuda,DebertaForQuestionAnswering,8,28.823486,23.520629,20.475484,14.587328,1.649430,25.600106,3.279523,2.024040,0.260360,3.084851,12.910312
cuda,DebertaV2ForMaskedLM,1,38.715512,28.182983,25.052868,15.077796,2.095105,22.939581,4.134748,2.332992,0.500618,1.290504,10.409517
cuda,DebertaV2ForQuestionAnswering,2,35.750709,25.528500,22.416764,12.650734,2.659749,20.956744,4.525684,3.170302,0.518030,11.721994
cuda,DistilBertForMaskedLM,128,14.122517,12.625551,9.696540,6.718864,0.931352,11.211482,1.731088,1.101307,0.114912,8.648788,5.507277
cuda,DistilBertForQuestionAnswering,256,14.212285,12.719825,9.813962,6.838994,0.929769,11.414489,1.782438,1.089732,0.109126,10.124352,5.589401
cuda,DistillGPT2,16,15.283119,13.379735,9.761173,6.936983,1.016148,11.551972,1.910012,0.887649,0.102464,4.000644,5.711020
cuda,ElectraForCausalLM,32,25.173702,21.792433,18.942034,12.947054,1.773089,25.838866,3.613801,1.685839,0.273456,8.543558,14.828476
cuda,ElectraForQuestionAnswering,64,19.453452,16.093993,13.225541,7.227713,1.777521,16.188903,3.175496,1.598382,0.271944,3.059956,10.897566
cuda,GPT2ForSequenceClassification,4,21.037136,17.574605,13.846570,8.551894,2.079540,11.706809,3.066949,1.632451,0.237232,1.534022,5.636659
cuda,GoogleFnet,16,22.596807,20.467090,17.086587,14.010907,1.111208,21.712541,1.897942,0.936045,0.118580,2.050268,8.926144
cuda,LayoutLMForMaskedLM,16,21.161686,17.441152,14.131371,7.948822,1.824952,13.794924,3.530907,1.634953,0.274151,2.596140,7.844577
cuda,LayoutLMForSequenceClassification,16,21.280339,17.616000,14.080311,7.942843,1.786364,15.159990,4.178136,1.855886,0.273242,6.470780,9.169550
cuda,M2M100ForConditionalGeneration,16,45.603607,35.915744,32.803557,18.286969,4.098970,30.752791,7.603264,4.371245,0.581247,21.321387,17.274405
cuda,MBartForCausalLM,4,23.742737,20.305455,16.968552,11.099301,1.714544,18.281771,2.941470,1.790050,0.197181,1.810776,9.068288
cuda,MBartForConditionalGeneration,2,41.513900,34.394485,31.176458,16.726746,4.491457,24.182366,8.099665,3.926308,1.020072,0.382114,12.664036
cuda,MT5ForConditionalGeneration,16,32.126653,26.245898,23.296208,12.226899,3.252959,20.333999,5.666847,2.253059,0.453642,72.664235,11.670004
cuda,MegatronBertForCausalLM,4,35.001262,27.536906,24.529171,12.259919,3.942035,19.344213,6.939382,3.230419,0.718395,3.038502,11.357353
cuda,MegatronBertForQuestionAnswering,8,33.253269,26.620294,23.521487,11.880913,3.808229,19.783019,6.396260,3.184057,0.726415,2.092927,12.369278
cuda,MobileBertForMaskedLM,64,48.045613,34.608913,31.484974,11.769417,5.315927,27.081895,9.561837,5.751411,2.370255,33.889018,21.206932
