dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,1.726239,3.474545,2.121748,7.784945,3.190655,1.011824,0.149176,6.510683,1.485363
cuda,AlbertForQuestionAnswering,4,1.717886,3.428128,2.047304,8.022426,3.124829,0.995652,0.141426,6.716941,1.086122
cuda,BartForCausalLM,4,1.752422,6.407099,2.407420,9.321144,3.182918,1.519436,0.230154,1.171209,5.409188
cuda,BartForConditionalGeneration,2,4.772987,16.012784,7.566861,21.369350,8.911454,3.515506,0.872370,2.329265,13.171072
cuda,BertForMaskedLM,64,2.358067,6.769179,2.516003,9.719892,3.549409,1.239746,0.255899,5.557447,2.114607
cuda,BertForQuestionAnswering,128,2.439216,6.757874,2.459472,9.737369,3.578185,1.239614,0.250697,5.529099,1.288630
cuda,BlenderbotSmallForCausalLM,64,1.191943,3.588933,1.851402,6.118731,2.072145,0.885814,0.150824,4.443766,2.046381
cuda,BlenderbotSmallForConditionalGeneration,64,3.250511,9.277252,4.627517,13.470468,5.663949,2.094324,0.523029,2.671129,8.970882
cuda,CamemBert,1,2.322606,6.307377,2.230701,8.543148,3.205024,1.066638,0.235131,4.555757,0.570569
cuda,DebertaForMaskedLM,4,6.744176,16.481134,2.878268,19.862149,3.973418,2.104153,0.308884,0.857584,6.471045
cuda,DebertaForQuestionAnswering,8,6.087322,17.126530,2.818422,20.508508,4.504394,2.100011,0.310913,1.774937,6.403723
cuda,DistilBertForMaskedLM,64,0.933641,3.513113,1.243930,5.896981,1.767210,0.658213,0.116716,3.673955,1.996120
cuda,DistilBertForQuestionAnswering,64,0.949388,3.438417,1.207827,5.558827,1.732408,0.648077,0.112620,3.374477,1.761348
cuda,DistillGPT2,1,1.052449,2.830716,0.855958,4.710223,1.230843,0.800462,0.097218,2.776162,3.546205
cuda,ElectraForCausalLM,32,2.488460,9.142443,2.569624,13.135146,3.682384,1.297963,0.253749,3.434670,6.659566
cuda,ElectraForQuestionAnswering,64,2.441699,6.752648,2.484336,9.745010,3.525707,1.245381,0.255160,5.566861,1.918683
cuda,GPT2ForSequenceClassification,4,2.080447,4.751423,2.753536,6.770744,2.502441,1.183933,0.217182,4.864428,1.015450
cuda,GoogleFnet,1,1.424752,9.083738,0.953258,11.988412,1.383055,0.820737,0.106229,3.916914,0.613922
cuda,LayoutLMForMaskedLM,16,2.713077,6.783503,2.549068,9.598519,3.667639,1.266745,0.257836,5.456407,2.081029
cuda,LayoutLMForSequenceClassification,16,2.894403,6.794010,2.517418,10.883422,4.330753,1.483222,0.253886,6.697217,7.086073
cuda,M2M100ForConditionalGeneration,8,5.508656,13.122621,8.208248,20.405305,7.430658,3.045157,0.737626,16.023489,15.734638
cuda,MBartForCausalLM,32,1.759365,7.761023,2.478742,10.975304,3.657910,1.269049,0.240860,1.050744,5.777775
cuda,MBartForConditionalGeneration,16,5.005510,14.966376,7.860749,20.965291,9.941212,3.258140,1.010661,1.815408,14.870615
cuda,MT5ForConditionalGeneration,8,4.898685,7.186563,5.412805,11.129970,4.871908,1.797182,0.473351,9.524316,7.381605
cuda,MegatronBertForCausalLM,16,4.643819,10.140770,6.351193,13.511100,6.865264,2.420621,0.654441,9.903014,2.734433
cuda,MegatronBertForQuestionAnswering,16,4.617612,10.009433,6.235539,13.597231,6.807676,2.407992,0.644836,10.002610,2.209941
cuda,MobileBertForMaskedLM,32,11.644996,7.659548,9.869734,18.133209,9.418719,3.712858,1.918403,20.724430,4.999291
cuda,MobileBertForQuestionAnswering,64,11.084889,7.619820,9.598762,17.664410,9.069000,3.672961,1.844896,19.983952,3.343400
cuda,OPTForCausalLM,32,1.801944,5.787082,2.622126,8.675597,3.177048,1.291391,0.235860,1.283274,5.592105
cuda,PLBartForCausalLM,32,0.958155,4.765084,1.281260,7.083704,1.907714,0.695046,0.110641,1.549092,3.645596
cuda,PLBartForConditionalGeneration,16,2.441912,8.035621,3.402378,12.196460,5.083581,1.732621,0.373152,3.687074,7.925141
cuda,PegasusForCausalLM,32,2.051116,6.994969,2.417589,10.531830,3.235438,1.627259,0.243183,1.335784,6.043492
cuda,PegasusForConditionalGeneration,16,5.092964,13.190779,5.955879,19.067197,7.774439,3.666501,0.709467,2.425627,12.254246
cuda,RobertaForCausalLM,64,2.376243,7.048090,2.514536,9.787201,3.811163,1.283166,0.255504,1.371821,5.349221
cuda,RobertaForQuestionAnswering,128,2.429274,6.785456,2.497508,9.470778,3.556066,1.245785,0.258751,5.273036,0.477741
cuda,Speech2Text2ForCausalLM,128,1.192732,4.905964,1.173721,7.991730,1.449423,0.655495,0.108513,1.303541,4.303532
cuda,T5ForConditionalGeneration,4,3.313420,6.894524,2.716219,12.127530,3.717510,1.335889,0.294730,6.590616,8.645008
cuda,T5Small,1,3.335221,6.377085,2.295236,9.007904,2.778494,1.094291,0.276336,7.312071,5.613718
cuda,TrOCRForCausalLM,32,1.777281,6.432569,2.501294,9.599408,3.663152,1.232747,0.241548,1.168348,5.754610
cuda,XGLMForCausalLM,8,3.960887,17.497556,6.810679,22.257690,8.247863,3.010006,0.653088,25.718049,11.765461
cuda,YituTechConvBert,1,3.541892,8.888106,4.089111,14.071757,4.290182,1.650302,0.433044,9.724072,9.412750
