dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.621236,11.000301,3.922157,2.444282,8.186765,2.769641,1.133415,0.147983,6.795908,0.821621
cuda,AlbertForQuestionAnswering,4,12.638855,11.024089,3.965916,2.436312,8.208176,2.722933,1.115466,0.142650,6.765023,0.434826
cuda,AllenaiLongformerBase,4,54.710191,47.900444,29.189314,7.786204,34.696667,15.674178,4.553371,0.422290,0.663353,13.612963
cuda,BartForCausalLM,4,15.024906,13.477780,6.151510,1.883727,9.403612,3.086415,1.357033,0.272815,2.388347,5.225758
cuda,BartForConditionalGeneration,2,36.915837,32.693137,14.059795,5.687563,19.785839,8.698028,3.484770,1.045064,1.172902,11.922992
cuda,BertForMaskedLM,16,14.817794,12.810769,5.233387,2.055714,8.031181,3.601917,1.504261,0.302404,4.948685,1.444647
cuda,BertForQuestionAnswering,16,15.240176,13.212922,5.470934,2.064559,8.273828,3.918646,1.502472,0.293618,4.972519,1.016815
cuda,BlenderbotForCausalLM,4,25.728443,22.516758,8.393523,4.262619,14.937839,7.103085,2.942512,0.837777,11.389826,3.879992
cuda,BlenderbotSmallForCausalLM,64,9.641891,8.594971,3.581038,1.306593,5.998861,2.050216,1.008830,0.172629,4.026582,2.536275
cuda,BlenderbotSmallForConditionalGeneration,64,24.115909,21.228367,8.883002,3.562945,13.128985,5.843818,2.465487,0.593933,1.903013,7.965693
cuda,CamemBert,16,14.628179,12.645182,5.127735,2.032031,7.910749,3.581512,1.502666,0.294497,4.911445,0.341259
cuda,DebertaForMaskedLM,4,29.798295,23.954689,14.712178,2.998180,18.799238,5.582575,2.260181,0.357550,0.965757,7.580498
cuda,DebertaForQuestionAnswering,8,30.202125,24.447929,14.808290,3.018052,19.094280,5.425641,2.572101,0.353318,1.852740,7.532805
cuda,DebertaV2ForMaskedLM,1,42.985120,33.048937,17.284505,3.776471,22.300025,6.613209,3.445687,0.619010,1.514644,9.144824
cuda,DebertaV2ForQuestionAnswering,2,42.465750,32.801150,16.537970,4.215089,22.329757,7.707430,3.621696,0.615968,0.577521,10.366422
cuda,DistilBertForMaskedLM,128,8.002877,7.218817,3.269083,1.267399,5.283098,1.869482,0.803502,0.125285,3.332216,1.149064
cuda,DistilBertForQuestionAnswering,256,8.188501,7.365025,3.361893,1.063448,5.502327,1.855073,0.799331,0.119435,3.253515,0.560663
cuda,DistillGPT2,16,8.767527,7.843766,4.222486,1.174289,6.204132,1.835338,0.777843,0.113149,2.347544,3.203743
cuda,ElectraForCausalLM,32,16.592095,14.531262,6.998375,2.327919,10.396804,3.437108,1.567306,0.295820,2.571441,5.825515
cuda,ElectraForQuestionAnswering,64,14.507645,12.546588,5.115703,2.027301,7.848328,3.562320,1.501395,0.297214,4.856009,1.347408
cuda,GPT2ForSequenceClassification,4,13.835902,11.907682,5.424085,2.429391,7.990664,3.186927,1.401333,0.251620,5.082655,1.244203
cuda,LayoutLMForMaskedLM,16,14.852121,12.682033,5.189719,2.323527,7.790975,3.286589,1.476691,0.296952,5.020525,1.437795
cuda,LayoutLMForSequenceClassification,16,14.822831,12.639688,5.184219,2.036224,9.289962,4.250683,1.707595,0.295483,6.237550,5.993147
cuda,M2M100ForConditionalGeneration,16,35.886188,31.191737,12.724883,4.754763,20.889554,8.126463,3.586703,0.789701,11.575624,13.500021
cuda,MBartForCausalLM,4,15.678241,14.148391,6.720274,2.029211,10.246364,3.561674,1.441090,0.292138,2.204768,5.651868
cuda,MBartForConditionalGeneration,2,36.047491,31.885331,13.013369,5.947875,19.655084,9.292971,3.623602,1.153001,0.620143,13.106792
cuda,MT5ForConditionalGeneration,16,25.271248,21.650946,9.163465,3.552873,15.732939,6.498605,2.184814,0.475520,20.597741,10.683913
cuda,MegatronBertForCausalLM,4,28.022264,24.298343,9.750095,4.736869,14.771631,7.389593,3.021355,0.845380,9.951444,0.407524
cuda,MegatronBertForQuestionAnswering,8,27.764380,24.036126,9.518302,5.092021,13.841949,6.756363,2.929293,0.843131,9.615957,0.521314
cuda,MobileBertForMaskedLM,64,46.572825,38.568457,11.378757,7.152166,24.234279,13.341497,5.095764,2.952678,20.751724,1.721645
cuda,MobileBertForQuestionAnswering,128,47.236142,39.139673,11.418447,7.699249,25.484980,13.805714,5.581483,3.207084,22.533065,1.047501
cuda,OPTForCausalLM,2,15.189432,13.459763,6.345962,2.006966,9.778588,3.903794,1.565460,0.273350,2.909638,5.529693
cuda,PLBartForCausalLM,8,9.718707,8.861511,4.745039,1.058222,7.216690,1.814355,0.779176,0.118784,1.528356,3.578529
cuda,PLBartForConditionalGeneration,4,19.941871,17.713449,7.693032,2.671742,12.098499,4.716104,1.955992,0.404459,2.768730,7.201322
cuda,PegasusForCausalLM,32,15.249541,13.649662,6.351444,2.005743,10.485910,3.359251,1.739756,0.307173,2.479804,6.237628
cuda,PegasusForConditionalGeneration,32,35.306469,31.042603,12.118944,4.982857,20.652859,8.997890,3.737237,0.844386,0.665332,13.761504
cuda,RobertaForCausalLM,16,15.224530,13.273695,5.867764,2.053103,8.414430,3.631896,1.519406,0.294235,0.707808,4.696307
cuda,RobertaForQuestionAnswering,16,14.557155,12.598220,5.122419,2.009114,7.474428,3.515894,1.469684,0.293275,4.456621
cuda,Speech2Text2ForCausalLM,256,9.641607,8.774644,5.311157,0.899967,7.751026,1.494316,0.906452,0.114307,1.359983,3.387327
cuda,T5ForConditionalGeneration,4,17.998342,15.426877,7.096757,2.644915,10.909610,3.945127,1.586052,0.298550,6.358540,6.882717
cuda,T5Small,4,18.922455,16.236901,7.241212,2.422969,11.284947,4.560671,1.592972,0.296371,6.515708,6.588065
cuda,TrOCRForCausalLM,32,15.095873,13.577663,6.214589,1.921948,9.724488,3.211112,1.460984,0.286410,1.336360,5.520671
cuda,XGLMForCausalLM,8,30.090832,26.858369,11.546201,5.329646,18.057708,7.525186,2.962894,0.815514,32.378733,12.046443
cuda,XLNetLMHeadModel,8,42.494043,38.186359,17.741084,7.832815,21.423768,12.198167,3.332012,0.822122,7.952246,11.804953
cuda,YituTechConvBert,16,22.444881,19.695100,8.484881,3.731218,14.194820,5.719332,2.210968,0.482799,8.334469,9.591152
