dev,name,batch_size,speedup
cuda,BERT_pytorch,16,0.7801
cuda,Background_Matting,4,1.0208
cuda,LearningToPaint,96,0.9673
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,0.9934
cuda,attention_is_all_you_need_pytorch,256,0.9909
cuda,dcgan,32,0.8908
cuda,demucs,4,0.9997
cuda,densenet121,4,0.8261
cuda,detectron2_maskrcnn,0,0.0000
cuda,dlrm,0,0.0000
cuda,drq,1,0.7728
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,0.9985
cuda,hf_Bart,4,0.8289
cuda,hf_Bert,4,0.9589
cuda,hf_BigBird,2,0.7911
cuda,hf_DistilBert,8,0.9483
cuda,hf_GPT2,4,0.9647
cuda,hf_Longformer,2,1.0351
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,8,0.9895
cuda,maml,0,0.0000
cuda,maml_omniglot,1,0.8527
cuda,mnasnet1_0,32,0.9437
cuda,mobilenet_v2,96,1.0523
cuda,mobilenet_v2_quantized_qat,96,1.0117
cuda,mobilenet_v3_large,32,0.9428
cuda,moco,32,0.9972
cuda,nvidia_deeprecommender,256,0.9559
cuda,opacus_cifar10,0,0.0000
cuda,pyhpc_equation_of_state,0,0.0000
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,0,0.0000
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9453
cuda,pytorch_stargan,16,1.1120
cuda,pytorch_struct,200,0.6997
cuda,pytorch_unet,1,0.9974
cuda,resnet18,16,0.9239
cuda,resnet50,32,0.9916
cuda,resnet50_quantized_qat,32,0.9584
cuda,resnext50_32x4d,8,0.8926
cuda,shufflenet_v2_x1_0,128,0.9349
cuda,soft_actor_critic,256,0.7390
cuda,speech_transformer,32,1.0222
cuda,squeezenet1_1,32,0.8945
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,0.8081
cuda,timm_efficientnet,32,0.7774
cuda,timm_nfnet,128,1.0098
cuda,timm_regnet,32,0.9245
cuda,timm_resnest,32,0.9943
cuda,timm_vision_transformer,8,0.7886
cuda,timm_vovnet,32,0.9963
cuda,tts_angular,64,0.9577
cuda,vgg16,64,0.9989
cuda,vision_maskrcnn,4,0.8688
cuda,yolov3,16,0.9629
