dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.0002
cuda,AlbertForQuestionAnswering,2,1.0026
cuda,AllenaiLongformerBase,1,1.0412
cuda,BartForCausalLM,4,0.9620
cuda,BartForConditionalGeneration,2,1.0000
cuda,BertForMaskedLM,64,0.9612
cuda,BertForQuestionAnswering,64,0.9849
cuda,BigBird,1,0.8001
cuda,BlenderbotSmallForCausalLM,64,0.9067
cuda,BlenderbotSmallForConditionalGeneration,64,0.9476
cuda,CamemBert,1,0.7737
cuda,DebertaForMaskedLM,4,0.6867
cuda,DebertaForQuestionAnswering,4,0.6675
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,0.9369
cuda,DistilBertForQuestionAnswering,32,0.9435
cuda,DistillGPT2,1,0.8141
cuda,ElectraForCausalLM,1,0.7834
cuda,ElectraForQuestionAnswering,64,0.9887
cuda,GPT2ForSequenceClassification,4,0.9777
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,0.7378
cuda,LayoutLMForMaskedLM,16,0.9720
cuda,LayoutLMForSequenceClassification,16,0.9866
cuda,M2M100ForConditionalGeneration,2,0.7407
cuda,MBartForCausalLM,16,0.9360
cuda,MBartForConditionalGeneration,8,1.0291
cuda,MT5ForConditionalGeneration,2,0.8122
cuda,MegatronBertForCausalLM,2,0.7716
cuda,MegatronBertForQuestionAnswering,8,0.7781
cuda,MobileBertForMaskedLM,16,0.7513
cuda,MobileBertForQuestionAnswering,32,0.7371
cuda,OPTForCausalLM,4,0.7819
cuda,PLBartForCausalLM,16,0.9099
cuda,PLBartForConditionalGeneration,8,1.0259
cuda,PegasusForCausalLM,8,0.8159
cuda,PegasusForConditionalGeneration,4,0.7500
cuda,RobertaForCausalLM,4,0.7671
cuda,RobertaForQuestionAnswering,64,0.9851
cuda,Speech2Text2ForCausalLM,64,0.8167
cuda,T5ForConditionalGeneration,4,0.9643
cuda,T5Small,1,0.8171
cuda,TrOCRForCausalLM,8,0.8818
cuda,XGLMForCausalLM,2,0.7207
cuda,XLNetLMHeadModel,4,0.9617
cuda,YituTechConvBert,1,0.7723
