dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,9.797751,8.508807,3.449156,1.789318,7.648821,3.180882,1.093876,0.138829,6.063883,0.926411
cuda,AlbertForQuestionAnswering,4,9.770230,8.481579,3.432312,1.739528,7.824130,3.087573,1.075462,0.135424,6.207543,0.541812
cuda,AllenaiLongformerBase,4,98.914238,91.973095,76.056760,7.634206,81.354114,60.667269,4.630857,0.402798,0.664688,13.238697
cuda,BartForCausalLM,4,12.099270,10.882941,5.656556,1.707095,8.801854,3.092526,1.188104,0.220011,1.453226,4.934455
cuda,BartForConditionalGeneration,2,30.860519,27.503750,13.986495,4.865158,19.451370,8.228706,3.005676,0.829901,1.188035,10.540394
cuda,BertForMaskedLM,16,13.023103,11.274575,5.863564,2.249380,8.162325,2.749964,1.305478,0.251057,4.635154,1.475235
cuda,BertForQuestionAnswering,16,12.854198,11.150769,5.848994,2.204989,8.079895,2.735854,1.302818,0.245559,4.522158,1.032796
cuda,BlenderbotForCausalLM,4,22.669311,20.099503,9.983610,3.749359,14.969601,5.911914,2.845396,0.594290,4.005597,8.892601
cuda,BlenderbotSmallForCausalLM,64,7.634630,6.788962,3.249414,1.328300,5.693022,2.113954,0.880959,0.146106,3.827742,1.999149
cuda,BlenderbotSmallForConditionalGeneration,64,19.295933,16.984384,7.901397,3.205419,11.993812,5.093729,2.158728,0.486713,1.917110,7.442370
cuda,CamemBert,16,12.947400,11.258358,5.897363,2.222969,8.137159,2.746974,1.291492,0.246613,4.549804,0.374793
cuda,DebertaForMaskedLM,4,27.727680,22.041567,14.845143,2.496645,18.469756,4.206078,1.926121,0.318146,0.842263,6.320164
cuda,DebertaForQuestionAnswering,8,28.311903,22.767198,15.250343,2.500650,18.982127,4.259267,1.958398,0.321491,1.784947,6.433195
cuda,DebertaV2ForMaskedLM,1,39.286057,30.504599,18.658427,2.923504,22.629845,4.848777,2.647494,0.557646,1.440109,7.221720
cuda,DebertaV2ForQuestionAnswering,2,38.470669,29.888497,18.235250,3.337180,22.676206,6.056733,3.017512,0.552685,0.493019,8.100447
cuda,DistilBertForMaskedLM,128,6.385754,5.779726,2.913207,1.150154,4.692618,1.480968,0.690206,0.111274,2.974044,1.201063
cuda,DistilBertForQuestionAnswering,256,6.457290,5.823838,2.886622,1.145575,4.763392,1.494981,0.697546,0.107833,3.067071,0.585620
cuda,DistillGPT2,16,8.007153,7.210499,4.497735,1.238554,6.304618,1.489932,0.704124,0.097190,2.717842,3.087035
cuda,ElectraForCausalLM,32,14.745777,13.013378,7.629938,2.224483,10.878924,2.897343,1.363509,0.250639,2.594757,5.563968
cuda,ElectraForQuestionAnswering,64,12.589225,10.889235,5.560434,2.230768,7.831922,2.774148,1.310504,0.252184,4.587662,1.329790
cuda,GPT2ForSequenceClassification,4,11.480043,9.922211,4.747777,1.930142,7.195550,2.856122,1.247714,0.214928,4.457904,1.007842
cuda,GoogleFnet,16,14.005332,13.058809,10.170597,1.310769,13.283224,1.811706,0.684332,0.109399,1.763695,4.482216
cuda,LayoutLMForMaskedLM,16,13.376148,11.383321,5.924581,1.822781,8.296581,2.826814,1.316205,0.252213,4.719481,1.751836
cuda,LayoutLMForSequenceClassification,16,13.390731,11.399291,5.975241,2.249802,10.226019,3.575631,1.535257,0.248636,6.588817,6.448976
cuda,M2M100ForConditionalGeneration,16,29.216713,25.736468,12.609096,4.053058,20.549630,8.539433,3.487114,0.692332,8.636045,12.202862
cuda,MBartForCausalLM,4,13.658391,12.439117,7.160231,1.725963,10.231539,3.102540,1.201679,0.222097,1.343733,4.878100
cuda,MBartForConditionalGeneration,2,30.001063,26.626168,13.035751,4.843375,18.291743,8.103433,3.053439,0.837940,0.518605,10.305669
cuda,MT5ForConditionalGeneration,16,22.667786,18.988839,8.915722,3.212743,14.114582,6.063941,1.988044,0.463109,20.501755,8.849948
cuda,MegatronBertForCausalLM,4,22.245255,18.881727,7.902151,4.104328,11.776048,5.911569,2.551195,0.641541,8.145317,0.414403
cuda,MegatronBertForQuestionAnswering,8,22.795815,19.279752,7.994661,3.631760,11.817656,6.172598,2.453113,0.636238,7.893155,0.610099
cuda,MobileBertForMaskedLM,64,32.361711,25.464657,7.223213,5.258321,17.745560,9.131767,3.881259,1.961919,16.089316,1.713483
