dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,0.9973,5.7116,21.2540
cuda,AlbertForQuestionAnswering,2,0.9995,5.5988,20.2205
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9686,4.7450,21.5753
cuda,BartForConditionalGeneration,1,0.9215,13.0633,31.0135
cuda,BertForMaskedLM,64,0.9585,5.2692,21.7253
cuda,BertForQuestionAnswering,64,0.9849,5.2172,12.2084
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9096,3.4509,23.8722
cuda,BlenderbotSmallForConditionalGeneration,32,0.9474,8.3025,16.4441
cuda,CamemBert,1,0.9306,4.8149,7.8626
cuda,DebertaForMaskedLM,4,0.7421,8.8143,13.3099
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DistilBertForMaskedLM,16,0.9731,2.4804,6.9982
cuda,DistilBertForQuestionAnswering,32,0.9705,2.5605,5.5032
cuda,DistillGPT2,1,0.8844,2.5579,6.4612
cuda,ElectraForCausalLM,1,0.8852,4.9621,1.5411
cuda,ElectraForQuestionAnswering,64,0.9904,5.2824,11.4052
cuda,GPT2ForSequenceClassification,4,0.9742,5.2267,17.7288
cuda,GoogleFnet,1,0.7949,2.6605,5.8448
cuda,LayoutLMForMaskedLM,16,0.9709,5.7869,23.7217
cuda,LayoutLMForSequenceClassification,16,0.9886,5.4606,14.6430
cuda,M2M100ForConditionalGeneration,2,0.8062,12.9145,32.0775
cuda,MBartForCausalLM,16,0.9579,4.7631,19.9870
cuda,MBartForConditionalGeneration,8,0.8500,13.2267,28.9082
cuda,MT5ForConditionalGeneration,2,0.9044,11.7606,21.4566
cuda,MegatronBertForCausalLM,2,0.8769,10.5131,21.5425
cuda,MegatronBertForQuestionAnswering,8,0.8798,10.4761,21.7885
cuda,MobileBertForMaskedLM,16,0.8423,26.0539,5.8294
cuda,MobileBertForQuestionAnswering,32,0.8594,25.7754,3.7849
cuda,OPTForCausalLM,4,0.8657,4.8076,9.1241
cuda,PLBartForCausalLM,16,0.9390,2.5977,10.1923
cuda,PLBartForConditionalGeneration,8,0.8621,6.3986,11.9224
cuda,PegasusForCausalLM,8,0.9166,4.6779,16.2482
cuda,PegasusForConditionalGeneration,4,0.8330,12.5267,26.5574
cuda,RobertaForCausalLM,4,0.9143,5.0670,7.5967
cuda,RobertaForQuestionAnswering,64,0.9848,5.1734,12.2085
cuda,Speech2Text2ForCausalLM,64,0.8823,2.6516,5.3329
cuda,T5ForConditionalGeneration,4,0.9648,8.1767,14.3587
cuda,T5Small,1,0.8832,7.9388,6.2872
cuda,TrOCRForCausalLM,8,0.8622,4.7012,16.1708
cuda,XGLMForCausalLM,1,0.7985,9.8017,38.8550
cuda,XLNetLMHeadModel,4,0.9640,19.5733,30.8218
cuda,YituTechConvBert,1,0.9405,8.5801,7.6679
