dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,12.671510,11.082842,3.985990,2.500409,8.300579,2.785562,1.135734,0.151860,6.904278,0.824422
cuda,AlbertForQuestionAnswering,4,12.744764,11.140100,4.001600,2.471998,8.233896,2.767274,1.131791,0.145056,6.796266,0.433706
cuda,AllenaiLongformerBase,4,54.888349,47.413571,29.523362,7.404366,35.408256,16.181961,5.008109,0.420580,0.672077,13.605566
cuda,BartForCausalLM,4,15.048427,13.369791,6.194292,1.905251,9.455143,3.345319,1.364765,0.278862,2.374372,5.258551
cuda,BartForConditionalGeneration,2,36.900760,32.775025,14.164946,5.708355,19.966108,8.772383,3.491759,1.075850,1.191813,12.011752
cuda,BertForMaskedLM,16,15.234074,13.155003,5.211119,2.059229,7.995479,3.592260,1.510985,0.307534,4.939386,1.420460
cuda,BertForQuestionAnswering,16,14.554239,12.588759,5.226313,1.991990,7.929892,3.587442,1.514752,0.294350,4.793241,1.006454
cuda,BlenderbotForCausalLM,4,26.020011,22.761235,8.465614,4.291438,15.017642,7.147293,2.956280,0.849810,11.432217,3.985392
cuda,BlenderbotSmallForCausalLM,64,9.584937,8.549844,3.586514,1.556268,5.996408,2.053273,1.006669,0.170617,4.029681,2.516037
cuda,BlenderbotSmallForConditionalGeneration,64,24.415683,21.609528,9.198993,3.680300,13.308294,5.948984,2.470767,0.593394,1.906241,7.953555
cuda,CamemBert,16,15.631786,13.479781,5.334154,2.089975,8.051471,3.624003,1.504874,0.300012,4.903857,0.336807
cuda,DebertaForMaskedLM,4,29.097619,23.557183,14.062411,2.953486,18.010559,4.985817,2.537091,0.349894,0.947889,7.394135
cuda,DebertaForQuestionAnswering,8,30.150266,24.327394,15.031639,3.029542,19.294084,5.944388,2.291953,0.354571,1.811483,7.520447
cuda,DebertaV2ForMaskedLM,1,44.934664,34.409049,16.984271,4.068795,21.850098,6.284479,3.141901,0.629891,1.553275,9.306965
cuda,DebertaV2ForQuestionAnswering,2,42.876904,33.258083,17.577275,4.568939,22.399221,7.667651,3.830557,0.615437,0.574347,9.747401
cuda,DistilBertForMaskedLM,128,8.207445,7.393590,3.381077,1.096568,5.598890,1.910519,0.844388,0.126617,3.364578,1.133350
cuda,DistilBertForQuestionAnswering,256,8.246186,7.418298,3.374061,1.248959,5.424703,1.902475,0.805242,0.121309,3.349738,0.552715
cuda,DistillGPT2,16,8.577088,7.660940,4.135057,1.165719,6.271178,1.996449,0.779200,0.113404,2.357116,3.348293
cuda,ElectraForCausalLM,32,16.613880,14.539341,6.937196,2.359730,10.297246,3.430737,1.547383,0.302736,2.510744,5.820098
cuda,ElectraForQuestionAnswering,64,14.812112,12.765790,5.217138,2.045880,7.980417,3.606761,1.509043,0.294260,4.905813,1.295248
cuda,GPT2ForSequenceClassification,4,13.993753,11.974225,5.444196,2.483720,8.031571,3.241978,1.406499,0.258297,5.160681,1.354550
cuda,LayoutLMForMaskedLM,16,14.935190,12.743620,5.221606,2.059919,8.118387,3.651523,1.511806,0.300499,5.053396,1.428978
cuda,LayoutLMForSequenceClassification,16,15.113118,12.940511,5.298479,2.061314,9.347255,4.311417,1.730421,0.293335,6.207450,6.031023
cuda,M2M100ForConditionalGeneration,16,37.985443,33.535341,13.988746,6.290214,22.514386,8.450967,4.227580,0.900785,12.118417,15.069656
