dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,12.171667,10.566528,4.557327,1.703930,8.804773,3.386307,1.185991,0.150402,1.491314,6.032592
cuda,AlbertForQuestionAnswering,4,12.336969,10.741012,4.640011,1.661799,9.086583,3.274939,1.143805,0.148936,1.116250,6.190587
cuda,AllenaiLongformerBase,4,71.568964,61.473776,32.542995,6.544678,40.085360,17.109812,6.249001,0.447438,3.128441,14.419343
cuda,BartForCausalLM,4,18.770522,15.251264,6.893910,2.039113,10.041810,3.668363,1.569330,0.275286,1.515306,5.286066
cuda,BartForConditionalGeneration,2,47.054873,38.518076,17.688297,6.053496,22.212404,9.570997,3.969190,1.055429,1.223328,11.475633
cuda,BertForMaskedLM,16,19.947164,15.933766,6.581297,2.549788,9.046411,3.565269,1.628511,0.288920,2.103292,5.121773
cuda,BertForQuestionAnswering,16,19.668943,15.810351,6.596820,2.528110,9.050392,3.534713,1.602488,0.287955,1.686131,5.086550
cuda,BlenderbotForCausalLM,4,35.832521,28.509609,12.745969,4.371672,17.258451,7.084239,3.444503,0.696283,4.231869,9.092716
cuda,BlenderbotSmallForCausalLM,64,12.695873,10.501879,4.822330,1.489221,7.315270,2.923270,1.104788,0.172507,4.055431,2.073662
cuda,BlenderbotSmallForConditionalGeneration,64,30.734914,25.123968,11.143676,3.656261,15.109393,6.816424,2.664050,0.585938,1.820146,7.801039
cuda,CamemBert,16,20.018612,16.024884,6.675918,2.581863,9.112131,3.589174,1.634466,0.291781,1.002006,5.124590
cuda,DebertaForMaskedLM,4,33.679024,25.897915,14.615810,2.721496,18.812364,5.161026,2.242192,0.361401,2.369885,7.141088
cuda,DebertaForQuestionAnswering,8,34.406464,26.901422,15.367679,2.743011,19.796876,5.783053,2.272202,0.357128,2.803094,7.401698
cuda,DebertaV2ForMaskedLM,1,48.816668,34.834826,17.598715,3.644281,20.883587,5.637800,3.336192,0.623133,1.658973,7.478606
cuda,DebertaV2ForQuestionAnswering,2,48.463304,34.807537,16.976761,4.327703,21.210481,7.283592,3.481102,0.634989,0.506488,8.936259
cuda,DistilBertForMaskedLM,128,11.751732,10.122790,5.281071,1.100973,6.909676,2.096622,0.875744,0.137150,3.761008,3.011240
cuda,DistilBertForQuestionAnswering,256,11.651596,9.851054,5.064536,1.086690,7.072897,2.105996,0.872418,0.128094,2.942583,3.150786
cuda,DistillGPT2,16,13.561113,11.832612,6.692382,1.185030,8.583749,2.164402,1.133789,0.115960,2.911026,3.125187
cuda,ElectraForCausalLM,32,21.956508,17.898137,8.406425,2.360984,14.275485,3.723911,1.688345,0.295774,3.841951,8.341430
cuda,ElectraForQuestionAnswering,64,19.797584,16.152791,6.781546,2.300076,11.592035,3.645024,1.628059,0.292761,2.364901,7.447906
cuda,GPT2ForSequenceClassification,4,21.889990,18.326146,8.632920,2.549238,10.540203,3.613679,1.539597,0.252167,2.430552,4.839023
cuda,GoogleFnet,16,13.259824,11.334807,7.025851,1.204356,10.985091,2.236259,0.830550,0.129180,1.771821,5.233124
cuda,LayoutLMForMaskedLM,16,21.831075,17.854348,8.107185,2.174343,11.016039,3.938965,1.665998,0.293938,2.533946,5.385369
cuda,LayoutLMForSequenceClassification,16,21.855795,17.885883,8.115936,2.394763,12.669112,4.741754,1.926673,0.294709,7.548954,7.287289
cuda,M2M100ForConditionalGeneration,16,47.810360,38.583699,16.134158,5.085707,23.199785,9.911637,4.033446,0.793504,8.515291,12.408144
cuda,MBartForCausalLM,4,20.554834,17.258104,8.609128,2.065722,11.708133,3.725881,1.605715,0.279272,1.293089,5.268586
cuda,MBartForConditionalGeneration,2,46.256508,37.817928,16.872766,6.733659,21.343403,9.657453,4.005089,1.068307,0.483946,11.466737
cuda,MT5ForConditionalGeneration,16,35.315598,29.360079,10.991933,3.722317,15.505133,6.667035,2.503925,0.542692,22.666234,8.424680
cuda,MegatronBertForCausalLM,4,37.864383,30.573778,12.126495,4.758782,16.871839,8.513397,3.234931,0.731382,1.681544,9.715880
cuda,MegatronBertForQuestionAnswering,8,37.942125,30.668856,12.205239,4.724687,17.075445,8.461412,3.196685,0.743033,1.622587,9.808606
cuda,MobileBertForMaskedLM,64,39.245845,31.774724,8.415374,5.648813,21.881627,10.198586,5.434017,2.530895,3.804040,19.425880
cuda,MobileBertForQuestionAnswering,128,39.440346,31.935823,8.295875,5.649193,21.751885,10.767003,4.675891,2.550555,2.337312,19.419179
cuda,OPTForCausalLM,2,19.152426,15.977163,7.318976,2.242847,10.045686,3.894386,1.673398,0.274178,1.742576,5.068591
cuda,PLBartForCausalLM,8,11.978806,10.211578,5.291510,1.289767,7.459901,2.018538,0.859953,0.127411,1.180240,3.513489
cuda,PLBartForConditionalGeneration,4,25.925719,21.401850,9.172066,3.019279,13.132766,5.366113,2.181393,0.425112,1.662970,7.366907
