dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.457447,3.660815,2.014727,8.376163,2.981926,1.128390,0.144539,1.299713,8.123181,0.804992
cuda,AlbertForQuestionAnswering,4,2.405620,3.765715,2.141812,8.365654,2.913622,1.106328,0.139348,0.940316,7.770849,0.413786
cuda,AllenaiLongformerBase,4,9.036656,102.124218,7.321475,108.169388,86.164235,4.521396,0.407230,18.116173,0.652447,31.829234
cuda,BartForCausalLM,4,2.499413,5.872933,1.909981,9.139038,3.258715,1.354004,0.266554,2.180128,2.332434,7.449731
cuda,BartForConditionalGeneration,2,6.393911,13.839482,5.563672,19.484440,8.569902,3.406331,1.032879,0.943635,1.139687,12.397549
cuda,BertForMaskedLM,16,2.869075,4.970108,2.012673,7.858878,3.568599,1.477328,0.288799,1.681459,6.680555,1.441958
cuda,BertForQuestionAnswering,16,2.886606,4.981033,1.997376,7.730284,3.478430,1.472082,0.286805,1.364897,6.209222,1.004159
cuda,BlenderbotSmallForCausalLM,64,1.570062,3.651375,1.275008,6.135190,2.225595,0.996854,0.166402,2.881828,6.706341,2.529766
cuda,BlenderbotSmallForConditionalGeneration,64,4.538419,8.420660,3.338044,12.935650,5.784101,2.446381,0.582067,1.980000,1.898479,10.000617
cuda,CamemBert,16,2.925792,4.990523,2.027928,7.877253,3.590221,1.462668,0.290691,0.614786,5.628518,0.337970
cuda,DebertaForMaskedLM,4,7.218527,14.933706,3.032194,19.011908,4.615759,2.246450,0.335336,15.349126,0.937348,22.698041
cuda,DebertaForQuestionAnswering,8,7.245549,15.233052,3.024281,19.331434,4.598521,2.230238,0.336520,17.748431,1.812699,25.118237
cuda,DebertaV2ForMaskedLM,1,12.608634,17.915723,3.720726,23.508852,5.667921,3.082975,0.592208,36.433322,1.471674,46.145506
cuda,DebertaV2ForQuestionAnswering,2,12.562444,17.181021,4.289302,22.819926,6.537583,3.410964,0.594200,36.391030,0.574827,46.713863
cuda,DistilBertForMaskedLM,128,1.212872,3.200539,1.222077,4.947190,1.596016,0.788855,0.122503,1.402135,4.422700,1.140899
cuda,DistilBertForQuestionAnswering,256,1.234759,3.293553,1.232495,5.106570,1.630885,0.792917,0.118167,0.825387,3.923017,0.548720
cuda,DistillGPT2,16,1.393183,4.129516,1.359986,5.914839,1.604516,0.772610,0.109053,2.104327,2.267567,5.298529
cuda,ElectraForCausalLM,32,2.921425,6.757576,2.037627,10.369552,3.584282,1.525773,0.289551,3.199232,2.581002,8.950339
cuda,ElectraForQuestionAnswering,64,2.996176,5.065689,2.027828,7.890203,3.556040,1.486693,0.284567,1.688353,6.641430,1.323377
cuda,GPT2ForSequenceClassification,4,2.805161,5.059210,2.271162,7.941071,3.463365,1.396478,0.248405,1.514596,6.763123,1.235394
cuda,LayoutLMForMaskedLM,16,3.261936,5.063591,2.075366,8.091568,3.666290,1.499301,0.297526,1.697224,6.899935,1.425571
cuda,LayoutLMForSequenceClassification,16,3.220935,5.012947,2.034552,9.174575,4.243183,1.714230,0.293054,6.120485,12.414449,5.760456
cuda,M2M100ForConditionalGeneration,16,6.147421,12.526508,4.826679,20.661757,7.899469,3.586505,0.776438,4.757231,11.527728,17.953444
cuda,MBartForCausalLM,4,2.482696,6.297027,2.009936,9.825362,3.414704,1.394885,0.285351,2.197105,2.303541,7.831889
cuda,MBartForConditionalGeneration,2,6.355613,12.717046,5.483653,19.282801,9.090200,3.567546,1.128573,0.963193,0.638707,13.609145
cuda,MT5ForConditionalGeneration,16,5.540616,9.307920,3.788635,15.582202,6.370047,2.148634,0.462752,4.253615,20.173686,14.503424
cuda,MegatronBertForCausalLM,4,5.658708,9.442411,4.444865,14.454208,7.243916,2.960073,0.846926,1.113160,11.073977,0.408681
cuda,MegatronBertForQuestionAnswering,8,5.711022,9.346387,4.353805,14.166296,7.153823,2.853424,0.826718,1.241846,10.915542,0.490744
cuda,MobileBertForMaskedLM,64,13.538498,11.241790,6.515785,24.778033,13.966474,5.074517,2.822454,3.177032,24.114896,1.734375
cuda,MobileBertForQuestionAnswering,128,13.574764,11.329165,8.236864,25.626988,13.956893,5.615041,3.158319,2.595854,25.518893,1.013063
cuda,OPTForCausalLM,2,2.626643,6.051569,2.023669,9.552872,3.822315,1.562821,0.266890,2.364188,2.919026,7.983876
cuda,PLBartForCausalLM,8,1.239784,4.572562,1.210603,6.716461,1.601053,0.772885,0.116887,1.348537,1.499355,4.752572
cuda,PLBartForConditionalGeneration,4,3.341676,7.324920,2.684494,11.727462,4.629306,1.966771,0.407492,2.597717,2.664978,9.816716
cuda,PegasusForCausalLM,32,2.410269,6.529385,2.151079,10.495343,3.495785,1.492024,0.295107,2.673786,2.450533,8.889791
cuda,PegasusForConditionalGeneration,32,6.114746,11.960878,4.983459,19.953915,8.197035,3.701304,0.834709,2.286440,0.657383,15.511821
cuda,RobertaForCausalLM,16,2.878765,5.733956,2.028717,8.405468,3.593845,1.495014,0.294944,0.600267,0.715353,5.400496
cuda,RobertaForQuestionAnswering,16,2.900350,5.017639,1.999564,7.442834,3.508439,1.477876,0.286673,0.374176,4.896858
cuda,Speech2Text2ForCausalLM,256,1.401366,5.620775,0.916853,8.216479,1.632596,0.734339,0.112314,1.738139,1.331940,5.301003
cuda,T5ForConditionalGeneration,4,3.601776,7.098822,2.414328,11.138505,4.430785,1.579332,0.290531,3.061056,6.425576,9.642101
cuda,T5Small,4,3.529493,7.016069,2.383609,10.995942,4.366018,1.550936,0.285207,2.935318,6.343662,9.427579
cuda,TrOCRForCausalLM,32,2.502293,5.986762,1.931659,9.544114,3.392664,1.446386,0.282434,1.299794,1.327470,6.883020
cuda,XGLMForCausalLM,8,4.931418,11.343738,4.930187,17.827648,7.365809,2.911451,0.789367,4.725409,32.108014,16.348877
cuda,XLNetLMHeadModel,8,6.728501,83.998543,8.548717,87.093855,77.968266,3.272270,0.803813,7.943080,11.931670
cuda,YituTechConvBert,16,4.234323,8.531217,3.783019,13.962094,5.355307,2.223305,0.480734,5.978755,7.754476,15.346713
