dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,9.951098,8.679645,3.179127,1.769960,7.271756,2.830902,1.038933,0.144369,1.516445,7.458953,0.887078
cuda,AlbertForQuestionAnswering,4,9.959415,8.680423,3.132510,1.715225,7.457235,2.810501,1.013503,0.133947,1.181709,7.301512,0.504221
cuda,BartForCausalLM,4,12.983273,11.735365,5.932997,1.713442,9.117806,2.946935,1.161456,0.222489,1.436627,1.496259,6.423501
cuda,BartForConditionalGeneration,2,32.964666,29.529094,14.654819,5.194623,19.506728,8.309683,2.957961,0.825924,0.970970,1.188374,11.240535
cuda,BertForMaskedLM,16,13.400620,11.873321,5.858879,2.026520,8.360289,2.648904,1.559883,0.248187,1.879100,6.495431,1.414997
cuda,BertForQuestionAnswering,16,13.722803,12.176005,5.873644,1.983858,8.398360,2.649459,1.664344,0.242719,1.562944,6.167179,1.012496
cuda,BlenderbotSmallForCausalLM,64,8.219008,7.352854,3.416805,1.165178,5.759442,1.857613,0.862912,0.147059,2.422378,5.987445,2.090846
cuda,BlenderbotSmallForConditionalGeneration,64,19.764346,17.672780,7.825581,2.811968,12.015436,5.220115,2.047807,0.486365,2.062598,1.935467,9.208813
cuda,CamemBert,16,13.621190,12.050938,5.873754,1.801868,8.532011,2.685187,1.571155,0.247069,0.828127,5.378138,0.342850
cuda,DebertaForMaskedLM,4,25.640166,20.112348,12.261647,2.595221,15.677390,3.979028,1.940244,0.335284,18.288732,0.856708,24.539681
cuda,DebertaForQuestionAnswering,8,25.310527,19.795088,12.010664,2.540845,15.638600,3.911811,1.916517,0.325373,18.978297,1.785599,25.380445
cuda,DebertaV2ForMaskedLM,1,35.010425,26.354860,13.991024,2.957868,17.950471,4.446338,2.362148,0.561635,42.670504,1.449987,49.972614
cuda,DebertaV2ForQuestionAnswering,2,35.748407,26.725094,13.600586,3.447673,18.022321,5.234902,2.772269,0.567344,41.122211,0.506448,49.373494
cuda,DistilBertForMaskedLM,128,6.742079,6.099622,2.903820,0.946947,4.665264,1.425683,0.662619,0.110215,1.515158,4.270951,1.179411
cuda,DistilBertForQuestionAnswering,256,6.758962,6.103319,2.856917,0.947164,4.700430,1.435484,0.667252,0.110676,0.952960,3.789805,0.576483
cuda,DistillGPT2,16,8.269256,7.462735,4.514532,1.011859,6.277458,1.453900,0.684088,0.097459,2.109130,2.702295,4.931092
cuda,ElectraForCausalLM,32,15.413820,13.839674,7.711383,2.035289,11.029424,2.752416,1.288576,0.244817,3.512709,2.885634,8.957976
cuda,ElectraForQuestionAnswering,64,12.986151,11.482810,5.533829,1.766336,8.181515,2.655944,1.536550,0.253187,1.876418,6.380482,1.333234
cuda,GPT2ForSequenceClassification,4,12.322440,10.692949,4.737811,1.926774,6.847922,2.803101,1.201468,0.216202,1.475164,5.601374,1.022989
cuda,GoogleFnet,16,9.947254,8.960064,6.093173,1.097416,9.803804,1.760497,0.659385,0.112487,4.239872,1.768573,9.113919
cuda,LayoutLMForMaskedLM,16,13.830242,11.887271,5.913564,2.013084,8.484428,3.043758,1.278758,0.256028,1.898820,6.572456,1.435422
cuda,LayoutLMForSequenceClassification,16,13.845089,11.911232,5.975470,2.005399,10.128407,3.738020,1.502696,0.253706,7.139154,13.386399,6.594253
cuda,M2M100ForConditionalGeneration,16,29.685353,26.204833,12.214498,4.028237,19.163107,7.397158,3.201575,0.681307,4.019024,8.535968,15.514059
cuda,MBartForCausalLM,4,14.391634,13.145993,7.303589,1.724460,10.328547,2.817014,1.167443,0.225219,1.340478,1.335486,6.173845
cuda,MBartForConditionalGeneration,2,30.598129,27.261261,12.698087,4.792106,17.804312,7.863270,2.940565,0.843690,0.910042,0.535029,11.031180
cuda,MT5ForConditionalGeneration,16,23.362923,19.812891,8.773820,3.449958,13.730273,5.866964,1.920358,0.459719,4.103048,20.715118,12.679595
