dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,22.653519,20.800710,17.059983,11.204436,1.651700,21.051185,3.064002,1.400517,0.149112,1.814166,11.604130
cuda,AlbertForQuestionAnswering,4,22.440479,20.645404,17.063692,11.247892,1.624279,19.221609,3.009043,1.395153,0.148294,1.419706,9.703114
cuda,AllenaiLongformerBase,4,80.658527,71.188405,67.283761,45.956023,6.181838,58.824038,16.665324,5.124038,0.460057,3.089675,19.442494
cuda,BartForCausalLM,4,23.931285,20.280314,16.321022,9.588439,1.959528,15.365248,3.330794,1.553935,0.285897,1.454470,8.165509
cuda,BartForConditionalGeneration,2,51.304585,40.346547,36.618107,18.882217,5.635544,24.882252,8.632483,4.433612,1.096344,0.456952,12.389812
cuda,BertForMaskedLM,16,26.625064,22.133060,18.686193,11.295503,2.007686,19.031840,3.628727,1.641917,0.302687,5.803890,9.878718
cuda,BertForQuestionAnswering,16,26.658292,22.184049,18.747739,11.344867,1.963225,17.129502,3.273201,1.612575,0.300326,5.456138,8.105628
cuda,BlenderbotForCausalLM,4,38.763448,30.476420,27.554461,14.181439,4.322965,20.791035,6.441777,3.098208,0.703144,4.023937,11.176178
cuda,BlenderbotSmallForCausalLM,64,15.363014,12.958983,9.686650,5.046616,1.454085,9.774293,2.217988,1.072273,0.175565,6.263670,2.040674
cuda,BlenderbotSmallForConditionalGeneration,64,35.921319,29.048521,25.073236,12.966784,3.328811,19.260143,5.751495,3.028188,0.605478,1.295691,9.835073
cuda,CamemBert,16,27.803376,23.285261,19.667436,12.250932,2.019341,19.305554,3.343657,2.174896,0.298580,4.761256,9.207473
cuda,DebertaForMaskedLM,4,30.447906,25.252662,21.957062,14.989419,1.795224,24.047550,3.694300,1.980152,0.285870,1.849799,11.047833
cuda,DebertaForQuestionAnswering,8,30.666109,25.279918,21.779299,15.016891,1.768430,24.036269,3.524231,1.724311,0.283713,2.637672,10.982068
cuda,DebertaV2ForMaskedLM,1,45.611486,33.602535,30.180923,17.724634,2.877491,24.674376,4.451045,2.906486,0.555012,1.898157,10.182084
cuda,DebertaV2ForQuestionAnswering,2,42.680909,30.854366,27.432951,15.164083,3.873190,22.033472,5.062513,3.083608,0.562138,11.096216
cuda,DistilBertForMaskedLM,128,16.265534,14.504147,11.279687,7.264587,1.041134,11.542416,1.945611,0.872664,0.127884,3.755703,5.384748
cuda,DistilBertForQuestionAnswering,256,16.447127,14.685634,11.471663,7.645258,1.249449,11.956858,1.829353,1.056334,0.125539,2.935266,5.626163
cuda,DistillGPT2,16,17.226411,15.584851,12.229319,8.865719,1.065103,12.488081,2.299416,0.867037,0.112012,2.183200,4.746022
cuda,ElectraForCausalLM,32,30.166870,25.518834,22.109501,14.691386,2.039907,26.077596,3.507880,2.207076,0.299524,7.754861,13.562938
cuda,ElectraForQuestionAnswering,64,26.827381,22.360089,18.942061,11.301322,1.993556,19.823534,3.597213,1.636851,0.302625,6.087601,10.646711
cuda,GPT2ForSequenceClassification,4,23.900410,20.736940,17.311990,10.795834,2.435331,13.830689,3.792952,1.560976,0.251179,1.454123,5.583368
cuda,GoogleFnet,16,19.580925,17.562629,14.287745,10.445670,1.171180,18.310504,2.081923,0.864275,0.126292,1.761225,9.125075
cuda,LayoutLMForMaskedLM,16,29.042485,24.573545,21.145250,13.348657,2.055681,21.684964,3.897231,1.667907,0.299326,5.710160,10.527216
cuda,LayoutLMForSequenceClassification,16,28.703579,23.999333,20.582221,13.075414,2.033519,22.003392,3.353080,1.908103,0.295343,8.265341,11.095350
cuda,M2M100ForConditionalGeneration,16,53.113954,42.244400,38.854180,21.539644,4.951675,32.015924,9.290611,3.968250,0.763531,10.065347,15.729772
cuda,MBartForCausalLM,4,24.990739,21.359088,18.073950,10.826768,2.022697,16.836664,3.543133,1.621413,0.274376,1.342160,8.156527
cuda,MBartForConditionalGeneration,2,51.920742,41.125024,37.705910,19.949714,6.700912,25.505426,9.246101,4.039757,1.057310,0.467920,12.572460
cuda,MT5ForConditionalGeneration,16,42.045964,36.115166,32.603510,20.043951,3.681269,28.232636,5.567289,2.359859,0.431417,31.487056,12.673852
cuda,MegatronBertForCausalLM,4,45.562716,35.265216,31.971805,17.691980,4.317260,26.044065,7.692410,3.254061,0.744075,10.587688,12.926589
cuda,MegatronBertForQuestionAnswering,8,45.787041,36.094058,32.281101,18.067838,4.240384,26.320711,7.539770,3.182898,0.732308,9.437033,12.744735
