dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.165004
cuda,AlbertForQuestionAnswering,2,1.088154
cuda,AllenaiLongformerBase,1,1.154048
cuda,BartForCausalLM,2,1.004391
cuda,BartForConditionalGeneration,1,2.505628
cuda,BertForMaskedLM,64,1.221457
cuda,BertForQuestionAnswering,64,1.257545
cuda,BigBird,1,6.276212
cuda,BlenderbotSmallForCausalLM,64,0.740925
cuda,BlenderbotSmallForConditionalGeneration,32,1.656921
cuda,CamemBert,1,1.250985
cuda,DebertaForMaskedLM,4,2.876070
cuda,DebertaForQuestionAnswering,4,2.926777
cuda,DistilBertForMaskedLM,16,0.578548
cuda,DistilBertForQuestionAnswering,32,0.602153
cuda,DistillGPT2,1,0.725503
cuda,ElectraForCausalLM,1,1.243033
cuda,ElectraForQuestionAnswering,64,1.222930
cuda,GPT2ForSequenceClassification,4,1.350926
cuda,GoogleFnet,1,0.807546
cuda,LayoutLMForMaskedLM,16,1.405812
cuda,LayoutLMForSequenceClassification,16,1.360889
cuda,M2M100ForConditionalGeneration,2,2.438844
cuda,MBartForCausalLM,16,1.017991
cuda,MBartForConditionalGeneration,8,2.502907
cuda,MT5ForConditionalGeneration,2,2.923735
cuda,MegatronBertForCausalLM,2,2.653268
cuda,MegatronBertForQuestionAnswering,8,2.605991
cuda,MobileBertForMaskedLM,16,6.362572
cuda,MobileBertForQuestionAnswering,32,6.225510
cuda,OPTForCausalLM,4,1.044117
cuda,PLBartForCausalLM,16,0.614695
cuda,PLBartForConditionalGeneration,8,1.299355
cuda,PegasusForCausalLM,8,1.039383
cuda,PegasusForConditionalGeneration,4,2.307118
cuda,RobertaForCausalLM,4,1.250911
cuda,RobertaForQuestionAnswering,64,1.235663
cuda,Speech2Text2ForCausalLM,64,0.649810
cuda,T5ForConditionalGeneration,4,1.881773
cuda,T5Small,1,1.890096
cuda,TrOCRForCausalLM,8,0.985700
cuda,XGLMForCausalLM,1,1.967148
cuda,XLNetLMHeadModel,4,3.128849
cuda,YituTechConvBert,1,1.757847
