dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,1.595478,3.583292,1.621156,7.319082,2.403014,0.966559,0.134227,4.984090,6.786891,10.424545
cuda,AlbertForQuestionAnswering,4,1.618615,3.609366,1.595665,7.277045,2.412613,0.967906,0.131675,3.825784,5.652363,9.170950
cuda,BartForCausalLM,4,1.645497,6.022174,1.821640,8.173827,2.801840,1.068309,0.203757,4.084654,5.566322,8.146365
cuda,BartForConditionalGeneration,2,4.476686,13.693542,4.626820,18.504589,7.348773,3.264115,0.774421,8.584660,11.983803,18.252306
cuda,BertForMaskedLM,64,2.189503,7.547432,1.927680,9.377655,3.673563,1.214681,0.239380,9.630979,12.031269,13.483660
cuda,BertForQuestionAnswering,128,2.220252,7.464352,2.131404,9.202298,3.331395,1.205894,0.239086,5.604029,6.863333,9.570405
cuda,BigBird,1,9.240726,5.521194,1.231888,9.002694,2.000499,0.933251,0.181377,9.583412,14.403868,1.206275
cuda,BlenderbotSmallForCausalLM,64,1.162527,3.643942,1.306366,5.765581,2.098015,0.807278,0.136125,10.721968,14.211439,10.292746
cuda,BlenderbotSmallForConditionalGeneration,64,3.092220,7.926147,2.802959,12.309414,4.900403,2.488212,0.460902,11.896328,13.444668,19.235632
cuda,CamemBert,1,2.208966,7.078623,1.636405,8.771836,3.327034,1.041518,0.220133,2.602923,6.024256,2.218632
cuda,DebertaForMaskedLM,4,6.323897,56.655940,2.864181,60.408757,3.977671,1.879245,0.307982,20.528996,22.826280,27.383071
cuda,DebertaForQuestionAnswering,8,6.251104,49.665493,2.782018,53.003590,3.920976,1.859767,0.303482,25.951355,20.520576,32.302538
cuda,DistilBertForMaskedLM,64,0.855780,3.828104,1.266296,5.054480,1.560975,0.638510,0.107121,9.167828,11.842278,11.710811
cuda,DistilBertForQuestionAnswering,64,0.874623,3.795916,1.226182,4.940815,1.491167,0.632577,0.104017,8.155981,10.784853,10.578169
cuda,DistillGPT2,1,1.019941,4.947898,0.771510,6.663833,1.565811,0.555272,0.089522,17.679779,21.968098,20.209759
cuda,ElectraForCausalLM,32,2.265123,7.779535,1.971685,9.573569,3.479644,1.274145,0.244077,14.971432,19.596764,18.830717
cuda,ElectraForQuestionAnswering,64,2.064776,7.607339,1.917543,9.349960,3.643883,1.226092,0.241050,9.919924,11.762338,13.675072
