dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.694057,19.743426,3.475957,7.762553,4.916030,2.329057,0.185219,85.392024,76.973150
cuda,AlbertForQuestionAnswering,2,1.723577,19.341660,3.403412,7.729648,4.956580,2.355385,0.185087,22.749061,14.626716
cuda,BartForCausalLM,2,2.287283,16.345646,3.468285,7.511471,4.715542,2.351349,0.230010,57.394318,52.120455
cuda,BartForConditionalGeneration,1,6.398261,26.870014,5.700350,16.042163,10.221099,4.896710,0.615228,55.171211,50.289699
cuda,BertForMaskedLM,64,5.034022,20.077674,3.218431,8.126368,5.193705,2.456118,0.247877,58.629402,49.993302
cuda,BertForQuestionAnswering,64,5.081492,14.889907,3.106195,7.874150,5.042420,2.387129,0.241210,21.120644,17.306448
cuda,BlenderbotSmallForCausalLM,64,1.290804,15.125758,2.246519,5.470079,3.371126,1.730481,0.169804,43.721637,36.376464
cuda,BlenderbotSmallForConditionalGeneration,32,3.837371,28.564656,5.470966,13.943472,8.708140,4.509003,0.437644,93.616914,84.633850
cuda,CamemBert,1,4.966989,14.844198,2.557525,6.901156,4.457846,2.002503,0.229293,56.662048,51.371561
cuda,DistillGPT2,1,1.458511,16.424249,1.209739,3.712464,2.267508,1.136265,0.111553,45.757101,34.296359
cuda,ElectraForCausalLM,1,5.104507,13.320661,2.575906,7.007314,4.516026,2.026340,0.229947,68.748731,65.106521
cuda,ElectraForQuestionAnswering,64,5.097728,36.062418,3.161787,8.022224,5.116331,2.423020,0.240681,106.356041,81.572851
cuda,GPT2ForSequenceClassification,4,4.386061,33.331119,3.011452,8.234370,5.185751,2.553716,0.221037,66.068952,44.066841
cuda,LayoutLMForMaskedLM,16,5.241801,15.786620,3.346474,8.405211,5.390615,2.548223,0.250958,24.878820,20.944108
cuda,LayoutLMForSequenceClassification,16,5.256854,7.707677,3.168441,8.655136,5.586224,2.607748,0.250160,16.839545,21.053879
cuda,M2M100ForConditionalGeneration,2,6.290952,31.223312,8.456167,20.565495,12.658584,6.811892,0.687801,86.062071,84.091801
cuda,MBartForCausalLM,16,2.319567,13.880915,3.699691,8.188407,5.113887,2.582521,0.242440,44.880322,42.982902
cuda,MBartForConditionalGeneration,8,6.596966,33.044569,8.399421,20.759338,13.207480,6.518520,0.647553,81.717990,78.092119
cuda,MT5ForConditionalGeneration,2,5.976704,42.051893,6.238375,14.113348,8.433656,4.729584,0.539657,78.919751,57.421673
cuda,MegatronBertForCausalLM,2,16.757869,28.990739,7.152933,16.152046,10.469305,4.868176,0.485396,35.145001,29.936457
cuda,MegatronBertForQuestionAnswering,8,16.633277,27.864135,6.576821,14.911730,9.775627,4.378760,0.449994,27.860274,21.675894
cuda,MobileBertForMaskedLM,16,66.741226,28.613117,8.482902,25.122386,15.457830,8.131277,1.062221,90.404353,95.709973
cuda,MobileBertForQuestionAnswering,32,67.562459,27.402086,8.448268,24.946849,15.386351,8.059624,1.036469,70.586044,76.890841
cuda,PLBartForCausalLM,16,0.906641,11.862101,1.838951,4.339755,2.509392,1.371808,0.123439,28.834839,23.198913
cuda,PLBartForConditionalGeneration,8,2.978095,19.855225,4.670475,10.937051,6.694886,3.639182,0.344939,86.170980,82.052219
cuda,PegasusForCausalLM,8,2.064645,14.337843,3.568743,8.343852,5.213375,2.610540,0.246740,25.584962,23.257860
cuda,PegasusForConditionalGeneration,4,6.074381,32.908814,9.013805,21.681275,13.512416,7.087460,0.688026,83.059663,81.110414
cuda,RobertaForCausalLM,4,5.096457,23.073462,3.613590,8.143497,5.221459,2.467214,0.243577,30.508093,19.288125
cuda,RobertaForQuestionAnswering,64,5.075928,9.544150,3.201021,8.078120,5.192304,2.437189,0.247694,9.518324,11.348667
cuda,Speech2Text2ForCausalLM,64,0.868017,15.773272,1.576692,4.486893,2.691370,1.485312,0.136488,47.203478,37.537819
cuda,T5ForConditionalGeneration,4,4.517759,35.387086,4.065450,10.018239,6.010550,3.397234,0.382499,166.011970,144.847250
cuda,T5Small,1,4.364293,23.659901,2.732119,7.338375,4.345637,2.421268,0.355103,226.518671,213.066495
cuda,TrOCRForCausalLM,8,2.243401,5.292392,3.267153,7.807862,5.044210,2.343345,0.227746,16.244755,22.121726
cuda,XGLMForCausalLM,1,6.132134,23.935874,5.000462,22.177154,8.970092,4.040595,0.469287,41.898832,45.338474
cuda,XLNetLMHeadModel,4,14.221181,16.196223,9.640428,24.467908,12.269017,10.561095,0.578340,18.607301
cuda,YituTechConvBert,1,8.213644,42.653825,3.738653,10.392663,6.638288,3.153059,0.340558,86.898069,58.513916
