dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,0.7776
cuda,AlbertForQuestionAnswering,2,0.7820
cuda,AllenaiLongformerBase,1,1.0568
cuda,BartForCausalLM,2,0.7669
cuda,BartForConditionalGeneration,1,0.9895
cuda,BertForMaskedLM,64,0.7335
cuda,BertForQuestionAnswering,64,0.7425
cuda,BigBird,1,0.8448
cuda,BlenderbotSmallForCausalLM,64,0.7495
cuda,BlenderbotSmallForConditionalGeneration,32,0.9298
cuda,CamemBert,1,1.7643
cuda,DebertaForMaskedLM,4,0.9902
cuda,DebertaForQuestionAnswering,4,1.2537
cuda,DistilBertForMaskedLM,16,1.0256
cuda,DistilBertForQuestionAnswering,32,0.9321
cuda,DistillGPT2,1,1.4089
cuda,ElectraForCausalLM,1,2.0610
cuda,ElectraForQuestionAnswering,64,0.7371
cuda,GPT2ForSequenceClassification,0,0.0000
cuda,LayoutLMForMaskedLM,16,0.7362
cuda,LayoutLMForSequenceClassification,16,0.7430
cuda,M2M100ForConditionalGeneration,2,1.6695
cuda,MBartForCausalLM,16,0.8394
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,2,1.9831
cuda,MegatronBertForCausalLM,2,1.9937
cuda,MegatronBertForQuestionAnswering,8,1.4828
cuda,MobileBertForMaskedLM,16,2.0851
cuda,MobileBertForQuestionAnswering,32,1.8446
cuda,OPTForCausalLM,4,1.7157
cuda,PLBartForCausalLM,16,0.9158
cuda,PLBartForConditionalGeneration,0,0.0000
cuda,PegasusForCausalLM,8,1.0538
cuda,PegasusForConditionalGeneration,4,1.6038
cuda,RobertaForCausalLM,4,1.9291
cuda,RobertaForQuestionAnswering,64,0.7452
cuda,Speech2Text2ForCausalLM,64,0.9258
cuda,T5ForConditionalGeneration,4,0.8250
cuda,T5Small,1,1.1716
cuda,TrOCRForCausalLM,8,1.1257
cuda,XGLMForCausalLM,1,1.5978
cuda,XLNetLMHeadModel,4,0.8056
cuda,YituTechConvBert,1,2.3196
