dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.460665,9.116504,3.478206,1.883454,7.576691,3.098525,1.040787,0.138392,6.059127,0.923119
cuda,AlbertForQuestionAnswering,4,10.696582,9.296897,3.496596,1.856637,8.024207,3.345278,1.051680,0.137807,6.464850,0.536893
cuda,AllenaiLongformerBase,4,54.403722,47.455676,28.823912,7.254969,35.150277,15.767923,5.005157,0.410942,0.668964,13.898257
cuda,BartForCausalLM,4,13.209067,11.682060,5.951207,1.819723,9.260430,2.930812,1.241640,0.235738,1.424196,5.210861
cuda,BartForConditionalGeneration,2,32.558463,28.840133,13.874498,5.564991,19.482262,8.073971,3.088451,0.884036,1.221164,11.386656
cuda,BertForMaskedLM,16,13.853145,12.010349,5.928948,2.402190,8.190363,2.698233,1.262974,0.254212,4.755337,1.468059
cuda,BertForQuestionAnswering,16,13.632580,11.897485,5.987711,2.263892,8.157925,2.676371,1.254115,0.245715,4.522004,1.036435
cuda,BlenderbotForCausalLM,4,24.436717,21.661627,10.220900,3.979473,14.999992,6.099775,2.445671,0.601701,4.043618,8.919344
cuda,BlenderbotSmallForCausalLM,64,8.190000,7.281646,3.268755,1.385337,5.685913,2.089453,0.860879,0.146172,3.858288,2.075430
cuda,BlenderbotSmallForConditionalGeneration,64,20.916564,18.475099,8.462837,3.292061,12.749203,5.328636,2.086926,0.498934,1.822677,7.721446
cuda,CamemBert,16,13.553037,11.819235,5.873698,2.297465,8.069643,2.679879,1.244087,0.248272,4.580968,0.370666
cuda,DebertaForMaskedLM,4,25.854124,20.347771,12.033953,2.754335,15.673069,3.926139,2.122892,0.319313,0.828580,6.598419
cuda,DebertaForQuestionAnswering,8,26.074234,20.461828,12.028479,2.621373,16.092595,4.072785,2.138533,0.327929,1.792905,6.893345
cuda,DebertaV2ForMaskedLM,1,36.086110,27.159451,14.077121,2.917521,18.049127,4.605491,2.145404,0.534261,1.481585,7.219058
cuda,DebertaV2ForQuestionAnswering,2,35.770804,26.974958,14.244256,4.017593,18.447349,5.365271,2.911928,0.552444,0.487967,8.550096
cuda,DistilBertForMaskedLM,128,6.869496,6.202849,2.979382,1.195014,4.774230,1.432735,0.671380,0.110856,3.035960,1.188851
cuda,DistilBertForQuestionAnswering,256,7.095035,6.407135,3.131110,0.979809,5.015594,1.452999,0.674458,0.111838,2.908270,0.586633
cuda,DistillGPT2,16,8.602347,7.765912,4.719780,1.045833,6.506368,1.649603,0.678992,0.101566,2.661131,2.873706
cuda,ElectraForCausalLM,32,15.812932,13.956408,7.868883,2.300959,11.146262,2.842702,1.331848,0.254138,2.587715,5.669304
cuda,ElectraForQuestionAnswering,64,13.804835,11.913144,5.724397,1.855509,8.136983,2.693733,1.249372,0.245537,4.786005,1.319103
cuda,GPT2ForSequenceClassification,4,12.107938,10.298492,4.699936,1.997231,7.085388,3.023537,1.201074,0.215505,4.462695,1.022391
cuda,GoogleFnet,16,10.139586,9.192964,6.107635,1.146024,10.046832,1.958404,0.657932,0.110540,1.763979,5.143309
cuda,LayoutLMForMaskedLM,16,42.769439,40.795679,34.552211,1.908216,37.217672,2.751957,1.270460,0.251144,1.847567,4.934304
cuda,LayoutLMForSequenceClassification,16,42.814223,40.836018,34.774716,2.071206,38.934646,3.727621,1.486590,0.248424,6.903259,6.558621
cuda,M2M100ForConditionalGeneration,16,31.135955,27.443386,12.543932,4.205444,20.321316,8.304144,3.218232,0.685836,8.662139,12.192483
cuda,MBartForCausalLM,4,14.726856,13.234108,7.423697,2.095659,10.477733,2.988587,1.287371,0.239475,1.332621,5.232207
cuda,MBartForConditionalGeneration,2,31.527754,27.930856,12.898727,5.221710,18.451855,8.071489,3.139509,0.924604,0.506616,11.296159
cuda,MT5ForConditionalGeneration,16,23.515188,19.973718,8.840327,3.609903,13.824399,5.889229,1.917562,0.455058,20.551557,8.762445
cuda,MegatronBertForCausalLM,4,23.318840,19.940770,7.886269,4.166273,11.966871,6.104879,2.443768,0.661416,8.417376,0.415827
cuda,MegatronBertForQuestionAnswering,8,23.221176,19.858988,8.025905,4.172792,11.887339,6.177119,2.443407,0.654431,8.467165,0.604097
cuda,MobileBertForMaskedLM,64,34.673783,27.644735,7.345455,6.136169,19.193920,9.557829,4.355078,2.381599,18.298331,1.744324
cuda,MobileBertForQuestionAnswering,128,34.617629,27.541217,7.268509,6.126015,19.037061,9.500646,4.313812,2.370737,18.202755,1.015883
cuda,OPTForCausalLM,2,13.543310,12.155273,6.272562,2.084677,9.087740,3.367834,1.344380,0.236814,1.651180,4.979261
cuda,PLBartForCausalLM,8,8.537852,7.819254,4.529504,1.014876,6.824098,1.566983,0.697597,0.112546,1.185483,3.354144
cuda,PLBartForConditionalGeneration,4,17.363862,15.394062,7.328486,2.810934,11.693028,4.275300,2.071427,0.359827,1.675281,7.288614
cuda,PegasusForCausalLM,32,13.493276,12.083396,6.272515,1.945861,9.834539,3.152966,1.302169,0.242000,1.589172,5.595483
cuda,PegasusForConditionalGeneration,32,29.968483,26.496216,11.478310,4.387610,17.691735,7.870187,3.153985,0.673568,0.677292,10.812780
cuda,RobertaForCausalLM,16,13.872216,12.098177,6.034072,1.888372,8.431634,2.779039,1.290216,0.251394,0.749578,4.806845
cuda,RobertaForQuestionAnswering,16,13.661614,11.889578,5.880608,2.292317,8.005542,2.700530,1.257535,0.244130,4.504575
cuda,Speech2Text2ForCausalLM,256,8.519647,7.749799,4.886246,1.048934,7.709800,1.364274,0.655891,0.105711,1.105263,3.915142
cuda,T5ForConditionalGeneration,4,17.117967,14.570622,6.927208,2.548935,10.541049,4.060432,1.417605,0.284542,5.824591,6.280854
cuda,T5Small,4,17.004741,14.483048,6.840596,2.255773,10.782255,4.336986,1.405124,0.291927,5.840691,6.312242
cuda,TrOCRForCausalLM,32,13.156160,11.651070,5.877445,2.049783,9.098279,2.726352,1.266056,0.240464,1.101200,5.354383
cuda,XGLMForCausalLM,8,27.666974,24.806228,12.184130,4.509738,18.183183,7.597142,2.710833,0.719007,22.204250,10.963216
cuda,XLNetLMHeadModel,8,46.459255,42.311362,23.630527,7.106369,27.419293,11.205462,2.914938,0.776627,7.897040,11.485226
cuda,YituTechConvBert,16,20.618837,18.099937,8.911152,3.387240,14.079922,4.851710,1.894009,0.421776,8.132540,8.691279
