dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,25.740772,23.002327,20.375640,12.648239,2.111852,23.592422,3.076145,1.838685,0.157884,2.956902,7.471228,16.175210
cuda,AlbertForQuestionAnswering,4,23.906328,21.369237,18.708629,11.110643,2.099204,21.122750,3.082733,1.835769,0.156879,0.950258,3.830652,13.228681
cuda,AllenaiLongformerBase,4,81.853127,70.419476,67.364345,42.632381,8.637780,57.041903,21.576611,7.799196,0.449491,16.580942,5.443518,40.370364
cuda,BartForCausalLM,4,29.788589,23.676901,20.443650,12.731977,1.911386,20.158849,3.376237,2.147963,0.219168,4.386896,2.767589,13.928277
cuda,BartForConditionalGeneration,2,52.703581,41.002978,38.167477,17.257468,4.903211,25.718757,10.040387,4.868909,1.282975,0.819426,0.425315,14.661987
cuda,BertForMaskedLM,16,28.131810,22.305060,19.545328,10.937061,2.044303,18.743570,4.246381,2.032115,0.312622,0.553961,6.853613,10.596667
cuda,BertForQuestionAnswering,16,28.036258,22.205446,19.411507,10.782689,1.989496,17.371985,4.162480,1.998539,0.307507,0.209047,6.447818,8.976921
cuda,BlenderbotSmallForCausalLM,64,21.524070,17.298411,14.056432,8.861383,1.316196,16.423339,2.405016,1.471951,0.147434,3.956010,2.908215,12.973682
cuda,BlenderbotSmallForConditionalGeneration,64,37.018754,29.618449,26.084403,12.278672,3.328459,19.347792,6.498416,3.277914,0.676630,1.589255,2.318511,12.295282
cuda,CamemBert,16,27.942098,22.166774,19.400175,10.907212,2.027255,17.049103,4.184898,2.001364,0.309575,0.570919,5.519813,8.932132
cuda,DebertaForMaskedLM,4,33.625243,26.864460,23.318221,15.887107,2.089908,25.272135,3.986032,2.295890,0.302665,15.625152,3.281440,27.396532
cuda,DebertaForQuestionAnswering,8,31.332985,24.557172,21.646656,14.192751,2.079720,23.310754,3.962629,2.264798,0.298037,16.456499,4.166514,27.947394
cuda,DebertaV2ForMaskedLM,1,47.500004,32.903502,29.989118,15.466604,2.962183,24.422256,5.313006,3.565563,0.591998,35.977720,1.346369,48.467031
cuda,DebertaV2ForQuestionAnswering,2,45.373857,30.905133,28.020768,13.550241,3.392273,22.789490,6.403608,4.107995,0.603116,36.503160,49.708961
cuda,DistilBertForMaskedLM,128,16.933911,14.536127,11.706728,7.399307,1.260824,11.351084,1.979422,1.091803,0.125460,3.578849,9.163372,8.888761
