dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.048947,18.927236,14.400551,1.606375,4.462476,3.026074,0.953452,0.134322,66.201878,57.964480
cuda,AlbertForQuestionAnswering,2,1.047275,21.271775,16.695520,1.578711,4.403049,3.049697,0.966827,0.134223,19.163731,8.544909
cuda,AllenaiLongformerBase,1,3.860575,73.901314,61.312608,4.916046,11.918279,8.032908,3.033425,0.209218,105.751000,61.501828
cuda,BartForCausalLM,2,0.982479,15.221103,10.460623,1.829561,4.382271,2.925881,1.087625,0.156752,41.321108,37.175408
cuda,BartForConditionalGeneration,1,2.757445,34.729715,21.442723,3.444353,24.922569,6.924670,2.260473,0.376780,7.469209
cuda,BertForMaskedLM,64,1.245761,21.963915,16.992333,1.935935,4.940039,3.292187,1.215257,0.174736,56.321793,46.313990
cuda,BertForQuestionAnswering,64,1.194261,17.020621,12.276260,1.852731,4.718602,3.156285,1.169860,0.169934,15.538634,9.940873
cuda,BigBird,1,6.632001,58.249454,39.635096,7.626045,17.880201,11.514884,5.229653,0.580137,99.347121,85.722508
cuda,BlenderbotSmallForCausalLM,64,0.680213,12.812678,9.634385,1.141879,3.150613,2.042946,0.796320,0.111612,27.870689,22.599214
cuda,BlenderbotSmallForConditionalGeneration,32,1.910199,20.253572,11.801716,2.877181,7.685887,5.170300,1.952330,0.279659,51.642926,50.579324
cuda,CamemBert,1,1.191630,14.461464,9.660389,1.538282,4.289829,2.888050,1.005300,0.162956,45.016333,41.289139
cuda,DebertaForMaskedLM,4,2.944594,39.214863,34.265993,2.555627,5.835159,3.716508,1.588448,0.265706,64.689395,39.012110
cuda,DebertaForQuestionAnswering,4,3.053043,42.619067,37.564260,2.567394,5.837903,3.730050,1.597465,0.270803,46.845592,17.886898
cuda,DistilBertForMaskedLM,16,0.494596,9.529029,6.904355,0.984069,2.709717,1.771059,0.650739,0.087700,10.760224,7.605461
cuda,DistilBertForQuestionAnswering,32,0.502006,16.914874,14.337899,0.955095,2.633994,1.715184,0.634495,0.085474,26.584065,15.892492
cuda,DistillGPT2,1,0.658457,14.381023,12.387546,0.644075,2.040961,1.277534,0.493767,0.072271,38.910259,29.251969
cuda,ElectraForCausalLM,1,1.212624,13.652263,8.786704,1.580558,4.356746,2.907696,1.030545,0.165937,54.513737,51.770845
cuda,ElectraForQuestionAnswering,64,1.217925,33.223471,28.391448,1.692188,5.025038,3.187064,1.403728,0.175585,79.545525,58.172820
cuda,GPT2ForSequenceClassification,4,1.305030,19.587463,15.516989,1.480076,4.342065,2.907718,1.038279,0.143606,42.085133,32.482413
cuda,LayoutLMForMaskedLM,16,1.525423,15.149947,10.286118,1.724922,5.129060,3.279236,1.435300,0.176986,17.854603,14.755645
cuda,LayoutLMForSequenceClassification,16,1.477878,11.027708,6.265751,1.848838,5.147024,3.498007,1.242316,0.174179,15.185555,16.022615
cuda,M2M100ForConditionalGeneration,2,2.569235,31.042800,20.216304,3.634332,10.824878,7.000288,2.838063,0.418327,70.285336,64.766057
cuda,MBartForCausalLM,16,0.987259,11.865126,7.102050,1.862618,4.632231,3.074777,1.155917,0.161843,33.089465,32.586638
cuda,MT5ForConditionalGeneration,2,3.084147,26.669837,18.389709,2.564116,6.666024,4.453122,1.552505,0.282484,74.931018,66.198243
cuda,MegatronBertForCausalLM,2,2.767356,31.122655,21.000383,3.666650,9.815960,6.836739,2.309875,0.334548,30.264652,22.962652
cuda,MegatronBertForQuestionAnswering,8,2.692705,29.923944,19.844325,3.380341,9.284651,6.532002,2.113993,0.320417,40.760039,33.794919
cuda,MobileBertForMaskedLM,16,6.582293,45.431653,24.759375,4.427776,17.291094,12.092872,3.985766,0.710826,82.689403,80.418625
cuda,MobileBertForQuestionAnswering,32,6.694808,42.859435,21.721611,4.940627,17.727207,12.390400,4.101802,0.716482,59.498002,60.832519
cuda,PLBartForCausalLM,16,0.530745,9.195320,6.724832,0.930105,2.337847,1.469632,0.616511,0.084715,13.359545,9.953383
cuda,PegasusForCausalLM,8,1.025623,14.335401,9.675956,1.641060,4.780480,3.260248,1.111171,0.161132,21.804370,18.654728
cuda,PegasusForConditionalGeneration,4,2.456474,31.906430,19.791595,4.320894,11.104153,7.437092,2.845534,0.419646,63.287948,59.190838
cuda,RobertaForCausalLM,4,1.227418,22.024140,17.089272,2.039877,4.941184,3.329467,1.213076,0.172250,23.219846,13.222123
cuda,RobertaForQuestionAnswering,64,1.228051,9.577536,4.664669,1.861856,4.732038,3.167572,1.179374,0.171828,2.784261,4.820408
cuda,Speech2Text2ForCausalLM,64,0.580177,15.940395,14.062418,0.798931,2.437737,1.542579,0.621030,0.090214,43.051683,32.273548
cuda,T5ForConditionalGeneration,4,2.014250,22.188791,16.331176,1.702015,4.713435,3.088073,1.110904,0.201977,59.078930,49.277397
cuda,T5Small,1,1.995900,15.004794,9.222993,1.274289,4.175976,2.769833,0.910196,0.189916,50.467487,46.807533
cuda,TrOCRForCausalLM,8,0.948223,8.860331,4.121727,1.788817,4.297957,2.901246,1.059562,0.152924,13.245947,15.310334
cuda,YituTechConvBert,1,1.941153,32.350111,24.900234,2.151799,6.525100,4.459393,1.541880,0.239924,64.098634,48.035462
