dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,AlbertForMaskedLM,4,1,1,468,468,1.0000,0.9974,2.0295
cuda,AlbertForQuestionAnswering,4,1,1,464,464,1.0000,0.9977,2.0544
cuda,AllenaiLongformerBase,1,4,4,3279,3281,0.9994,0.9951,9.6473
cuda,BartForCausalLM,8,1,1,499,499,1.0000,0.9986,2.6077
cuda,BartForConditionalGeneration,2,1,1,1306,1306,1.0000,0.9991,10.2901
cuda,BertForMaskedLM,64,1,1,398,398,1.0000,0.9974,5.1229
cuda,BertForQuestionAnswering,64,1,1,398,398,1.0000,0.9973,5.1394
cuda,BigBird,1,64,75,5452,5540,0.9841,0.9712,7.7272
cuda,BlenderbotSmallForCausalLM,64,1,1,341,341,1.0000,0.9964,1.5227
cuda,BlenderbotSmallForConditionalGeneration,64,1,1,866,866,1.0000,0.9987,5.4686
cuda,CamemBert,1,1,1,410,410,1.0000,0.9976,5.0248
cuda,DebertaForMaskedLM,16,111,51,779,818,0.9523,0.7741,3.4742
cuda,DebertaForQuestionAnswering,16,111,51,786,830,0.9470,0.7757,3.4476
cuda,DebertaV2ForMaskedLM,4,163,99,948,1028,0.9222,0.7850,6.2526
cuda,DebertaV2ForQuestionAnswering,4,163,99,961,1042,0.9223,0.7856,6.2121
cuda,DistilBertForMaskedLM,32,1,1,234,234,1.0000,0.9959,1.1328
cuda,DistilBertForQuestionAnswering,32,1,1,239,239,1.0000,0.9964,1.0911
cuda,DistillGPT2,1,1,1,389,389,1.0000,0.9959,1.6741
cuda,ElectraForCausalLM,32,1,1,420,420,1.0000,0.9975,5.1720
cuda,ElectraForQuestionAnswering,64,1,1,411,411,1.0000,0.9978,5.1814
cuda,GPT2ForSequenceClassification,4,2,2,741,742,0.9987,0.9988,4.4685
cuda,GPTNeoForCausalLM,4,1,1,1271,1271,1.0000,0.9996,7.4260
cuda,GPTNeoForSequenceClassification,4,2,2,1273,1274,0.9992,0.9996,7.4606
cuda,GoogleFnet,1,27,27,241,281,0.8577,0.8287,0.9798
cuda,LayoutLMForMaskedLM,16,1,1,458,459,0.9978,0.9980,5.4094
cuda,LayoutLMForSequenceClassification,16,2,2,454,454,1.0000,0.9972,5.2360
cuda,M2M100ForConditionalGeneration,4,7,7,1280,1282,0.9984,0.9980,6.3188
cuda,MBartForCausalLM,16,1,1,503,503,1.0000,0.9983,2.5679
cuda,MBartForConditionalGeneration,8,1,1,1325,1325,1.0000,0.9992,10.4810
cuda,MT5ForConditionalGeneration,4,1,1,1240,1240,1.0000,0.9988,13.3277
cuda,MegatronBertForCausalLM,8,1,1,785,785,1.0000,0.9988,16.6095
cuda,MegatronBertForQuestionAnswering,8,1,1,787,787,1.0000,0.9986,16.4775
cuda,MobileBertForMaskedLM,16,1,1,1635,1635,1.0000,0.9992,67.2705
cuda,MobileBertForQuestionAnswering,32,1,1,1619,1619,1.0000,0.9992,67.2157
cuda,OPTForCausalLM,16,1,1,603,603,1.0000,0.9989,2.6075
cuda,PLBartForCausalLM,16,1,1,261,261,1.0000,0.9975,1.2768
cuda,PLBartForConditionalGeneration,8,1,1,690,690,1.0000,0.9984,3.7510
cuda,PegasusForCausalLM,16,4,4,512,514,0.9961,0.9967,2.4324
cuda,PegasusForConditionalGeneration,8,7,7,1259,1262,0.9976,0.9977,6.4124
cuda,RobertaForCausalLM,64,1,1,417,417,1.0000,0.9974,5.1322
cuda,RobertaForQuestionAnswering,64,1,1,401,401,1.0000,0.9975,5.1433
cuda,Speech2Text2ForCausalLM,64,4,4,275,277,0.9928,0.9979,1.1804
cuda,T5ForConditionalGeneration,4,1,1,866,866,1.0000,0.9987,7.7014
cuda,T5Small,1,1,1,864,864,1.0000,0.9981,7.5321
cuda,TrOCRForCausalLM,16,1,1,501,501,1.0000,0.9982,2.4689
cuda,XGLMForCausalLM,4,4,4,998,999,0.9990,0.9978,6.2347
cuda,XLNetLMHeadModel,8,1,1,975,975,1.0000,0.9992,14.6571
cuda,YituTechConvBert,1,1,1,642,642,1.0000,0.9985,8.3654
