dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,25.170867,22.827123,19.908899,12.449707,2.078438,23.242065,3.033083,1.575881,0.159852,7.887137,13.237731
cuda,AlbertForQuestionAnswering,4,23.592487,21.409202,18.493583,10.874761,2.094383,20.320951,3.200894,1.545780,0.155850,3.774267,11.697997
cuda,AllenaiLongformerBase,4,80.920484,71.510584,68.331232,43.716835,8.777597,57.999555,21.613405,8.429346,0.451007,5.328287,24.328972
cuda,BartForCausalLM,4,25.802845,22.301303,19.198329,11.438572,1.862618,18.455787,3.830398,2.081865,0.217974,2.834209,9.064943
cuda,BartForConditionalGeneration,2,47.600406,40.172761,37.132636,16.510274,5.379063,25.109267,9.880265,4.814616,1.362493,0.452791,14.445219
cuda,BertForMaskedLM,16,26.721153,22.298482,19.270222,10.814545,2.263752,18.303576,3.876689,2.001164,0.309449,6.745959,9.938435
cuda,BertForQuestionAnswering,16,26.727674,22.320983,19.283587,10.828313,2.220056,17.215465,3.817667,1.976341,0.308861,6.400048,8.793778
cuda,BlenderbotForCausalLM,4,37.234573,30.335511,27.301575,12.215746,4.106465,22.069626,7.271312,4.152989,0.442788,8.982747,14.329369
cuda,BlenderbotSmallForCausalLM,64,19.929109,17.124812,13.802485,8.355357,1.304915,15.755878,2.346632,1.715638,0.152024,3.001725,8.832609
cuda,BlenderbotSmallForConditionalGeneration,64,33.038564,27.847244,25.149227,11.437423,3.771209,17.675399,6.188925,3.278678,0.712450,2.266669,10.316154
cuda,CamemBert,16,27.029735,22.570573,19.368477,10.851823,2.237384,16.799465,3.832806,1.995587,0.315453,5.449400,8.371413
cuda,DebertaForMaskedLM,4,30.608840,25.175691,21.855940,14.434681,2.379630,23.576103,4.100218,2.219534,0.299817,2.953224,11.786054
cuda,DebertaForQuestionAnswering,8,30.720458,25.300939,21.943555,14.294994,1.974114,24.684459,4.102194,2.422365,0.297068,3.860129,12.630006
cuda,DebertaV2ForMaskedLM,1,44.371490,32.381467,29.219933,15.204664,2.771313,24.947249,5.644241,3.859330,0.587631,1.402383,13.017735
cuda,DebertaV2ForQuestionAnswering,2,42.534988,30.764549,27.621874,13.574741,3.219254,23.684972,6.928669,4.588450,0.599946,13.829842
cuda,DistilBertForMaskedLM,128,16.477892,14.841572,11.640178,7.300169,1.255646,11.607798,2.165981,1.095646,0.129303,8.877292,5.659802
cuda,DistilBertForQuestionAnswering,256,16.332160,14.722479,11.607754,7.298962,1.255699,11.880469,2.208806,1.075501,0.123482,10.500280,5.934243
cuda,DistillGPT2,16,14.891181,13.256001,10.021373,6.144968,1.206341,10.486572,2.357341,1.021183,0.120226,2.372376,5.641922
cuda,ElectraForCausalLM,32,32.281880,27.804196,24.465974,15.896070,2.305950,29.161096,4.104445,2.089069,0.318290,14.267863,15.763370
cuda,ElectraForQuestionAnswering,64,26.265862,22.163654,18.821096,10.329258,2.000760,20.659677,4.127097,1.986220,0.317422,6.896194,12.516414
cuda,GPT2ForSequenceClassification,4,22.419689,19.229811,15.858896,8.265639,2.307798,12.675312,4.099559,1.874801,0.282326,2.256552,6.913538
cuda,LayoutLMForMaskedLM,16,28.659715,24.279471,21.099810,12.321449,2.317717,20.674628,3.977316,2.060218,0.318256,6.683162,10.866020
cuda,LayoutLMForSequenceClassification,16,27.894694,23.911493,20.687874,12.010733,2.009264,21.407759,4.194380,2.043049,0.313251,8.846065,11.596813
cuda,M2M100ForConditionalGeneration,16,53.809069,43.882790,40.741046,19.611021,4.853776,33.505023,9.461755,5.568688,0.698813,23.977076,19.215406
cuda,MBartForCausalLM,4,26.320387,22.802933,19.709245,11.715609,2.216488,20.266382,3.375275,2.321821,0.228910,2.816796,10.954931
cuda,MBartForConditionalGeneration,2,49.777690,41.563790,38.531976,17.769577,5.343477,27.781965,10.395376,5.074046,1.480954,0.400731,16.262699
cuda,MT5ForConditionalGeneration,16,43.539442,37.939744,34.857405,20.965972,3.756278,31.907689,6.858522,2.721300,0.419036,72.576234,15.039538
cuda,MegatronBertForCausalLM,4,43.925642,34.766769,32.105005,15.076259,4.349861,25.651610,8.699547,4.133476,1.023276,12.488435,15.703846
cuda,MegatronBertForQuestionAnswering,8,43.001322,34.508532,31.802384,14.984070,4.195198,24.887971,8.483981,4.047770,0.991596,10.823533,14.878607
cuda,MobileBertForMaskedLM,64,68.518627,53.307456,50.235801,20.072867,6.301780,41.197221,15.042433,7.686985,4.201413,45.771376,28.722409
cuda,MobileBertForQuestionAnswering,128,69.247220,54.211851,51.197488,21.171144,6.927491,43.833044,14.983012,7.749889,4.282445,38.251015,30.248369
cuda,OPTForCausalLM,2,23.216462,19.804147,16.639548,8.920260,2.040353,16.371028,3.973372,2.457251,0.224424,2.656217,9.673940
cuda,PLBartForCausalLM,8,19.150927,16.998281,14.149350,9.871649,1.086342,15.256965,2.280879,1.136662,0.115615,1.884837,6.572156
cuda,PLBartForConditionalGeneration,4,35.130280,29.435171,26.713202,15.546107,3.031066,23.792555,4.911766,2.766102,0.305393,3.812335,11.524539
cuda,PegasusForCausalLM,32,24.497078,20.873277,18.086294,9.754252,2.040945,17.380923,3.822946,2.149906,0.230935,3.468804,9.860982
cuda,PegasusForConditionalGeneration,32,46.497775,41.771918,38.896498,17.785693,5.342497,28.681854,9.168113,5.364326,1.004305,2.383720,16.696121
cuda,RobertaForCausalLM,16,29.766113,25.145160,21.978905,13.011760,2.311910,18.583698,3.996746,2.044508,0.315231,5.778075,8.075097
cuda,RobertaForQuestionAnswering,16,26.648948,22.522047,19.472642,10.970991,2.021389,16.049692,4.155107,1.995117,0.311263,5.108914,7.289092
cuda,Speech2Text2ForCausalLM,256,19.028343,16.846224,13.916325,9.791503,0.920092,15.694697,1.828944,1.274586,0.117016,3.915224,6.919293
cuda,T5ForConditionalGeneration,4,33.519330,29.125820,26.063635,16.473768,2.761074,23.846998,4.510641,1.999538,0.276905,11.535089,10.373283
cuda,T5Small,4,33.555477,29.165469,26.096418,16.504043,2.698883,23.929541,4.340854,1.993114,0.276508,11.320811,10.590223
cuda,TrOCRForCausalLM,32,26.524471,23.010522,19.954160,12.131606,1.839269,19.777077,3.896963,2.099040,0.219430,1.804945,9.669822
cuda,XGLMForCausalLM,8,41.257979,34.887704,31.756874,15.681783,4.700025,27.072466,8.166547,4.733217,0.460973,5.375157,16.479868
cuda,XLNetLMHeadModel,8,62.640994,53.881988,51.077278,26.839330,7.065267,34.074963,17.354882,6.318986,0.527546,3.640941,14.881221
cuda,YituTechConvBert,16,37.526506,31.538215,28.130216,15.512424,3.826206,27.798271,6.219743,3.246417,0.565345,19.270101,16.663322
