dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.159264,12.073303,4.521810,1.938642,9.463813,3.612412,1.323050,0.161912,1.285370,1.420113,8.259769
cuda,AlbertForQuestionAnswering,4,14.330600,12.242443,4.577875,1.921640,9.366798,3.570314,1.306073,0.155544,0.917696,1.059309,7.723962
cuda,BartForCausalLM,4,18.796979,15.345746,6.840413,2.169527,10.274065,4.154330,1.907247,0.349805,2.100016,2.381327,7.819981
cuda,BartForConditionalGeneration,2,48.621620,40.115586,17.868261,6.026678,23.826925,11.407003,4.743763,1.389268,0.867789,1.335084,13.159345
cuda,BertForMaskedLM,16,19.333380,15.683982,6.570453,2.266423,9.720474,4.476729,1.925023,0.352238,1.775624,2.164771,7.316176
cuda,BertForQuestionAnswering,16,19.357551,15.730498,6.589129,2.221098,9.712816,4.417109,1.903449,0.340029,1.365035,1.746377,6.831393
cuda,BlenderbotSmallForCausalLM,64,12.253941,9.797354,4.012379,1.416598,6.346556,2.561613,1.287640,0.199231,2.749758,6.581958,2.472761
cuda,BlenderbotSmallForConditionalGeneration,64,32.247949,26.424648,11.666875,3.934696,15.831400,7.617287,3.243430,0.736818,1.875380,1.826003,10.176824
cuda,CamemBert,16,19.277537,15.654634,6.543938,2.261193,9.677393,4.432322,1.922391,0.350562,0.679492,1.055744,6.195634
cuda,DebertaForMaskedLM,4,29.442671,22.269372,11.949005,3.095632,15.763463,5.785679,2.763659,0.402334,16.459974,2.616850,23.655121
cuda,DebertaForQuestionAnswering,8,29.795716,22.689933,12.482526,3.023211,16.236438,5.712167,2.719202,0.399329,16.541536,3.014012,23.595375
cuda,DebertaV2ForMaskedLM,1,46.655293,33.097303,15.265059,4.607247,18.652061,7.227183,3.802651,0.705589,34.294923,1.682027,42.754223
cuda,DebertaV2ForQuestionAnswering,2,46.615292,33.085697,15.221815,5.107139,19.471615,8.539120,4.387351,0.721981,34.422398,0.573766,44.249828
cuda,DistilBertForMaskedLM,128,11.350748,9.682920,4.847187,1.353367,6.660638,2.173175,1.050333,0.152041,1.532445,4.025871,4.768667
cuda,DistilBertForQuestionAnswering,256,11.451188,9.853240,4.887269,1.168690,7.042596,2.421471,1.064989,0.139181,0.802327,2.998217,4.189593
cuda,DistillGPT2,16,9.948032,8.407282,4.138363,1.221897,6.277381,2.249018,0.962622,0.129304,0.859945,1.872937,4.276319
cuda,ElectraForCausalLM,32,21.312386,17.595084,8.430794,2.256576,14.608743,4.659613,2.011831,0.349619,3.454196,3.910439,12.017946
cuda,ElectraForQuestionAnswering,64,19.457427,15.811137,6.653749,2.252838,12.011083,4.464199,1.915425,0.351831,2.047023,2.312199,9.781253
cuda,GPT2ForSequenceClassification,4,17.052037,13.792117,5.979818,2.678104,8.771604,3.941838,1.732757,0.301969,0.386455,1.576366,6.004872
cuda,LayoutLMForMaskedLM,16,20.834608,16.907222,7.643842,2.302243,10.921073,4.532327,1.959281,0.354167,1.795076,2.610563,7.500933
cuda,LayoutLMForSequenceClassification,16,20.901936,17.081186,7.948934,2.351631,12.774182,5.295208,2.241079,0.354486,6.112704,6.911199,13.414234
cuda,M2M100ForConditionalGeneration,16,45.404091,36.995063,16.008410,5.850378,23.668792,10.359473,4.738473,1.017915,4.413745,11.426993,18.227433
cuda,MBartForCausalLM,4,19.491210,15.959111,7.349589,2.306282,11.054759,4.389004,1.975038,0.374228,2.136896,2.313917,8.269145
cuda,MBartForConditionalGeneration,2,48.737774,40.041911,17.029710,6.586870,24.778322,12.430681,5.758855,1.642800,0.565086,0.688169,15.229254
cuda,MT5ForConditionalGeneration,16,30.959800,25.734633,11.009189,4.040604,16.658992,7.923599,2.867544,0.588731,3.431868,21.151684,13.331309
cuda,MegatronBertForCausalLM,4,37.459067,30.485453,12.628338,5.212692,18.465288,9.637986,3.926728,1.058376,1.038246,1.997354,12.336585
cuda,MegatronBertForQuestionAnswering,8,37.840580,30.662709,12.769336,5.222876,18.471610,9.596851,3.855351,1.058409,1.397944,1.672370,12.572304
cuda,MobileBertForMaskedLM,64,50.492032,41.768458,11.806355,6.273844,29.334944,15.549003,6.400302,4.204335,2.970743,4.230258,27.169023
cuda,MobileBertForQuestionAnswering,128,53.178030,43.986236,11.926376,6.306298,29.367050,15.488855,6.427166,4.233370,2.768010,2.838759,26.910733
cuda,OPTForCausalLM,2,18.934392,15.603520,7.352247,2.248155,10.562678,4.739993,2.047896,0.334619,2.348307,3.040267,8.124789
cuda,PLBartForCausalLM,8,11.077023,9.386120,4.826699,1.151692,7.041115,2.178009,1.005934,0.142580,1.340339,1.521161,4.767934
cuda,PLBartForConditionalGeneration,4,24.785242,20.503482,8.981751,3.177165,12.990161,5.610766,2.521996,0.513352,2.406823,2.535544,9.752169
cuda,PegasusForCausalLM,32,18.682693,15.272123,6.692578,2.411812,10.478113,4.134683,1.970295,0.380792,2.554823,2.431998,8.872746
cuda,PegasusForConditionalGeneration,32,36.980168,32.349609,11.924668,4.760492,20.590917,9.671249,4.319127,0.977362,1.955510,0.649094,15.645052
cuda,RobertaForCausalLM,16,19.430931,15.855180,6.760197,2.290102,9.741397,4.580897,1.974341,0.359512,0.694452,1.429037,6.090108
cuda,RobertaForQuestionAnswering,16,19.099015,15.589566,6.609095,2.254821,9.383878,4.440057,1.931418,0.346506,0.381818,0.768241,5.534583
cuda,Speech2Text2ForCausalLM,256,10.683084,8.956388,4.883061,1.150083,7.237700,1.950574,0.980392,0.144667,1.466943,1.335039,5.030791
cuda,T5ForConditionalGeneration,4,22.204693,18.587883,8.722264,2.885241,12.370818,5.243866,2.300801,0.356555,2.143471,7.134501,8.819513
cuda,T5Small,4,23.004070,19.225904,8.841360,2.911093,12.484164,5.278557,2.285609,0.357445,2.072822,6.897691,8.769641
cuda,TrOCRForCausalLM,32,18.739979,15.265285,6.922827,2.092569,10.148268,3.913836,2.079377,0.345634,1.271726,1.377911,6.897676
cuda,XGLMForCausalLM,8,38.201965,31.580496,13.299537,5.020937,20.766684,9.808010,4.012463,1.060325,4.375681,32.415931,17.122255
