dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,0.8065,7.1059,15.0933
cuda,AlbertForQuestionAnswering,2,0.8061,6.9024,14.7520
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9685,6.2951,8.2773
cuda,BartForConditionalGeneration,1,0.8122,16.9593,11.8687
cuda,BertForMaskedLM,64,0.9601,6.7851,9.4786
cuda,BertForQuestionAnswering,64,0.9697,6.9059,5.9072
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,0.9280,4.3887,9.5588
cuda,BlenderbotSmallForConditionalGeneration,32,0.8300,11.3995,7.9601
cuda,CamemBert,1,0.8252,6.6934,2.3514
cuda,DebertaForMaskedLM,4,0.7472,10.6673,5.0325
cuda,DebertaForQuestionAnswering,4,0.7427,10.6221,3.4329
cuda,DistilBertForMaskedLM,16,0.8299,3.2125,2.2616
cuda,DistilBertForQuestionAnswering,32,0.8225,3.2977,2.0270
cuda,DistillGPT2,1,0.8613,3.1690,1.9562
cuda,ElectraForCausalLM,1,0.8642,6.6637,0.5503
cuda,ElectraForQuestionAnswering,64,0.9867,6.9237,10.9104
cuda,GPT2ForSequenceClassification,4,0.9723,6.7661,9.9702
cuda,LayoutLMForMaskedLM,16,0.9730,7.0853,12.6693
cuda,LayoutLMForSequenceClassification,16,0.9821,6.9465,9.5688
cuda,M2M100ForConditionalGeneration,2,0.7913,16.5736,7.8353
cuda,MBartForCausalLM,16,0.9242,6.0915,5.9877
cuda,MBartForConditionalGeneration,8,0.8105,17.3333,8.7062
cuda,MT5ForConditionalGeneration,2,0.8421,14.5413,5.8591
cuda,MegatronBertForCausalLM,2,0.8211,13.5943,5.3641
cuda,MegatronBertForQuestionAnswering,8,0.8400,13.5580,6.0264
cuda,MobileBertForMaskedLM,16,0.7923,34.0099,2.3114
cuda,MobileBertForQuestionAnswering,32,0.7904,34.1042,2.2163
cuda,OPTForCausalLM,4,0.8039,6.4693,2.4953
cuda,PLBartForCausalLM,16,0.9386,3.2049,3.1974
cuda,PLBartForConditionalGeneration,8,0.8236,8.6681,3.8614
cuda,PegasusForCausalLM,8,0.7820,6.3161,4.0212
cuda,PegasusForConditionalGeneration,4,0.8058,15.9928,6.6061
cuda,RobertaForCausalLM,4,0.8183,6.7287,2.1070
cuda,RobertaForQuestionAnswering,64,0.9744,6.7020,5.9073
cuda,Speech2Text2ForCausalLM,64,0.7946,3.2352,2.1761
cuda,T5ForConditionalGeneration,4,0.9342,9.7567,8.9453
cuda,T5Small,1,0.8592,9.6512,2.9126
cuda,TrOCRForCausalLM,8,0.8134,6.2040,4.6663
cuda,XGLMForCausalLM,1,0.7815,12.9073,9.1347
cuda,XLNetLMHeadModel,4,0.9710,22.0078,11.4730
cuda,YituTechConvBert,1,0.8213,10.9568,2.2152
