dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.766628,12.859674,5.203151,2.136998,9.770784,3.387162,1.297557,0.159487,1.447060,6.796266
cuda,AlbertForQuestionAnswering,4,14.954772,13.005917,5.137275,1.903744,9.858247,3.585778,1.286015,0.153850,1.081522,6.715395
cuda,AllenaiLongformerBase,4,65.718690,56.381335,33.475950,6.791004,41.237501,18.111471,6.962816,0.453457,3.195096,15.226660
cuda,BartForCausalLM,4,19.387694,16.094062,7.634485,2.108882,10.822192,4.120685,1.875309,0.346915,2.372905,5.597247
cuda,BartForConditionalGeneration,2,49.229498,39.967494,17.876126,6.426051,23.845561,10.972189,4.730023,1.414956,1.202346,12.689365
cuda,BertForMaskedLM,16,20.022399,16.486581,7.134715,2.254551,10.192535,4.438842,1.913824,0.351675,2.122193,5.429270
cuda,BertForQuestionAnswering,16,19.898078,16.072201,7.143944,2.442857,9.934213,4.135287,1.890577,0.338054,1.732439,5.349624
cuda,BlenderbotForCausalLM,4,35.878585,28.427209,11.695049,4.558975,18.218457,8.493234,4.203108,1.021045,11.309310,3.824330
cuda,BlenderbotSmallForCausalLM,64,12.826005,10.436018,4.629436,1.632325,6.928163,2.527409,1.269272,0.202332,4.009629,2.546496
cuda,BlenderbotSmallForConditionalGeneration,64,32.468049,26.344295,11.794117,3.823549,15.904918,7.193974,3.168658,0.733891,1.851969,8.125904
cuda,CamemBert,16,20.076882,16.484474,7.405679,2.595159,10.095654,4.429119,1.899827,0.349536,1.094200,5.401403
cuda,DebertaForMaskedLM,4,33.578634,26.844138,16.567194,3.173354,20.652677,6.837484,2.684790,0.391218,2.628292,7.501613
cuda,DebertaForQuestionAnswering,8,33.802647,27.050255,16.723750,2.962080,20.818216,6.847385,2.893921,0.390702,3.126072,7.296159
cuda,DebertaV2ForMaskedLM,1,52.079770,38.166162,19.670165,4.239149,23.979225,8.338393,3.745670,0.696135,1.708818,8.951922
cuda,DebertaV2ForQuestionAnswering,2,52.518746,38.506612,20.404294,4.754081,25.725393,9.817473,4.652050,0.700629,0.574162,10.479120
cuda,DistilBertForMaskedLM,128,11.780719,10.199938,5.458513,1.171216,7.605408,2.585297,1.039636,0.145930,3.965941,3.380356
cuda,DistilBertForQuestionAnswering,256,11.831379,10.209907,5.460596,1.153994,7.728585,2.614266,1.043950,0.139741,3.020843,3.484151
cuda,DistillGPT2,16,10.699289,8.995122,4.737620,1.279357,6.776395,2.273244,0.961831,0.132303,2.741344,3.372398
cuda,ElectraForCausalLM,32,22.041076,18.075483,8.996919,2.485787,14.644235,4.329876,1.942452,0.352100,3.930367,8.255173
cuda,ElectraForQuestionAnswering,64,20.227814,16.312536,7.311405,2.479717,12.212830,4.244987,1.910588,0.350218,2.437276,7.498394
cuda,GPT2ForSequenceClassification,4,18.043674,14.896429,6.935129,2.681850,9.764549,4.198661,1.789204,0.302189,2.642379,5.618423
cuda,LayoutLMForMaskedLM,16,21.787189,17.541736,8.348100,2.583890,11.241108,4.347583,1.947640,0.357696,2.607195,5.597201
cuda,LayoutLMForSequenceClassification,16,22.051767,18.095762,8.735632,2.853204,13.357592,5.159799,2.260669,0.346713,7.325925,7.602850
cuda,M2M100ForConditionalGeneration,16,47.824626,38.894410,17.185251,6.446840,25.129469,10.420876,4.815246,1.020089,11.570920,14.686603
cuda,MBartForCausalLM,4,20.189693,16.905237,8.296043,2.242185,11.947963,4.674667,1.931775,0.366446,2.281520,6.006654
cuda,MBartForConditionalGeneration,2,48.912799,39.424180,16.933956,6.792255,24.008077,11.684561,4.885036,1.568260,0.610853,14.166382
cuda,MT5ForConditionalGeneration,16,31.815755,26.672920,11.606617,3.994929,17.216250,7.902392,2.961193,0.586228,24.300752,9.803119
cuda,MegatronBertForCausalLM,4,38.200483,31.055134,13.393885,5.478699,19.337204,9.751054,3.837424,1.027539,1.863039,11.655336
cuda,MegatronBertForQuestionAnswering,8,37.982970,30.877788,13.304019,5.439342,19.190801,9.694503,3.800701,1.032310,1.637308,11.557447
cuda,MobileBertForMaskedLM,64,51.742361,43.042067,12.759641,6.722629,29.513795,15.300731,6.341475,4.148763,4.225351,23.857625
cuda,MobileBertForQuestionAnswering,128,51.911765,43.176639,12.816629,6.746169,29.707527,15.322800,6.390739,4.136343,2.817553,24.016725
cuda,OPTForCausalLM,2,19.534287,16.448588,8.191342,2.207256,11.338240,5.022813,1.981046,0.333644,3.137353,5.650123
cuda,PLBartForCausalLM,8,11.828628,10.118404,5.495098,1.123987,7.870424,2.401337,0.990928,0.142387,1.511666,3.558734
cuda,PLBartForConditionalGeneration,4,25.891838,21.096384,9.527746,3.142829,13.482671,5.590068,2.501196,0.498641,2.709878,7.247540
cuda,PegasusForCausalLM,32,19.949041,16.563458,8.185498,2.199423,11.975411,4.130718,1.935441,0.365130,2.423399,6.299285
cuda,PegasusForConditionalGeneration,32,37.658720,33.289981,13.093191,4.873882,21.921540,9.171383,4.244865,0.967413,0.643636,14.146733
cuda,RobertaForCausalLM,16,20.579726,16.600355,7.427063,2.553396,10.032470,4.314263,1.965109,0.351856,1.479087,5.277601
cuda,RobertaForQuestionAnswering,16,20.010499,16.115912,7.143665,2.441514,9.642380,4.132309,1.885622,0.341468,0.698817,5.055675
cuda,Speech2Text2ForCausalLM,256,12.486200,10.542285,6.324632,0.982556,8.772409,2.100767,1.158898,0.143253,1.327766,3.487751
cuda,T5ForConditionalGeneration,4,23.084040,19.393435,9.387639,2.653741,13.421020,5.768223,2.132162,0.356285,7.653718,7.064438
cuda,T5Small,4,22.591326,19.009577,9.241137,2.676713,13.045944,5.567116,2.137533,0.357057,7.846597,6.845530
cuda,TrOCRForCausalLM,32,19.598601,16.288520,7.779639,2.096858,10.996626,4.162862,1.890727,0.345845,1.332043,5.619128
cuda,XGLMForCausalLM,8,38.848254,32.369175,14.596724,6.401158,20.931758,9.266252,3.950860,1.050143,32.301881,12.979820
cuda,XLNetLMHeadModel,8,51.092759,42.837320,18.973022,7.099442,24.802786,13.982407,4.264690,1.046104,10.906583,13.251343
cuda,YituTechConvBert,16,30.001062,24.942687,11.000945,3.990264,16.981649,7.115796,2.871496,0.583225,8.742864,10.156853
