dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,25.829362,23.417795,19.681850,11.937551,1.933171,22.891139,3.678718,1.370481,0.158211,1.791179,13.007196
cuda,AlbertForQuestionAnswering,4,25.757355,23.539837,19.767340,11.899247,1.894384,20.921040,3.607585,1.328245,0.157430,1.374447,11.035447
cuda,AllenaiLongformerBase,4,84.218310,73.347888,69.258406,46.496361,6.432936,59.806201,17.569892,5.195855,0.467740,3.327495,20.160469
cuda,BartForCausalLM,4,27.143585,23.070002,19.077823,10.493308,2.457909,16.743543,3.912450,1.911613,0.359244,2.287016,9.067194
cuda,BartForConditionalGeneration,2,60.445778,48.459842,44.564985,21.924308,6.868271,28.832511,11.210586,4.855605,1.457235,1.308174,14.679791
cuda,BertForMaskedLM,16,31.105731,26.145794,22.257666,12.726317,2.294335,22.173577,4.585778,1.990221,0.342050,5.981983,11.895239
cuda,BertForQuestionAnswering,16,31.550773,26.560158,22.674995,13.000582,2.307898,19.625056,4.516088,1.958935,0.342814,5.641468,9.084641
cuda,BlenderbotForCausalLM,4,42.810750,33.449290,29.757848,12.593051,4.793478,21.172794,8.438762,3.820610,1.027793,13.987507,3.884948
cuda,BlenderbotSmallForCausalLM,64,18.384353,15.415179,11.664078,5.637227,1.696773,11.070411,2.543258,1.306282,0.205315,7.226892,2.485109
cuda,BlenderbotSmallForConditionalGeneration,64,41.139699,33.531792,29.630576,14.813180,4.086287,21.154742,7.241793,3.244538,0.781190,1.865691,10.670445
cuda,CamemBert,16,31.058314,26.067178,22.186692,12.588940,2.308861,19.515513,4.499025,1.952787,0.340920,4.933652,9.388775
cuda,DebertaForMaskedLM,4,36.006745,29.996042,26.167202,17.867985,2.169684,28.893295,4.634825,2.376606,0.319879,2.002928,13.415367
cuda,DebertaForQuestionAnswering,8,36.236110,30.285555,26.494509,18.318463,2.527986,28.299991,4.203879,2.339790,0.315296,2.647056,12.722917
cuda,DebertaV2ForMaskedLM,1,55.511421,41.276185,37.238416,21.232512,3.586649,32.150697,7.077610,3.297899,0.621498,1.803012,14.916121
cuda,DebertaV2ForQuestionAnswering,2,52.280289,38.155818,34.132361,18.318105,4.016643,28.922358,8.265465,4.083351,0.646409,15.031391
cuda,DistilBertForMaskedLM,128,19.295198,17.262656,13.414097,8.657990,1.210004,13.801744,2.563720,1.070132,0.149018,3.957788,6.430603
cuda,DistilBertForQuestionAnswering,256,19.288956,17.236765,13.465591,8.373560,1.204864,13.626064,2.578639,1.077078,0.142647,2.985502,6.532997
cuda,DistillGPT2,16,18.383906,16.281615,12.349466,8.109019,1.276495,12.643154,2.259908,0.987224,0.133549,1.836635,5.880305
cuda,ElectraForCausalLM,32,36.599312,31.462486,27.364989,17.706312,2.371561,30.174667,4.797503,2.043676,0.352130,8.058296,14.998790
cuda,ElectraForQuestionAnswering,64,31.702527,26.757236,22.707540,13.178141,2.321987,22.426302,4.631622,1.977558,0.351434,6.211159,11.723148
cuda,GPT2ForSequenceClassification,4,25.048239,21.161011,17.430886,9.510565,2.955457,12.824865,3.638237,1.766188,0.312204,1.079408,6.400726
cuda,LayoutLMForMaskedLM,16,34.500339,29.355825,25.188487,15.193702,2.353640,24.575787,4.650647,1.987204,0.345033,5.969316,11.891256
cuda,LayoutLMForSequenceClassification,16,32.130973,26.880375,23.483844,14.197139,2.295669,23.859721,4.536641,1.967780,0.338819,8.141924,12.111290
cuda,M2M100ForConditionalGeneration,16,62.889913,50.739089,46.599952,24.144158,6.189234,36.124366,10.253805,4.879973,1.020575,12.048624,19.021973
cuda,MBartForCausalLM,4,26.056131,22.068493,18.955666,10.512586,2.359175,16.535141,4.668246,1.954931,0.368480,2.312591,8.715664
