dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,1.610413,3.513160,1.862093,7.041604,2.169904,0.925549,0.133470,6.730783,5.470319
cuda,AlbertForQuestionAnswering,4,1.631276,3.809758,1.809045,6.972359,2.168964,0.934011,0.130354,5.680730,5.267948
cuda,BartForCausalLM,4,1.691473,5.759030,1.769217,7.700553,2.634112,1.022082,0.206000,5.401278,3.792150
cuda,BartForConditionalGeneration,2,4.710046,13.741595,4.504344,18.126393,7.559768,2.633056,0.789474,11.742821,9.102719
cuda,BertForMaskedLM,64,2.364617,7.589452,2.518156,9.069151,3.288352,1.196341,0.251789,11.875053,4.092447
cuda,BertForQuestionAnswering,128,2.385309,7.581315,1.852916,9.713646,3.817203,1.164789,0.246671,6.929328,4.074095
cuda,BigBird,1,9.809278,5.630546,1.462692,9.130221,2.282304,0.926845,0.183306,5.060078,1.167354
cuda,BlenderbotSmallForCausalLM,64,1.170742,3.478333,1.254305,5.438761,1.930511,0.774557,0.138880,3.269975,10.239013
cuda,BlenderbotSmallForConditionalGeneration,64,3.193608,7.895022,2.745934,11.947112,5.142009,1.918058,0.467806,13.142904,6.946619
cuda,CamemBert,1,2.238517,7.055293,1.611297,8.878609,3.140172,0.999902,0.222107,3.521124,2.202423
cuda,DebertaForMaskedLM,4,6.360230,59.276746,2.757840,62.966893,4.109923,1.982792,0.302549,23.709642,6.652627
cuda,DebertaForQuestionAnswering,8,6.132624,59.871309,2.701036,63.630485,4.882706,1.808154,0.300806,21.533957,6.659198
cuda,DistilBertForMaskedLM,64,0.873750,3.744548,1.221939,5.337511,1.686747,0.621250,0.105318,11.995177,2.863526
cuda,DistilBertForQuestionAnswering,64,0.914058,3.750104,1.192617,5.093268,1.668854,0.603206,0.104189,11.328722,2.583393
cuda,DistillGPT2,1,1.045953,4.953359,0.755885,6.569720,1.492661,0.540324,0.084595,22.469992,2.413980
cuda,ElectraForCausalLM,32,2.361193,7.823098,2.234503,9.453549,3.623277,1.241221,0.249035,19.504940,3.953178
cuda,ElectraForQuestionAnswering,64,2.379953,7.526819,2.474902,8.906671,3.228241,1.200072,0.255670,11.389857,3.947625
cuda,GPT2ForSequenceClassification,4,2.078428,7.277038,1.709752,9.494310,3.441228,1.148191,0.193038,11.804759,4.005051
cuda,GoogleFnet,1,1.158857,4.988853,0.982030,8.129355,1.638280,0.714147,0.116431,4.187840,2.436430
cuda,LayoutLMForMaskedLM,16,2.518553,7.511748,2.151857,9.004385,3.278791,1.194234,0.250904,11.568695,4.055890
cuda,LayoutLMForSequenceClassification,16,2.503823,7.454801,2.485807,10.092810,3.861697,1.391931,0.248710,36.076049,5.215735
cuda,M2M100ForConditionalGeneration,8,5.018221,14.132266,3.597959,21.012809,6.532568,2.724390,0.634914,86.131212,10.702739
cuda,MBartForCausalLM,32,1.726047,7.342234,1.850768,9.605237,2.792135,1.133661,0.220143,4.732907,4.195675
cuda,MBartForConditionalGeneration,16,4.814452,12.787313,4.650208,17.646746,7.729705,2.873997,0.860164,9.452628,9.728199
cuda,MT5ForConditionalGeneration,8,4.385558,10.177434,3.282809,13.931809,4.610285,1.650609,0.403197,57.805253,7.206240
cuda,MegatronBertForCausalLM,16,4.552167,14.808036,3.589098,17.883543,7.855036,2.324237,0.639520,21.219532,6.839358
cuda,MegatronBertForQuestionAnswering,16,4.580723,14.865354,3.495626,17.520143,7.670125,2.249740,0.621143,19.914462,6.703036
cuda,MobileBertForMaskedLM,32,10.536110,9.049562,3.878463,18.874088,7.410537,3.548786,1.846228,33.313391,14.034692
cuda,MobileBertForQuestionAnswering,64,10.577281,9.637515,3.759851,19.074003,8.059773,3.505840,1.718058,17.757553,13.505118
cuda,OPTForCausalLM,32,1.789439,4.725256,1.585711,7.334461,3.049176,1.209435,0.229863,4.271931,4.390636
cuda,PLBartForCausalLM,32,0.909255,4.422143,1.082639,6.264628,1.675104,0.633487,0.102931,6.408432,3.141485
cuda,PLBartForConditionalGeneration,16,2.340727,7.904083,2.367646,11.513267,4.293494,1.561818,0.334534,21.417551,6.088867
cuda,PegasusForCausalLM,32,1.977250,6.532279,1.801714,9.092733,2.708879,1.149872,0.222892,6.306878,4.449567
cuda,PegasusForConditionalGeneration,16,4.529937,11.818118,4.006424,17.108449,7.281253,2.840122,0.627536,12.749259,9.510484
cuda,RobertaForCausalLM,64,2.377528,7.689302,2.248620,9.355419,3.577584,1.205304,0.249789,7.327147,4.006488
cuda,RobertaForQuestionAnswering,128,2.326060,7.577366,2.221259,9.206549,3.230931,1.187655,0.250075,3.717846,3.944107
cuda,Speech2Text2ForCausalLM,128,0.956655,4.574033,0.786318,7.090471,1.341403,0.581074,0.095828,6.173935,3.345544
cuda,T5ForConditionalGeneration,4,3.010593,7.756484,1.908245,12.757403,3.658612,1.228886,0.259200,33.157583,7.022902
cuda,T5Small,1,3.023248,7.303276,1.525389,9.806680,2.782259,0.987616,0.235458,31.885640,4.137584
cuda,TrOCRForCausalLM,32,1.711073,5.788452,1.785229,8.061363,2.729856,1.102070,0.219634,5.787627,4.141129
cuda,XGLMForCausalLM,8,3.875241,44.171480,3.719784,48.408657,6.600367,2.837286,0.590316,130.506303,8.555613
cuda,YituTechConvBert,1,3.280689,8.554428,3.035885,11.400589,4.571050,1.502627,0.376494,88.732992,6.014401
