dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.1782
cuda,AlbertForQuestionAnswering,2,1.1753
cuda,AllenaiLongformerBase,1,1.1042
cuda,BartForCausalLM,2,1.0235
cuda,BartForConditionalGeneration,1,1.0442
cuda,BertForMaskedLM,64,1.0717
cuda,BertForQuestionAnswering,64,1.0934
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.0481
cuda,BlenderbotSmallForConditionalGeneration,32,1.0578
cuda,CamemBert,1,1.1823
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,1,0.9399
cuda,DebertaV2ForQuestionAnswering,1,0.9382
cuda,DistilBertForMaskedLM,16,1.0841
cuda,DistilBertForQuestionAnswering,32,1.0687
cuda,DistillGPT2,1,1.3483
cuda,ElectraForCausalLM,1,1.1298
cuda,ElectraForQuestionAnswering,64,1.3384
cuda,GPT2ForSequenceClassification,4,1.5530
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,0,0.0000
cuda,LayoutLMForMaskedLM,16,1.1654
cuda,LayoutLMForSequenceClassification,16,1.2031
cuda,M2M100ForConditionalGeneration,2,1.0731
cuda,MBartForCausalLM,16,1.1005
cuda,MBartForConditionalGeneration,8,1.0549
cuda,MT5ForConditionalGeneration,0,0.0000
cuda,MegatronBertForCausalLM,2,1.1496
cuda,MegatronBertForQuestionAnswering,8,1.1429
cuda,MobileBertForMaskedLM,16,1.0642
cuda,MobileBertForQuestionAnswering,32,1.0782
cuda,OPTForCausalLM,4,1.1820
cuda,PLBartForCausalLM,16,1.0920
cuda,PLBartForConditionalGeneration,8,1.0221
cuda,PegasusForCausalLM,8,1.0910
cuda,PegasusForConditionalGeneration,4,1.0562
cuda,RobertaForCausalLM,4,1.1565
cuda,RobertaForQuestionAnswering,64,1.0974
cuda,Speech2Text2ForCausalLM,64,1.0292
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,8,1.0810
cuda,XGLMForCausalLM,1,1.0829
cuda,XLNetLMHeadModel,4,1.1500
cuda,YituTechConvBert,1,1.1117
