dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,11.498235,9.860253,3.825283,1.868419,7.845374,3.134420,1.085895,0.143932,5.969310,0.922383
cuda,AlbertForQuestionAnswering,4,11.117817,9.571321,3.810279,1.820958,8.095272,2.870980,1.072450,0.137706,6.183568,0.539659
cuda,AllenaiLongformerBase,4,58.840922,49.893433,30.436371,7.679779,36.402676,15.866474,5.447040,0.441793,0.665577,14.320997
cuda,BartForCausalLM,4,16.714497,13.287686,6.983629,2.174619,9.960760,3.319543,1.469501,0.268115,1.477241,5.254219
cuda,BartForConditionalGeneration,2,41.938484,34.293965,17.792546,6.848679,21.430201,9.107830,3.669654,0.971641,1.157385,11.441710
cuda,BertForMaskedLM,16,15.683388,12.497996,5.551238,2.269799,8.282678,3.512320,1.503043,0.269162,5.364879,1.470770
cuda,BertForQuestionAnswering,16,15.921674,12.701251,5.848425,2.717212,8.206293,3.280141,1.525881,0.268805,5.181190,1.045308
cuda,BlenderbotForCausalLM,4,31.986591,25.586694,12.920067,5.329051,16.709240,6.499273,2.910041,0.667149,4.195761,9.579162
cuda,BlenderbotSmallForCausalLM,64,10.721281,8.757916,4.361973,1.566523,6.609400,2.589459,1.018601,0.167794,3.881656,2.066507
cuda,BlenderbotSmallForConditionalGeneration,64,26.729177,21.699773,10.772198,3.973915,14.369317,6.327657,2.445727,0.535933,1.836246,7.742929
cuda,CamemBert,16,15.656922,12.477432,5.703052,2.285115,8.196967,3.540397,1.497935,0.271055,5.301388,0.374009
cuda,DebertaForMaskedLM,4,29.018771,22.393755,13.428172,2.858509,17.070502,4.198747,2.560288,0.350026,0.851447,6.723923
cuda,DebertaForQuestionAnswering,8,28.823216,21.839474,13.234351,2.871977,17.063979,4.456723,2.309036,0.347094,1.788716,6.927335
cuda,DebertaV2ForMaskedLM,1,44.047018,31.101622,17.016859,3.810426,20.260681,5.711018,2.604361,0.603726,1.569672,7.418879
cuda,DebertaV2ForQuestionAnswering,2,44.661489,31.901949,16.556415,4.586877,20.291003,6.424406,3.159697,0.616982,0.485114,8.692717
cuda,DistilBertForMaskedLM,128,8.756073,7.366333,3.702320,1.385761,5.300196,1.673314,0.799122,0.121726,3.239163,1.183721
cuda,DistilBertForQuestionAnswering,256,8.989588,7.599199,3.900019,1.388835,5.671324,1.721958,0.796975,0.118574,3.213768,0.594164
cuda,DistillGPT2,16,11.088261,9.723636,6.335226,1.189719,8.302479,2.097541,0.795766,0.105552,2.178474,3.204726
cuda,ElectraForCausalLM,32,17.646603,14.387060,7.480315,2.483652,13.359735,3.912061,1.575642,0.271733,3.083894,8.472135
cuda,ElectraForQuestionAnswering,64,16.082629,12.865897,5.953193,2.564088,10.876321,3.421822,1.833156,0.278574,7.824718,1.741412
cuda,GPT2ForSequenceClassification,4,17.489343,14.629932,8.363773,2.326535,11.000103,3.932155,1.443482,0.231144,1.518887,5.055688
cuda,GoogleFnet,16,12.216978,10.597344,7.061669,1.454505,10.642860,2.208570,0.780932,0.123252,1.772056,5.106143
cuda,LayoutLMForMaskedLM,16,18.191225,14.728961,7.563924,2.351753,10.459979,3.664530,1.550811,0.272593,1.891855,5.355013
cuda,LayoutLMForSequenceClassification,16,18.967552,15.517875,8.379945,2.360219,13.057281,4.859959,1.801030,0.270913,7.157495,7.143952
cuda,M2M100ForConditionalGeneration,16,40.181065,32.157820,15.850500,5.870368,21.852234,9.009021,3.740821,0.751441,8.665983,12.127657
cuda,MBartForCausalLM,4,18.375409,14.917521,8.475059,2.210362,11.439011,3.586957,1.504006,0.263368,1.316195,5.275517
cuda,MBartForConditionalGeneration,2,41.243267,33.576729,16.885796,7.684449,20.372819,9.080796,3.717196,0.970739,0.515953,11.427684
