dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,2.301827
cuda,AlbertForQuestionAnswering,2,2.316870
cuda,AllenaiLongformerBase,1,10.606046
cuda,BartForCausalLM,2,2.732813
cuda,BartForConditionalGeneration,1,11.732728
cuda,BertForMaskedLM,64,5.435559
cuda,BertForQuestionAnswering,64,5.528153
cuda,BigBird,1,10.098883
cuda,BlenderbotSmallForCausalLM,64,1.840468
cuda,BlenderbotSmallForConditionalGeneration,32,6.156371
cuda,CamemBert,1,5.500859
cuda,DebertaForMaskedLM,4,4.070413
cuda,DebertaForQuestionAnswering,4,4.200824
cuda,DistilBertForMaskedLM,16,1.353210
cuda,DistilBertForQuestionAnswering,32,1.377016
cuda,DistillGPT2,1,1.967783
cuda,ElectraForCausalLM,1,5.578195
cuda,ElectraForQuestionAnswering,64,5.720134
cuda,GPT2ForSequenceClassification,4,5.012707
cuda,LayoutLMForMaskedLM,16,5.949816
cuda,LayoutLMForSequenceClassification,16,5.651379
cuda,M2M100ForConditionalGeneration,2,7.533435
cuda,MBartForCausalLM,16,2.748018
cuda,MBartForConditionalGeneration,8,11.548729
cuda,MT5ForConditionalGeneration,2,14.396338
cuda,MegatronBertForCausalLM,2,17.561386
cuda,MegatronBertForQuestionAnswering,8,17.675479
cuda,MobileBertForMaskedLM,16,68.941213
cuda,MobileBertForQuestionAnswering,32,69.474423
cuda,OPTForCausalLM,4,2.874279
cuda,PLBartForCausalLM,16,1.414962
cuda,PLBartForConditionalGeneration,8,4.346490
cuda,PegasusForCausalLM,8,2.783159
cuda,PegasusForConditionalGeneration,4,7.483157
cuda,RobertaForCausalLM,4,5.527403
cuda,RobertaForQuestionAnswering,64,5.580975
cuda,Speech2Text2ForCausalLM,64,1.353033
cuda,T5ForConditionalGeneration,4,8.202108
cuda,T5Small,1,8.329241
cuda,TrOCRForCausalLM,8,2.637356
cuda,XGLMForCausalLM,1,7.185047
cuda,XLNetLMHeadModel,4,15.498073
cuda,YituTechConvBert,1,9.029365
