dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,4,1.1716
cuda,AlbertForQuestionAnswering,4,1.1714
cuda,AllenaiLongformerBase,1,1.1713
cuda,BartForCausalLM,8,1.0050
cuda,BartForConditionalGeneration,2,0.9973
cuda,BertForMaskedLM,64,1.0557
cuda,BertForQuestionAnswering,64,1.0726
cuda,BigBird,1,0.9825
cuda,BlenderbotSmallForCausalLM,64,1.0155
cuda,BlenderbotSmallForConditionalGeneration,64,1.0197
cuda,CamemBert,1,1.0774
cuda,DebertaForMaskedLM,0,0.0000
cuda,DebertaForQuestionAnswering,0,0.0000
cuda,DebertaV2ForMaskedLM,0,0.0000
cuda,DebertaV2ForQuestionAnswering,4,0.9972
cuda,DistilBertForMaskedLM,32,1.0063
cuda,DistilBertForQuestionAnswering,32,1.0076
cuda,DistillGPT2,1,1.2592
cuda,ElectraForCausalLM,32,1.1427
cuda,ElectraForQuestionAnswering,64,1.2712
cuda,GPT2ForSequenceClassification,4,1.6079
cuda,GPTNeoForCausalLM,0,0.0000
cuda,GPTNeoForSequenceClassification,0,0.0000
cuda,GoogleFnet,1,1.1497
cuda,LayoutLMForMaskedLM,16,1.1453
cuda,LayoutLMForSequenceClassification,16,1.1864
cuda,M2M100ForConditionalGeneration,4,1.0026
cuda,MBartForCausalLM,16,1.0085
cuda,MBartForConditionalGeneration,8,1.0094
cuda,MT5ForConditionalGeneration,4,1.0226
cuda,MegatronBertForCausalLM,8,1.1355
cuda,MegatronBertForQuestionAnswering,8,1.1497
cuda,MobileBertForMaskedLM,16,1.1739
cuda,MobileBertForQuestionAnswering,32,1.2353
cuda,OPTForCausalLM,16,1.0881
cuda,PLBartForCausalLM,16,1.0086
cuda,PLBartForConditionalGeneration,8,1.0090
cuda,PegasusForCausalLM,16,1.0083
cuda,PegasusForConditionalGeneration,8,1.0075
cuda,RobertaForCausalLM,64,1.0504
cuda,RobertaForQuestionAnswering,64,1.0730
cuda,Speech2Text2ForCausalLM,64,1.0299
cuda,T5ForConditionalGeneration,0,0.0000
cuda,T5Small,0,0.0000
cuda,TrOCRForCausalLM,16,1.0059
cuda,XGLMForCausalLM,4,1.0028
cuda,XLNetLMHeadModel,8,1.1124
cuda,YituTechConvBert,1,1.0837
