dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,CamemBert,1,1.0774,1.3931,2.3115
cuda,Speech2Text2ForCausalLM,64,1.0299,1.1588,1.1638
cuda,LayoutLMForSequenceClassification,16,1.1864,1.1259,1.1385
cuda,ElectraForQuestionAnswering,64,1.2712,1.2005,1.1357
cuda,MegatronBertForQuestionAnswering,8,1.1497,1.0936,1.0803
cuda,LayoutLMForMaskedLM,16,1.1453,1.0589,1.0617
cuda,RobertaForQuestionAnswering,64,1.073,1.0117,1.0004
cuda,BertForQuestionAnswering,64,1.0726,1.0115,0.9924
cuda,BertForMaskedLM,64,1.0557,0.9681,0.9331
cuda,DistillGPT2,1,1.2592,1.524,0.0
cuda,T5Small,1,0.0,1.4631,0.0
cuda,YituTechConvBert,1,1.0837,1.3816,0.0
cuda,MT5ForConditionalGeneration,4,1.0226,1.3508,0.0
cuda,GPT2ForSequenceClassification,4,1.6079,1.3088,0.0
cuda,AlbertForQuestionAnswering,4,1.1714,1.2029,0.0
cuda,DebertaForQuestionAnswering,16,0.0,1.2013,0.0
cuda,AlbertForMaskedLM,4,1.1716,1.1987,0.0
cuda,GoogleFnet,1,1.1497,1.186,0.0
cuda,MobileBertForQuestionAnswering,32,1.2353,1.1732,0.0
cuda,MobileBertForMaskedLM,16,1.1739,1.1291,0.0
cuda,DebertaForMaskedLM,16,0.0,1.0929,0.0
cuda,XLNetLMHeadModel,8,1.1124,1.0901,0.0
cuda,MegatronBertForCausalLM,8,1.1355,1.0662,0.0
cuda,AllenaiLongformerBase,1,1.1713,1.0446,0.0
cuda,DistilBertForQuestionAnswering,32,1.0076,1.0308,0.0
cuda,ElectraForCausalLM,32,1.1427,1.0058,0.0
cuda,OPTForCausalLM,16,1.0881,1.0029,0.0
cuda,PLBartForConditionalGeneration,8,1.009,1.0027,0.0
cuda,BartForConditionalGeneration,2,0.9973,1.0009,0.0
cuda,BartForCausalLM,8,1.005,1.0008,0.0
cuda,MBartForConditionalGeneration,8,1.0094,1.0,0.0
cuda,DebertaV2ForQuestionAnswering,4,0.9972,0.9854,0.0
cuda,TrOCRForCausalLM,16,1.0059,0.9792,0.0
cuda,T5ForConditionalGeneration,4,0.0,0.9751,0.0
cuda,PLBartForCausalLM,16,1.0086,0.9716,0.0
cuda,PegasusForConditionalGeneration,8,1.0075,0.9708,0.0
cuda,RobertaForCausalLM,64,1.0504,0.9698,0.0
cuda,MBartForCausalLM,16,1.0085,0.969,0.0
cuda,DistilBertForMaskedLM,32,1.0063,0.9644,0.0
cuda,M2M100ForConditionalGeneration,4,1.0026,0.9567,0.0
cuda,PegasusForCausalLM,16,1.0083,0.9559,0.0
cuda,BlenderbotSmallForConditionalGeneration,64,1.0197,0.9521,0.0
cuda,BlenderbotSmallForCausalLM,64,1.0155,0.9263,0.0
cuda,BigBird,1,0.9825,0.8604,0.0
cuda,XGLMForCausalLM,4,1.0028,0.0,0.0
cuda,DebertaV2ForMaskedLM,0,0.0,0.0,0.0
cuda,GPTNeoForCausalLM,0,0.0,0.0,0.0
cuda,GPTNeoForSequenceClassification,0,0.0,0.0,0.0
