dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.278602,8.988876,3.576284,1.876526,7.942346,3.302895,1.122731,0.139838,6.319237,0.922083
cuda,AlbertForQuestionAnswering,4,10.320430,9.030813,3.572627,1.829530,8.126090,2.975810,1.338426,0.136080,6.460633,0.542982
cuda,AllenaiLongformerBase,4,110.435884,103.920600,86.584010,62.316221,111.943941,63.383380,33.763207,0.406881,0.662711,87.991579
cuda,BartForCausalLM,4,13.043261,11.789370,6.157325,1.782185,9.362974,3.338821,1.195526,0.220955,1.445100,5.070550
cuda,BartForConditionalGeneration,2,32.059841,28.560176,14.353337,4.916275,19.659031,8.489295,2.913965,0.828356,1.152925,10.430784
cuda,BertForMaskedLM,16,13.323804,11.816154,6.061764,2.313700,8.449413,2.935697,1.311299,0.252416,4.787745,1.480553
cuda,BertForQuestionAnswering,16,13.856797,12.317146,6.104208,2.332847,8.463123,2.972696,1.317856,0.245887,4.779352,1.034230
cuda,BlenderbotForCausalLM,4,23.938501,21.309191,10.519864,3.915589,15.427356,6.182753,2.452543,0.593677,4.101934,8.981485
cuda,BlenderbotSmallForCausalLM,64,8.345014,7.471235,3.595773,1.268368,6.429606,2.665733,0.926147,0.145729,4.158436,2.054615
cuda,BlenderbotSmallForConditionalGeneration,64,20.382838,18.193021,8.328260,2.928067,12.745287,5.778947,2.109434,0.481780,1.887190,7.484318
cuda,CamemBert,16,13.935493,12.340563,6.192400,1.869416,9.002425,3.224789,1.314371,0.247153,4.767593,0.377728
cuda,DebertaForMaskedLM,4,29.041366,23.544001,15.754743,4.494367,24.131052,10.416053,3.521939,0.323027,0.854697,13.082424
cuda,DebertaForQuestionAnswering,8,28.602579,23.389945,15.632041,4.454512,24.594136,10.356886,3.786204,0.318347,1.772912,13.623855
cuda,DebertaV2ForMaskedLM,1,36.826414,28.455733,16.350955,4.143961,21.813811,7.159946,2.918785,0.553079,1.475244,10.073158
cuda,DebertaV2ForQuestionAnswering,2,38.247286,29.801466,17.318846,5.766345,25.865608,10.957627,4.095357,0.547270,0.506545,14.641349
cuda,DistilBertForMaskedLM,128,6.721521,6.094431,3.048468,1.209581,4.977834,1.666699,0.723892,0.113245,3.183851,1.230679
cuda,DistilBertForQuestionAnswering,256,6.815628,6.166166,3.065270,1.202115,5.163476,1.686342,0.739578,0.111922,3.344213,0.667907
cuda,DistillGPT2,16,8.831672,8.022050,5.047916,1.104270,6.988861,1.699979,0.751726,0.097857,2.703259,3.087991
cuda,ElectraForCausalLM,32,15.577497,14.011555,8.100997,2.403480,11.789340,3.118525,1.347359,0.249719,2.582559,6.181207
cuda,ElectraForQuestionAnswering,64,13.345833,11.781313,5.852752,1.871598,8.738205,3.259955,1.305373,0.248510,4.842820,1.355810
cuda,GPT2ForSequenceClassification,4,12.168709,10.563637,4.963372,1.995900,7.457927,3.286890,1.267675,0.214122,4.569616,1.027639
cuda,GoogleFnet,16,10.526955,9.427587,6.621464,1.584002,11.216854,2.810591,0.731521,0.110789,1.758479,6.238472
cuda,LayoutLMForMaskedLM,16,14.037560,12.261014,6.266982,2.353750,8.787619,3.021890,1.322309,0.252405,4.963545,1.486194
cuda,LayoutLMForSequenceClassification,16,13.976169,12.195179,6.213857,2.318285,9.324511,3.018285,1.331537,0.247086,5.517837,6.376093
cuda,M2M100ForConditionalGeneration,16,31.429564,27.851897,13.641564,4.267676,22.149523,9.536496,3.386538,0.711204,9.237437,12.991215
cuda,MBartForCausalLM,4,14.550054,13.295012,7.623122,1.835164,10.804450,3.400258,1.215681,0.225546,1.342364,5.099380
cuda,MBartForConditionalGeneration,2,31.388420,27.926545,13.520521,4.931565,18.829392,8.522575,2.987048,0.853434,0.522432,10.452119
cuda,MT5ForConditionalGeneration,16,23.261215,19.848576,9.247313,3.878275,14.766761,6.627577,1.998492,0.461818,20.514607,9.564248
cuda,MegatronBertForCausalLM,4,22.625067,19.462973,8.027966,3.752296,12.310890,6.513426,2.508981,0.648005,8.205063,0.419101
cuda,MegatronBertForQuestionAnswering,8,22.476556,19.267808,8.124754,3.680240,11.963608,6.277926,2.421478,0.641927,7.939498,0.632404
cuda,MobileBertForMaskedLM,64,34.924709,28.152869,7.521113,6.015307,17.857641,9.066506,3.964283,1.950804,16.685180,1.736772
cuda,MobileBertForQuestionAnswering,128,33.581434,26.834788,7.439594,5.782996,19.338942,9.768220,4.407300,2.328805,17.987700,1.097668
cuda,OPTForCausalLM,2,13.259340,11.963814,6.452935,2.257751,9.360200,3.745675,1.406446,0.239359,1.648082,5.244174
cuda,PLBartForCausalLM,8,8.412419,7.715886,4.568618,1.311410,7.086568,1.836839,0.746802,0.109049,1.197477,3.874990
cuda,PLBartForConditionalGeneration,4,16.939248,15.282498,7.644066,2.785638,11.995875,4.744508,1.766382,0.359536,1.716480,7.247280
cuda,PegasusForCausalLM,32,14.122743,12.501767,6.624261,1.834690,10.516901,3.661717,1.349080,0.238247,1.591232,5.813776
cuda,PegasusForConditionalGeneration,32,30.186460,26.632197,12.049752,4.271659,18.128634,8.087889,3.152222,0.655782,0.684076,10.563966
cuda,RobertaForCausalLM,16,13.689890,12.169978,6.288624,1.878314,9.001749,3.306407,1.334582,0.245711,0.757958,4.680621
cuda,RobertaForQuestionAnswering,16,13.537750,11.999367,6.112965,2.351587,8.363578,2.966615,1.313785,0.244988,4.690598
cuda,Speech2Text2ForCausalLM,256,8.616414,7.724277,5.031362,0.922280,8.024819,1.796428,0.676713,0.102913,1.107453,3.958901
cuda,T5ForConditionalGeneration,4,16.944113,14.467407,7.160467,2.899504,13.280343,4.731943,1.521025,0.286874,5.825235,9.135755
cuda,T5Small,4,16.967188,14.480989,7.183879,2.926266,13.297320,4.718731,1.518895,0.287694,5.805004,9.156749
cuda,TrOCRForCausalLM,32,13.512461,12.176780,6.156012,1.814525,9.688440,3.575399,1.304841,0.233457,1.073936,5.431204
cuda,XGLMForCausalLM,8,27.436733,24.521898,12.732377,4.288428,18.653100,8.167832,2.589629,0.672216,22.080134,10.387650
