dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,4.780184
cuda,LearningToPaint,96,1.247513
cuda,alexnet,128,0.306230
cuda,dcgan,32,0.297925
cuda,demucs,4,0.877143
cuda,densenet121,4,15.032903
cuda,drq,1,0.296475
cuda,functorch_dp_cifar10,64,0.913892
cuda,lennard_jones,1000,0.238054
cuda,mnasnet1_0,32,3.965797
cuda,mobilenet_v2,96,3.798803
cuda,mobilenet_v2_quantized_qat,96,2.505856
cuda,mobilenet_v3_large,32,4.239921
cuda,nvidia_deeprecommender,256,0.310764
cuda,pytorch_CycleGAN_and_pix2pix,1,0.989930
cuda,pytorch_stargan,16,1.046924
cuda,pytorch_struct,200,0.468007
cuda,pytorch_unet,1,1.404782
cuda,resnet18,16,1.162471
cuda,resnet50,32,4.120487
cuda,resnet50_quantized_qat,32,2.582058
cuda,resnext50_32x4d,8,4.077046
cuda,shufflenet_v2_x1_0,128,4.322091
cuda,soft_actor_critic,256,0.271444
cuda,squeezenet1_1,32,0.727766
cuda,timm_efficientnet,32,6.546666
cuda,timm_nfnet,128,7.403189
cuda,timm_regnet,32,9.202966
cuda,timm_resnest,32,1.701012
cuda,timm_vision_transformer,8,3.424486
cuda,timm_vision_transformer_large,8,23.859799
cuda,timm_vovnet,32,3.507314
cuda,tts_angular,64,0.321436
cuda,vgg16,64,0.488109
cuda,yolov3,16,8.044282
