dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.107640,3.430128,2.143537,8.449197,2.841269,1.105183,0.160853,7.252651,1.505461
cuda,AlbertForQuestionAnswering,4,2.128953,4.192783,2.128772,9.190975,2.837212,1.091670,0.157839,7.214651,1.041092
cuda,BartForCausalLM,4,2.189307,6.195320,2.236317,9.801594,3.701673,1.336243,0.277020,1.330952,5.943520
cuda,BartForConditionalGeneration,2,6.031261,13.665698,5.763969,21.381723,9.965295,3.451557,1.149162,2.770144,13.737782
cuda,BertForMaskedLM,64,2.763451,5.143240,2.622823,8.437589,3.658553,1.461310,0.315512,6.315761,2.206958
cuda,BertForQuestionAnswering,128,2.748725,5.055801,2.529717,8.305975,3.592669,1.441613,0.311838,6.179377,1.335610
cuda,BigBird,1,11.341147,6.759585,1.547029,10.453430,2.900539,1.253714,0.228503,5.353964,0.437604
cuda,BlenderbotSmallForCausalLM,64,1.506545,3.849903,1.573394,6.868480,2.683728,0.994505,0.174492,4.659680,2.212849
cuda,BlenderbotSmallForConditionalGeneration,64,4.042166,8.442299,3.916220,14.285351,6.055012,2.448188,0.637100,3.049471,9.932044
cuda,CamemBert,1,2.844995,4.956754,2.306153,7.869713,3.449194,1.379996,0.305438,5.613297,0.655430
cuda,DebertaForMaskedLM,4,6.768679,14.134444,3.487558,18.227227,5.133476,2.287838,0.335281,0.908126,7.801526
cuda,DebertaForQuestionAnswering,8,7.003653,14.387892,3.408252,18.328527,5.222171,2.265342,0.333378,1.801739,7.570848
cuda,DistilBertForMaskedLM,64,1.170741,3.129068,1.578501,5.312490,1.750129,0.771018,0.128922,3.818837,2.170190
cuda,DistilBertForQuestionAnswering,64,1.151297,3.119333,1.510247,5.292858,1.723822,0.765483,0.128335,3.744332,1.856404
cuda,DistillGPT2,1,1.212242,2.998347,0.887487,5.188555,1.711258,0.657451,0.106878,3.123255,3.149691
cuda,ElectraForCausalLM,32,2.867621,6.955440,2.668782,10.747877,3.445755,1.511178,0.310946,3.725856,6.882196
cuda,ElectraForQuestionAnswering,64,2.808383,5.196579,2.591913,8.102726,3.333189,1.461635,0.309144,5.896076,2.033152
cuda,GPT2ForSequenceClassification,4,2.554115,4.805221,2.028412,7.714993,3.274293,1.318019,0.244542,5.030583,1.398600
cuda,LayoutLMForMaskedLM,16,3.137481,5.238272,2.454391,8.719034,4.008636,1.498779,0.323504,6.045358,2.180672
cuda,LayoutLMForSequenceClassification,16,3.166827,5.523543,2.386175,9.981158,4.405432,2.015522,0.319079,7.181487,6.541867
cuda,M2M100ForConditionalGeneration,8,6.171445,12.807202,4.417563,23.094845,9.873455,3.494316,0.892969,18.582948,14.957442
cuda,MBartForCausalLM,32,2.281541,6.671834,2.773135,10.509981,3.767893,1.503949,0.311101,1.267750,6.714211
cuda,MBartForConditionalGeneration,16,5.941886,13.229267,6.133656,22.195762,10.678266,3.745025,1.308686,2.152159,15.366203
cuda,MT5ForConditionalGeneration,8,5.134370,7.698571,3.913137,14.601417,6.279351,2.436847,0.499077,10.990712,6.834764
cuda,MegatronBertForCausalLM,16,5.495285,9.542595,5.145626,15.479135,7.803689,2.938992,0.934992,11.297286,2.785998
cuda,MegatronBertForQuestionAnswering,16,5.633182,8.999124,4.935358,14.775863,7.594107,2.876369,0.898914,11.408454,2.378073
cuda,MobileBertForMaskedLM,32,13.007173,10.108324,5.958596,25.199919,12.781753,5.966508,2.673654,21.410300,5.528584
cuda,MobileBertForQuestionAnswering,64,13.300520,10.143070,5.890625,25.090460,12.799023,5.980460,2.697936,21.199422,3.964124
cuda,OPTForCausalLM,32,2.277957,5.891400,1.831108,9.720632,3.947777,1.507896,0.279473,2.355866,5.749775
cuda,PLBartForCausalLM,32,1.178071,4.610663,1.305659,7.102308,1.998766,0.771498,0.122175,1.570529,4.020083
cuda,PLBartForConditionalGeneration,16,3.161304,7.367249,3.524803,12.039252,4.881271,1.913599,0.425172,4.297087,8.332502
cuda,PegasusForCausalLM,32,2.487910,6.725882,2.373767,11.142213,3.881668,1.475224,0.309878,1.415128,6.895160
cuda,PegasusForConditionalGeneration,16,5.880936,12.377433,6.384842,20.439202,8.578107,3.718433,0.895519,2.568973,15.323447
cuda,RobertaForCausalLM,64,2.791681,5.917868,2.613446,9.085710,3.702945,1.467332,0.312447,1.460134,5.886595
cuda,RobertaForQuestionAnswering,128,2.845570,5.233119,2.891722,7.972148,3.271761,1.443675,0.306469,5.739004,0.517818
cuda,Speech2Text2ForCausalLM,128,1.211791,5.095291,0.910065,7.944885,1.753040,0.729267,0.119907,1.431298,3.805947
cuda,T5ForConditionalGeneration,4,3.420175,7.180381,2.694194,11.244193,4.298373,1.506060,0.310439,7.083836,6.879154
cuda,T5Small,1,3.474970,6.846019,2.302960,10.559618,3.827720,1.435102,0.309702,7.972383,6.142141
cuda,TrOCRForCausalLM,32,2.173952,6.064059,2.267541,9.796074,3.765893,1.402431,0.288382,1.382275,6.097935
cuda,XGLMForCausalLM,8,4.909037,11.123136,4.966502,18.894531,8.342211,2.923923,0.836865,30.964719,13.447737
cuda,YituTechConvBert,1,4.055616,8.695982,3.629914,14.154416,5.655764,2.087675,0.518869,10.035601,9.543253
