
cuda,AlbertForMaskedLM,0,0.0000
cuda,AlbertForQuestionAnswering,0,0.0000
cuda,AllenaiLongformerBase,1,0.8457,98.3696,59.5477,0.3845
cuda,BartForCausalLM,4,0.7555,147.1998,9.9260,0.3748
cuda,BartForConditionalGeneration,0,0.0000
cuda,BertForMaskedLM,64,0.7405,102.0248,10.5013,0.3787
cuda,BertForQuestionAnswering,128,0.7777,142.1096,10.7571,0.3554
cuda,BigBird,1,1.0426,180.7768,30.5058,0.4477
cuda,BlenderbotSmallForCausalLM,64,0.7166,81.7541,6.7681,0.3687
cuda,BlenderbotSmallForConditionalGeneration,64,0.7353,152.0785,18.7773,0.3960
cuda,CamemBert,1,1.7482,22.1934,10.2724,0.4163
cuda,DebertaForMaskedLM,4,0.7949,78.1882,35.8829,0.3622
cuda,DebertaForQuestionAnswering,8,0.7224,103.9526,36.4120,0.3250
cuda,DistilBertForMaskedLM,64,0.7094,63.8253,5.7551,0.3635
cuda,DistilBertForQuestionAnswering,64,0.7328,41.8329,6.0907,0.3469
cuda,DistillGPT2,1,1.2719,16.1380,4.6618,0.4007
cuda,ElectraForCausalLM,32,0.7150,121.9268,11.2166,0.3928
cuda,ElectraForQuestionAnswering,64,0.7631,150.4313,10.9097,0.3384
cuda,GPT2ForSequenceClassification,0,0.0000
cuda,LayoutLMForMaskedLM,16,0.7566,148.3583,11.6252,0.3662
cuda,LayoutLMForSequenceClassification,16,0.7732,125.8323,11.4668,0.3632
cuda,M2M100ForConditionalGeneration,8,1.4649,86.7979,28.7434,0.4372
cuda,MBartForCausalLM,32,0.7559,92.4790,10.0439,0.3996
cuda,MBartForConditionalGeneration,16,0.9214,114.4673,29.4991,0.4002
cuda,MT5ForConditionalGeneration,8,1.5410,57.9653,21.1958,0.4069
cuda,MegatronBertForCausalLM,16,0.9746,84.1004,22.1389,0.4044
cuda,MegatronBertForQuestionAnswering,16,1.2725,77.0497,22.6944,0.4110
cuda,MobileBertForMaskedLM,32,1.7616,99.4785,57.5001,0.3466
cuda,MobileBertForQuestionAnswering,64,1.4955,118.9549,57.2035,0.3107
cuda,OPTForCausalLM,32,0.7745,70.0412,11.4134,0.3724
cuda,PLBartForCausalLM,32,0.7659,50.1875,5.1189,0.3977
cuda,PLBartForConditionalGeneration,16,1.0374,53.2649,13.3335,0.4148
cuda,PegasusForCausalLM,32,0.7551,91.7788,10.2565,0.4176
cuda,PegasusForConditionalGeneration,16,0.9270,113.3637,27.4347,0.4377
cuda,RobertaForCausalLM,64,0.7529,106.9259,10.5713,0.3787
cuda,RobertaForQuestionAnswering,128,0.7796,142.6659,10.5720,0.3554
cuda,Speech2Text2ForCausalLM,128,0.7193,42.3970,5.3304,0.3532
cuda,T5ForConditionalGeneration,4,0.7516,134.6498,13.4764,0.3625
cuda,T5Small,1,1.1483,53.6718,13.4461,0.3606
cuda,TrOCRForCausalLM,32,0.7551,92.4281,9.6256,0.3997
cuda,XGLMForCausalLM,8,0.9333,94.0234,28.1253,0.4336
cuda,YituTechConvBert,1,2.2910,27.6370,16.4796,0.4304
