dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,2.119195,3.493403,1.897902,8.628152,3.117106,1.109803,0.160253,2.055823,9.179272,1.436869
cuda,AlbertForQuestionAnswering,4,2.086460,3.492070,1.841449,8.560892,3.088639,1.092737,0.156915,1.687471,8.687017,1.020806
cuda,BartForCausalLM,4,2.248659,6.282465,2.265848,9.858416,3.761859,1.344504,0.279617,1.218973,1.351638,7.166909
cuda,BartForConditionalGeneration,2,5.955870,13.652018,5.186257,21.332309,9.927074,3.427826,1.118673,2.428128,2.546238,15.567636
cuda,BertForMaskedLM,64,2.934817,5.122488,2.625545,8.257852,3.627609,1.460346,0.317638,2.606429,8.480561,2.225599
cuda,BertForQuestionAnswering,128,2.768012,5.106468,2.529731,8.245904,3.578918,1.447527,0.309582,1.755884,7.537600,1.350673
cuda,BigBird,1,10.945770,6.807150,1.567246,10.289607,2.657106,1.267425,0.226867,8.728715,13.903195,0.437172
cuda,BlenderbotSmallForCausalLM,64,1.478541,3.677840,1.574015,6.814580,2.446270,0.986254,0.171764,2.521622,7.302763,2.248612
cuda,BlenderbotSmallForConditionalGeneration,64,4.076039,8.709341,3.596238,14.487188,6.588602,2.481199,0.627836,3.117485,3.050842,12.673026
cuda,CamemBert,1,2.749340,4.886844,2.291349,7.732168,3.401253,1.344477,0.305696,0.954262,6.201991,0.652757
cuda,DebertaForMaskedLM,4,6.879333,14.007094,3.620165,17.528808,4.641614,2.180594,0.346957,20.001828,0.946548,27.395535
cuda,DebertaForQuestionAnswering,8,7.048882,14.237723,3.568807,17.694220,4.613026,2.169166,0.338734,21.547412,1.799622,28.827524
cuda,DistilBertForMaskedLM,64,1.129784,3.073807,1.329920,5.284799,1.757591,0.775524,0.129288,2.544126,6.143419,2.274433
cuda,DistilBertForQuestionAnswering,64,1.151816,3.103203,1.281951,5.362204,1.762974,0.803023,0.125911,2.171019,5.769555,1.905367
cuda,DistillGPT2,1,1.239861,3.027010,0.903050,4.966572,1.531566,0.664626,0.106449,3.804386,6.694499,3.562602
cuda,ElectraForCausalLM,32,2.831195,7.000876,2.639879,11.168313,3.811901,1.533714,0.312306,4.430600,3.761570,11.356666
cuda,ElectraForQuestionAnswering,64,2.810621,5.230845,2.576995,8.457199,3.653452,1.478893,0.316667,2.462865,8.379613,2.061468
cuda,GPT2ForSequenceClassification,4,2.473841,4.884741,2.030876,7.562562,3.032000,1.291592,0.242068,1.800529,6.610260,1.405858
cuda,LayoutLMForMaskedLM,16,3.210490,5.257634,2.420571,8.754136,3.976342,1.474025,0.315439,2.630901,8.661826,2.160240
cuda,LayoutLMForSequenceClassification,16,3.139941,5.464423,2.341183,9.849851,4.381008,1.991814,0.315666,7.137310,14.202871,6.738715
cuda,M2M100ForConditionalGeneration,8,5.269262,11.760721,3.871189,20.609684,8.043705,3.086484,0.749985,6.613224,17.555137,19.559519
cuda,MBartForCausalLM,32,2.218372,6.645497,2.405002,10.622030,3.979468,1.470278,0.307482,1.217893,1.296326,7.706823
cuda,MBartForConditionalGeneration,16,6.002425,12.450293,5.607731,21.438948,10.712699,3.755020,1.279990,2.439412,2.014687,17.315955
cuda,MT5ForConditionalGeneration,8,5.157624,7.814245,3.951469,14.382692,6.346534,2.496076,0.508931,7.322663,18.030396,6.585508
cuda,MegatronBertForCausalLM,16,5.555293,9.589685,5.110778,15.435367,7.778862,2.942749,0.905347,3.688865,14.875613,2.920941
cuda,MegatronBertForQuestionAnswering,16,5.490344,8.988060,5.032794,14.817612,7.668521,2.906857,0.892843,3.188629,14.280287,2.377985
cuda,MobileBertForMaskedLM,32,13.090275,10.147804,5.976768,25.271012,13.865911,4.913709,2.687911,6.852803,28.334765,5.624336
cuda,MobileBertForQuestionAnswering,64,13.217017,10.123410,5.890311,24.719417,13.574875,4.866757,2.620625,5.085679,25.949014,3.886586
cuda,OPTForCausalLM,32,2.245566,5.834325,1.821897,9.723202,3.961891,1.509582,0.280413,1.385700,2.345422,7.191421
cuda,PLBartForCausalLM,32,1.159127,4.600816,1.302172,6.832036,1.767838,0.761370,0.121306,1.269145,1.552066,5.031384
cuda,PLBartForConditionalGeneration,16,3.174610,7.394626,3.166239,11.985143,4.794825,1.908240,0.420866,3.840903,4.080493,11.737527
cuda,PegasusForCausalLM,32,2.246889,6.667652,2.354379,11.122335,3.894007,1.476988,0.308363,1.756203,1.457652,8.673436
cuda,PegasusForConditionalGeneration,16,5.676246,12.468134,5.406912,21.534623,9.541267,3.750074,0.890025,4.110485,2.475141,18.853653
cuda,RobertaForCausalLM,64,2.764889,5.928318,2.621545,9.120930,3.692638,1.489009,0.316104,1.496963,1.460418,7.422689
cuda,RobertaForQuestionAnswering,128,2.764070,5.136967,2.562783,8.231939,3.600520,1.450012,0.308443,0.998735,6.771679,0.538815
cuda,Speech2Text2ForCausalLM,128,1.204487,5.152736,0.924383,7.989180,1.769247,0.738156,0.120731,1.444777,1.450531,5.254850
cuda,T5ForConditionalGeneration,4,3.404365,7.249148,2.429235,11.574026,4.660703,1.526115,0.315501,3.520172,6.912145,10.400643
cuda,T5Small,1,3.444917,6.874135,1.978318,10.921449,4.128121,1.433229,0.309675,3.327683,7.909458,9.479939
