dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,2,0.9980,5.6418,0.9110
cuda,AlbertForQuestionAnswering,2,0.9999,5.3073,0.9318
cuda,AllenaiLongformerBase,0,0.0000
cuda,BartForCausalLM,2,0.9680,5.5016,0.8728
cuda,BartForConditionalGeneration,1,0.9973,14.1977,0.8222
cuda,BertForMaskedLM,64,0.9608,5.5634,0.9190
cuda,BertForQuestionAnswering,64,0.9857,5.5115,0.9438
cuda,BigBird,1,0.8255,12.6978,0.9321
cuda,BlenderbotSmallForCausalLM,64,0.9126,3.4242,0.8373
cuda,BlenderbotSmallForConditionalGeneration,32,0.9528,9.4556,0.8996
cuda,CamemBert,1,0.9091,5.6554,0.7590
cuda,DebertaForMaskedLM,4,0.8055,10.0969,0.9839
cuda,DebertaForQuestionAnswering,4,0.7215,10.3556,1.0647
cuda,DistilBertForMaskedLM,16,0.9819,2.7775,0.9045
cuda,DistilBertForQuestionAnswering,32,0.9867,2.8421,0.8945
cuda,DistillGPT2,1,0.9162,2.7370,0.7343
cuda,ElectraForCausalLM,1,0.9107,5.6820,0.9020
cuda,ElectraForQuestionAnswering,64,0.9891,5.5770,0.9522
cuda,GPT2ForSequenceClassification,4,0.9797,5.5004,0.9063
cuda,GoogleFnet,1,0.8086,2.9510,0.9341
cuda,LayoutLMForMaskedLM,16,0.9707,5.9594,0.9392
cuda,LayoutLMForSequenceClassification,16,0.9898,6.1060,0.9325
cuda,M2M100ForConditionalGeneration,2,0.8855,13.6793,1.0069
cuda,MBartForCausalLM,16,0.9669,5.2265,0.8457
cuda,MBartForConditionalGeneration,8,0.8957,14.7936,0.7766
cuda,MT5ForConditionalGeneration,2,0.9178,12.6882,0.8597
cuda,MegatronBertForCausalLM,2,0.8987,11.6797,0.8781
cuda,MegatronBertForQuestionAnswering,8,0.9261,11.8702,0.7899
cuda,MobileBertForMaskedLM,16,0.8963,27.2107,0.9133
cuda,MobileBertForQuestionAnswering,32,0.8934,27.0518,0.9705
cuda,OPTForCausalLM,4,0.8606,5.4927,0.7869
cuda,PLBartForCausalLM,16,0.9483,2.7443,0.8693
cuda,PLBartForConditionalGeneration,8,0.8689,7.3621,0.7930
cuda,PegasusForCausalLM,8,0.8182,5.3241,0.9187
cuda,PegasusForConditionalGeneration,4,0.8556,13.8622,0.9742
cuda,RobertaForCausalLM,4,0.8942,5.7792,0.7413
cuda,RobertaForQuestionAnswering,64,0.9851,5.7551,0.9438
cuda,Speech2Text2ForCausalLM,64,0.9525,2.7552,0.8434
cuda,T5ForConditionalGeneration,4,0.9709,8.5175,0.9589
cuda,T5Small,1,0.9465,8.4440,0.9273
cuda,TrOCRForCausalLM,8,0.9610,5.2970,0.7883
cuda,XGLMForCausalLM,1,0.8274,11.1606,0.9972
cuda,XLNetLMHeadModel,4,0.9655,20.3756,0.8864
cuda,YituTechConvBert,1,0.9156,9.4579,0.7577
