dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.907583,17.399338,14.397422,7.799696,1.902746,14.570659,3.026042,1.801334,0.153362,7.012473,9.234443
cuda,AlbertForQuestionAnswering,4,19.553823,17.062352,14.007729,7.291550,1.866867,13.792170,2.980041,1.517695,0.149119,3.815601,8.781045
cuda,AllenaiLongformerBase,4,79.204914,68.200789,64.860590,43.024614,8.423168,59.100551,23.144597,7.668595,0.429102,5.047776,25.655913
cuda,BartForCausalLM,4,29.362010,22.712118,19.561706,12.566063,1.916099,19.746694,3.571357,2.132143,0.210060,3.020315,9.492211
cuda,BartForConditionalGeneration,2,50.382416,38.423897,35.462693,17.097651,5.330996,25.473477,9.896396,4.772816,1.236585,0.420051,14.170974
cuda,BertForMaskedLM,16,25.145640,19.736315,16.223902,8.733843,2.024868,14.858605,4.095973,1.938297,0.292720,2.988049,8.334007
cuda,BertForQuestionAnswering,16,24.776762,19.410479,16.075661,8.567249,2.006155,14.570453,4.083324,1.960081,0.286795,2.649435,8.194660
cuda,BlenderbotForCausalLM,4,40.707333,29.175728,26.332520,12.394934,3.880352,22.671799,6.899451,4.654365,0.419330,8.841047,14.533594
cuda,BlenderbotSmallForCausalLM,64,22.556689,18.049424,14.338680,9.534963,1.312074,17.857401,2.770338,1.474570,0.145201,3.025269,9.765892
cuda,BlenderbotSmallForConditionalGeneration,64,35.632159,27.753558,24.140080,12.078321,3.666811,18.573640,6.106140,3.247609,0.643037,2.283985,10.468731
cuda,CamemBert,16,25.306180,19.871689,16.338768,8.715657,2.323950,13.652152,3.828562,1.954584,0.291310,1.638040,7.449984
cuda,DebertaForMaskedLM,4,34.590828,27.540035,23.806158,16.809649,2.026778,27.349424,3.935132,2.500804,0.284371,3.409124,12.843159
cuda,DebertaForQuestionAnswering,8,33.259002,26.240031,23.022203,16.085576,2.254184,26.546571,4.143389,2.225068,0.283587,4.138676,12.990309
cuda,DebertaV2ForMaskedLM,1,47.868493,32.787402,29.688811,16.866197,2.824883,27.155001,6.216168,3.752653,0.551248,1.333081,13.630348
cuda,DebertaV2ForQuestionAnswering,2,46.019408,31.116034,28.096408,15.321054,3.730300,26.006633,7.019022,3.984730,0.572974,14.924785
cuda,DistilBertForMaskedLM,128,16.825774,14.458036,11.559868,7.814488,1.248315,12.594924,2.161508,1.074182,0.119172,8.774769,6.126066
cuda,DistilBertForQuestionAnswering,256,16.437064,14.110410,11.209894,7.409045,1.250547,12.025074,2.204082,1.071678,0.114411,10.442289,5.961567
cuda,DistillGPT2,16,16.943017,14.562788,10.623106,7.220386,1.221483,12.509022,2.462375,1.023278,0.113030,4.449498,6.607435
cuda,ElectraForCausalLM,32,32.598906,25.251404,22.371043,15.054619,2.266423,28.874295,4.107928,2.061554,0.310358,9.671677,16.275036
cuda,ElectraForQuestionAnswering,64,23.895756,18.660944,15.876425,8.452785,2.029752,18.412699,4.105678,1.943902,0.294072,3.154982,12.172986
cuda,GPT2ForSequenceClassification,4,24.243809,19.243290,15.474292,8.888146,2.248776,13.380943,3.954842,1.859512,0.261382,2.405034,6.926529
cuda,LayoutLMForMaskedLM,16,24.893834,19.209522,16.394971,8.809208,2.352886,14.293956,3.869546,1.982192,0.298987,3.022068,8.025882
cuda,LayoutLMForSequenceClassification,16,24.343801,18.756361,15.966935,8.438376,2.018459,16.082273,4.879435,2.209816,0.289702,7.259701,9.846178
cuda,M2M100ForConditionalGeneration,16,56.389609,42.203918,39.154650,20.631405,5.159190,34.752742,9.731021,5.375980,0.671590,23.864353,19.754009
cuda,MBartForCausalLM,4,30.396940,24.229714,20.904328,13.998247,2.060141,22.016920,3.987497,2.374961,0.217921,2.840451,10.582080
cuda,MBartForConditionalGeneration,2,53.982672,41.568724,38.274813,19.693373,5.267000,29.562432,10.592180,5.023436,1.340684,0.373682,16.050502
cuda,MT5ForConditionalGeneration,16,36.437562,28.867104,25.956475,13.342955,3.889117,21.999944,6.606100,2.721691,0.487714,73.869796,12.902460
cuda,MegatronBertForCausalLM,4,43.010508,32.389625,29.052904,14.086875,4.729988,22.461818,8.508179,4.027394,0.918108,2.959467,13.793016
