dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.215078,16.703622,13.773987,7.136616,1.913267,13.749650,3.224372,1.551056,0.153662,0.000008,7.368622,8.864827
cuda,AlbertForQuestionAnswering,4,19.034711,16.542085,13.620771,6.835057,1.866809,13.422090,3.177192,1.517790,0.150935,0.000008,3.505169,8.610270
cuda,AllenaiLongformerBase,4,78.842292,68.038661,64.540555,43.084577,8.415596,58.682376,21.259307,7.673377,0.426882,16.328600,5.055040,41.083379
cuda,BartForCausalLM,4,28.254711,21.999779,19.039077,12.362288,1.883733,19.174797,3.306242,2.103983,0.207171,4.431310,2.813144,13.333853
cuda,BartForConditionalGeneration,2,49.712543,38.092615,35.161267,16.997601,4.816335,25.296896,9.751716,4.722052,1.242925,0.860603,0.429543,14.440490
cuda,BertForMaskedLM,16,24.490969,19.454557,16.137039,8.665139,2.006155,14.673249,4.025406,1.964855,0.292598,0.000010,2.843999,8.200052
cuda,BertForQuestionAnswering,16,25.010465,20.070751,16.415712,8.938006,1.993595,15.185449,4.016628,1.941597,0.288685,0.000017,2.647545,8.427001
cuda,BlenderbotSmallForCausalLM,64,20.315575,16.101599,13.113338,8.582497,1.294023,16.304980,2.355114,1.451025,0.140889,4.105824,3.015170,13.259696
cuda,BlenderbotSmallForConditionalGeneration,64,35.367839,27.982816,24.262232,12.212553,3.283741,19.230812,6.405761,3.224917,0.650702,1.596419,2.333539,12.200877
cuda,CamemBert,16,23.593575,18.664363,15.903930,8.485579,2.011534,13.636762,4.012786,1.935093,0.290128,0.000010,1.664878,7.347035
cuda,DebertaForMaskedLM,4,32.537166,25.570230,22.151547,15.459821,2.088957,24.608415,3.949754,2.277314,0.289177,16.173833,3.360688,27.710033
cuda,DebertaForQuestionAnswering,8,32.180132,25.282203,21.945395,15.291260,2.034868,25.275962,3.909125,2.253828,0.284184,17.343348,4.137589,29.659634
cuda,DebertaV2ForMaskedLM,1,46.845718,32.235838,29.140052,16.476857,2.865750,26.087496,5.182170,3.501736,0.557900,36.599243,1.328360,49.646028
cuda,DebertaV2ForQuestionAnswering,2,44.692487,30.212929,27.161075,14.538688,3.306895,24.685699,6.293862,4.027765,0.571909,36.436351,50.459270
cuda,DistilBertForMaskedLM,128,17.642806,15.252878,11.594476,7.785643,1.268213,12.089334,1.937156,1.073205,0.120026,3.549656,8.707191,9.218412
