dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.727582,15.867717,7.692006,1.894027,14.280429,3.584623,1.301642,0.161407,1.296301,1.465212,9.871435
cuda,AlbertForQuestionAnswering,4,20.037155,15.291639,7.578151,1.846607,14.021209,3.544023,1.289382,0.156079,0.907586,1.067671,9.288482
cuda,BartForCausalLM,4,24.418546,17.981544,9.691905,2.134090,15.352553,3.866224,2.046201,0.348247,2.170416,2.464721,10.281102
cuda,BartForConditionalGeneration,2,54.375283,42.844501,21.091322,6.049214,28.258768,11.448773,4.738011,1.464146,0.887915,1.355314,14.419946
cuda,BertForMaskedLM,16,23.830392,17.902009,9.002833,2.272646,13.802300,4.450499,1.909560,0.345927,1.790986,2.205107,8.985789
cuda,BertForQuestionAnswering,16,23.811631,17.929682,9.085651,2.219522,13.818765,4.425930,1.886910,0.340645,1.360919,1.781050,8.435505
cuda,BlenderbotSmallForCausalLM,64,15.543270,10.889935,5.052867,1.418910,8.792309,2.506950,1.267226,0.203525,2.796176,8.034104,2.524173
cuda,BlenderbotSmallForConditionalGeneration,64,36.600934,28.508597,13.897638,3.942793,19.395735,7.528360,3.209738,0.761030,1.983824,1.953755,11.627917
cuda,CamemBert,16,23.941910,17.972025,9.011652,2.266709,13.522258,4.449483,1.911904,0.350160,0.689557,1.057392,7.590682
cuda,DebertaForMaskedLM,4,28.649726,21.048706,13.368189,2.155414,21.581027,4.285444,2.120617,0.321393,14.809737,2.004270,25.370731
cuda,DebertaForQuestionAnswering,8,29.242744,21.531482,13.782457,2.112485,21.832587,4.229425,2.094974,0.315432,15.826640,2.584692,26.180677
cuda,DebertaV2ForMaskedLM,1,46.691105,32.449383,17.164339,3.753256,24.774244,6.112130,3.310651,0.626005,34.365503,1.960414,46.108220
